measured_on,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2003-01-01,17.884,202.0,202.0,0.0,0.0,0.0
2003-02-01,16.147000000000002,182.0,182.0,0.0,0.0,0.0
2003-03-01,15.467,174.0,174.0,0.0,0.0,0.0
2003-04-01,13.006,147.0,147.0,0.0,0.0,0.0
2003-05-01,15.065,170.0,170.0,0.0,0.0,0.0
2003-06-01,16.981,191.0,191.0,0.0,0.0,0.0
2003-07-01,19.904,224.0,224.0,0.0,0.0,0.0
2003-08-01,20.293,229.0,229.0,0.0,0.0,0.0
2003-09-01,15.365,173.0,173.0,0.0,0.0,0.0
2003-10-01,15.109,170.0,170.0,0.0,0.0,0.0
2003-11-01,15.799000000000001,178.0,178.0,0.0,0.0,0.0
2003-12-01,17.98,203.0,203.0,0.0,0.0,0.0
2004-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2004-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2004-03-01,3.75,42.0,42.0,0.0,0.0,0.0
2004-04-01,0.28800000000000003,3.0,3.0,0.0,0.0,0.0
2004-05-01,1.4420000000000002,16.0,16.0,0.0,0.0,0.0
2004-06-01,1.1540000000000001,13.0,13.0,0.0,0.0,0.0
2004-07-01,8.654,97.0,97.0,0.0,0.0,0.0
2004-08-01,45.577000000000005,510.0,510.0,0.0,0.0,0.0
2004-09-01,1.4420000000000002,16.0,16.0,0.0,0.0,0.0
2004-10-01,5.769,65.0,65.0,0.0,0.0,0.0
2004-11-01,6.635,74.0,74.0,0.0,0.0,0.0
2004-12-01,0.28800000000000003,3.0,3.0,0.0,0.0,0.0
2005-01-01,49.468,516.06,516.06,,,
2005-02-01,16.996000000000002,177.3,177.3,,,
2005-03-01,18.837,196.51,196.51,,,
2005-04-01,22.817,238.04,238.04,,,
2005-05-01,21.192,221.08,221.08,,,
2005-06-01,27.505,286.93,286.93,,,
2005-07-01,27.996000000000002,292.07,292.07,,,
2005-08-01,32.889,343.11,343.11,,,
2005-09-01,21.529,224.6,224.6,,,
2005-10-01,23.909000000000002,249.42,249.42,,,
2005-11-01,19.221,200.51,200.51,,,
2005-12-01,40.641000000000005,423.98,423.98,,,
2006-01-01,21.389,262.0,262.0,,,
2006-02-01,11.192,137.0,137.0,,,
2006-03-01,9.402000000000001,115.0,115.0,,,
2006-04-01,18.009,221.0,221.0,,,
2006-05-01,16.834,206.0,206.0,,,
2006-06-01,15.301,187.0,187.0,,,
2006-07-01,22.164,271.0,271.0,,,
2006-08-01,21.499000000000002,263.0,263.0,,,
2006-09-01,9.877,121.0,121.0,,,
2006-10-01,10.433,128.0,128.0,,,
2006-11-01,12.286000000000001,150.0,150.0,,,
2006-12-01,13.613000000000001,167.0,167.0,,,
2007-01-01,9.202,104.0,104.0,0.0,0.0,0.0
2007-02-01,14.624,167.0,167.0,0.0,0.0,0.0
2007-03-01,7.034000000000001,81.0,81.0,0.0,0.0,0.0
2007-04-01,6.502000000000001,75.0,75.0,0.0,0.0,0.0
2007-05-01,14.091000000000001,161.0,161.0,0.0,0.0,0.0
2007-06-01,3.9440000000000004,46.0,46.0,0.0,0.0,0.0
2007-07-01,5.251,63.0,63.0,0.0,0.0,0.0
2007-08-01,2.464,29.0,29.0,0.0,0.0,0.0
2007-09-01,6.822,81.0,81.0,0.0,0.0,0.0
2007-10-01,8.111,92.0,92.0,0.0,0.0,0.0
2007-11-01,8.351,98.0,98.0,0.0,0.0,0.0
2007-12-01,11.605,132.0,132.0,0.0,0.0,0.0
2008-01-01,3.45,46.0,46.0,0.0,0.0,0.0
2008-02-01,3.2550000000000003,46.0,46.0,0.0,0.0,0.0
2008-03-01,2.4690000000000003,35.0,35.0,0.0,0.0,0.0
2008-04-01,2.5780000000000003,35.0,35.0,0.0,0.0,0.0
2008-05-01,2.339,29.0,29.0,0.0,0.0,0.0
2008-06-01,2.793,35.0,35.0,0.0,0.0,0.0
2008-07-01,2.61,35.0,35.0,0.0,0.0,0.0
2008-08-01,1.8,23.0,23.0,0.0,0.0,0.0
2008-09-01,2.902,40.0,40.0,0.0,0.0,0.0
2008-10-01,2.423,35.0,35.0,0.0,0.0,0.0
2008-11-01,2.0380000000000003,29.0,29.0,0.0,0.0,0.0
2008-12-01,5.343,69.0,69.0,0.0,0.0,0.0
2009-01-01,25.933,552.0,552.0,0.0,0.0,0.0
2009-02-01,14.271,305.0,305.0,0.0,0.0,0.0
2009-03-01,37.166000000000004,794.0,794.0,0.0,0.0,0.0
2009-04-01,22.499000000000002,483.0,483.0,0.0,0.0,0.0
2009-05-01,29.617,633.0,633.0,0.0,0.0,0.0
2009-06-01,16.704,357.0,357.0,0.0,0.0,0.0
2009-07-01,10.393,224.0,224.0,0.0,0.0,0.0
2009-08-01,15.638,334.0,334.0,0.0,0.0,0.0
2009-09-01,18.823,403.0,403.0,0.0,0.0,0.0
2009-10-01,17.956,386.0,386.0,0.0,0.0,0.0
2009-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-01,0.0,0.0,0.0,0.0,0.0,0.0
