measured_on,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed
2021-09-01,2.445,32.0,32.0
2021-10-01,2.069,29.0,29.0
2021-11-01,1.701,24.0,24.0
2021-12-01,1.785,25.0,25.0
2022-01-01,12.123,170.0,170.0
2022-02-01,10.794,150.0,150.0
2022-03-01,8.595,120.0,120.0
2022-04-01,8.96,125.0,125.0
2022-05-01,13.236,185.0,185.0
2022-06-01,16.112,224.0,224.0
2022-07-01,18.986,265.0,265.0
2022-08-01,19.085,266.0,266.0
2022-09-01,16.088,224.0,224.0
2022-10-01,12.434,173.0,173.0
2022-11-01,11.654,162.0,162.0
2022-12-01,12.933,180.0,180.0
2023-01-01,4.692,65.0,65.0
2023-02-01,4.426,62.0,62.0
2023-03-01,4.368,61.0,61.0
2023-04-01,4.219,59.0,59.0
2023-05-01,6.023,84.0,84.0
2023-06-01,6.958,97.0,97.0
2023-07-01,7.63,107.0,107.0
2023-08-01,8.399,118.0,118.0
2023-09-01,7.075,98.0,98.0
2023-10-01,5.223,73.0,73.0
2023-11-01,4.842,67.0,67.0
2023-12-01,5.145,72.0,72.0
2024-01-01,12.098,170.0,170.0
2024-02-01,8.352,118.0,118.0
2024-03-01,9.477,133.0,133.0
2024-04-01,8.904,125.0,125.0
2024-05-01,11.897,168.0,168.0
2024-06-01,13.422,188.0,188.0
2024-07-01,14.508,204.0,204.0
2024-08-01,16.393,230.0,230.0
2024-09-01,13.602,192.0,192.0
2024-10-01,11.782,166.0,166.0
2024-11-01,9.439,133.0,133.0
2024-12-01,10.126,143.0,143.0
