measured_on,"Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2021-01-01,24.202,346.0,346.0
2021-02-01,23.534,336.0,336.0
2021-03-01,18.341,262.0,262.0
2021-04-01,20.893,299.0,299.0
2021-05-01,23.915,342.0,342.0
2021-06-01,32.553,466.0,466.0
2021-07-01,35.861,512.0,512.0
2021-08-01,36.571,523.0,523.0
2021-09-01,30.903,442.0,442.0
2021-10-01,26.149,373.0,373.0
2021-11-01,21.508,307.0,307.0
2021-12-01,22.57,323.0,323.0
2022-01-01,23.342,360.0,360.0
2022-02-01,20.783,318.0,318.0
2022-03-01,16.55,253.0,253.0
2022-04-01,17.252,264.0,264.0
2022-05-01,25.486,390.0,390.0
2022-06-01,31.023,475.0,475.0
2022-07-01,36.558,560.0,560.0
2022-08-01,36.748,563.0,563.0
2022-09-01,30.976,474.0,474.0
2022-10-01,23.941,367.0,367.0
2022-11-01,22.439,343.0,343.0
2022-12-01,24.902,382.0,382.0
2023-01-01,23.533,344.0,344.0
2023-02-01,22.194,324.0,324.0
2023-03-01,21.904,319.0,319.0
2023-04-01,21.154,308.0,308.0
2023-05-01,30.202,440.0,440.0
2023-06-01,34.889,509.0,509.0
2023-07-01,38.262,558.0,558.0
2023-08-01,42.114,614.0,614.0
2023-09-01,35.479,517.0,517.0
2023-10-01,26.188,382.0,382.0
2023-11-01,24.281,354.0,354.0
2023-12-01,25.8,377.0,377.0
2024-01-01,26.181,431.0,431.0
2024-02-01,18.075,298.0,298.0
2024-03-01,20.512,338.0,338.0
2024-04-01,19.271,318.0,318.0
2024-05-01,25.749,425.0,425.0
2024-06-01,29.049,479.0,479.0
2024-07-01,31.4,518.0,518.0
2024-08-01,35.48,586.0,586.0
2024-09-01,29.439,486.0,486.0
2024-10-01,25.5,421.0,421.0
2024-11-01,20.429,337.0,337.0
2024-12-01,21.915,361.0,361.0
