measured_on,Solar-Photovoltaic Generation,Solar-Photovoltaic Quantity Consumed For Electricity,Solar-Photovoltaic Total Fuel Consumed
2016-08-01,609.473,5627.0,5627.0
2016-09-01,437.324,4037.0,4037.0
2016-10-01,336.511,3107.0,3107.0
2016-11-01,239.83,2214.0,2214.0
2016-12-01,387.862,3581.0,3581.0
2017-01-01,573.345,5282.0,5282.0
2017-02-01,699.928,6448.0,6448.0
2017-03-01,861.683,7939.0,7939.0
2017-04-01,938.571,8647.0,8647.0
2017-05-01,1026.052,9453.0,9453.0
2017-06-01,877.581,8085.0,8085.0
2017-07-01,979.343,9023.0,9023.0
2017-08-01,884.147,8146.0,8146.0
2017-09-01,849.059,7822.0,7822.0
2017-10-01,739.341,6812.0,6812.0
2017-11-01,653.04,6016.0,6016.0
2017-12-01,533.91,4919.0,4919.0
2018-01-01,609.796,5552.0,5552.0
2018-02-01,534.495,4866.0,4866.0
2018-03-01,772.118,7029.0,7029.0
2018-04-01,948.085,8631.0,8631.0
2018-05-01,941.769,8574.0,8574.0
2018-06-01,1013.15,9224.0,9224.0
2018-07-01,956.617,8709.0,8709.0
2018-08-01,976.793,8893.0,8893.0
2018-09-01,646.7,5888.0,5888.0
2018-10-01,696.284,6339.0,6339.0
2018-11-01,504.942,4597.0,4597.0
2018-12-01,417.251,3799.0,3799.0
2019-01-01,533.11,4747.0,4747.0
2019-02-01,513.798,4575.0,4575.0
2019-03-01,851.314,7581.0,7581.0
2019-04-01,874.842,7790.0,7790.0
2019-05-01,993.882,8851.0,8851.0
2019-06-01,963.179,8577.0,8577.0
2019-07-01,1070.777,9535.0,9535.0
2019-08-01,953.541,8491.0,8491.0
2019-09-01,869.558,7743.0,7743.0
2019-10-01,689.497,6140.0,6140.0
2019-11-01,593.792,5288.0,5288.0
2019-12-01,526.71,4690.0,4690.0
2020-01-01,509.089,4463.0,4463.0
2020-02-01,523.192,4587.0,4587.0
2020-03-01,669.214,5867.0,5867.0
2020-04-01,908.967,7969.0,7969.0
2020-05-01,909.69,7975.0,7975.0
2020-06-01,885.015,7759.0,7759.0
2020-07-01,989.957,8679.0,8679.0
2020-08-01,794.894,6969.0,6969.0
2020-09-01,673.21,5902.0,5902.0
2020-10-01,682.517,5984.0,5984.0
2020-11-01,570.832,5004.0,5004.0
2020-12-01,482.423,4229.0,4229.0
2021-01-01,447.166,3955.0,3955.0
2021-02-01,436.823,3863.0,3863.0
2021-03-01,716.602,6338.0,6338.0
2021-04-01,962.916,8516.0,8516.0
2021-05-01,970.382,8582.0,8582.0
2021-06-01,893.92,7906.0,7906.0
2021-07-01,965.886,8542.0,8542.0
2021-08-01,880.331,7786.0,7786.0
2021-09-01,823.491,7283.0,7283.0
2021-10-01,676.135,5980.0,5980.0
2021-11-01,635.841,5623.0,5623.0
2021-12-01,464.507,4108.0,4108.0
2022-01-01,453.565,1548.0,1548.0
2022-02-01,506.106,1727.0,1727.0
2022-03-01,659.921,2252.0,2252.0
2022-04-01,856.612,2923.0,2923.0
2022-05-01,811.966,2770.0,2770.0
2022-06-01,858.1,2928.0,2928.0
2022-07-01,763.968,2607.0,2607.0
2022-08-01,743.161,2536.0,2536.0
2022-09-01,695.771,2374.0,2374.0
2022-10-01,583.371,1990.0,1990.0
2022-11-01,455.572,1554.0,1554.0
2022-12-01,356.887,1218.0,1218.0
2023-01-01,632.0,2156.0,2156.0
2023-02-01,634.0,2163.0,2163.0
2023-03-01,645.0,2201.0,2201.0
2023-04-01,655.0,2235.0,2235.0
2023-05-01,601.0,2051.0,2051.0
2023-06-01,674.0,2300.0,2300.0
2023-07-01,640.0,2184.0,2184.0
2023-08-01,620.0,2115.0,2115.0
2023-09-01,611.0,2085.0,2085.0
2023-10-01,598.0,2040.0,2040.0
2023-11-01,601.0,2051.0,2051.0
2023-12-01,605.0,2064.0,2064.0
2024-01-01,508.0,1733.0,1733.0
2024-02-01,625.0,2133.0,2133.0
2024-03-01,726.0,2477.0,2477.0
2024-04-01,941.0,3211.0,3211.0
2024-05-01,996.0,3398.0,3398.0
2024-06-01,1221.0,4166.0,4166.0
2024-07-01,682.0,2327.0,2327.0
2024-08-01,825.0,2815.0,2815.0
2024-09-01,672.0,2293.0,2293.0
2024-10-01,741.0,2528.0,2528.0
2024-11-01,400.0,1365.0,1365.0
2024-12-01,451.0,1539.0,1539.0
