measured_on,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2003-01-01,27.5,286.0,286.0,0.0,0.0,0.0
2003-02-01,24.829,258.0,258.0,0.0,0.0,0.0
2003-03-01,23.783,247.0,247.0,0.0,0.0,0.0
2003-04-01,20.0,208.0,208.0,0.0,0.0,0.0
2003-05-01,23.165,241.0,241.0,0.0,0.0,0.0
2003-06-01,26.111,271.0,271.0,0.0,0.0,0.0
2003-07-01,30.606,318.0,318.0,0.0,0.0,0.0
2003-08-01,31.204,324.0,324.0,0.0,0.0,0.0
2003-09-01,23.626,245.0,245.0,0.0,0.0,0.0
2003-10-01,23.233,241.0,241.0,0.0,0.0,0.0
2003-11-01,24.294,252.0,252.0,0.0,0.0,0.0
2003-12-01,27.648,287.0,287.0,0.0,0.0,0.0
2004-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2004-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2004-03-01,1.3,12.0,12.0,0.0,0.0,0.0
2004-04-01,0.1,1.0,1.0,0.0,0.0,0.0
2004-05-01,0.5,5.0,5.0,0.0,0.0,0.0
2004-06-01,0.4,4.0,4.0,0.0,0.0,0.0
2004-07-01,3.0,27.0,27.0,0.0,0.0,0.0
2004-08-01,15.8,143.0,143.0,0.0,0.0,0.0
2004-09-01,0.5,5.0,5.0,0.0,0.0,0.0
2004-10-01,2.0,18.0,18.0,0.0,0.0,0.0
2004-11-01,2.3,21.0,21.0,0.0,0.0,0.0
2004-12-01,0.1,1.0,1.0,0.0,0.0,0.0
2005-01-01,6.892,60.65,60.65,0.0,0.0,0.0
2005-02-01,2.3680000000000003,20.83,20.83,0.0,0.0,0.0
2005-03-01,2.624,23.1,23.1,0.0,0.0,0.0
2005-04-01,3.1790000000000003,27.97,27.97,0.0,0.0,0.0
2005-05-01,2.952,25.98,25.98,0.0,0.0,0.0
2005-06-01,3.8320000000000003,33.72,33.72,0.0,0.0,0.0
2005-07-01,3.9,34.33,34.33,0.0,0.0,0.0
2005-08-01,4.582,40.32,40.32,0.0,0.0,0.0
2005-09-01,2.999,26.4,26.4,0.0,0.0,0.0
2005-10-01,3.331,29.32,29.32,0.0,0.0,0.0
2005-11-01,2.678,23.56,23.56,0.0,0.0,0.0
2005-12-01,5.662,49.83,49.83,0.0,0.0,0.0
2006-01-01,11.517000000000001,161.0,161.0,0.0,0.0,0.0
2006-02-01,6.027,84.0,84.0,0.0,0.0,0.0
2006-03-01,5.062,71.0,71.0,0.0,0.0,0.0
2006-04-01,9.697000000000001,135.0,135.0,0.0,0.0,0.0
2006-05-01,9.065,127.0,127.0,0.0,0.0,0.0
2006-06-01,8.239,115.0,115.0,0.0,0.0,0.0
2006-07-01,11.935,167.0,167.0,0.0,0.0,0.0
2006-08-01,11.576,162.0,162.0,0.0,0.0,0.0
2006-09-01,5.3180000000000005,74.0,74.0,0.0,0.0,0.0
2006-10-01,5.618,78.0,78.0,0.0,0.0,0.0
2006-11-01,6.615,92.0,92.0,0.0,0.0,0.0
2006-12-01,7.33,102.0,102.0,0.0,0.0,0.0
2007-01-01,23.188000000000002,255.0,255.0,0.0,0.0,0.0
2007-02-01,36.852000000000004,400.0,400.0,0.0,0.0,0.0
2007-03-01,17.725,191.0,191.0,0.0,0.0,0.0
2007-04-01,16.384,180.0,180.0,0.0,0.0,0.0
2007-05-01,35.509,389.0,389.0,0.0,0.0,0.0
2007-06-01,9.94,110.0,110.0,0.0,0.0,0.0
2007-07-01,13.234,145.0,145.0,0.0,0.0,0.0
2007-08-01,6.2090000000000005,70.0,70.0,0.0,0.0,0.0
2007-09-01,17.191000000000003,186.0,186.0,0.0,0.0,0.0
2007-10-01,20.441000000000003,220.0,220.0,0.0,0.0,0.0
2007-11-01,21.043,232.0,232.0,0.0,0.0,0.0
2007-12-01,29.245,319.0,319.0,0.0,0.0,0.0
2008-01-01,11.773,132.0,132.0,0.0,0.0,0.0
2008-02-01,11.106,132.0,132.0,0.0,0.0,0.0
2008-03-01,8.422,104.0,104.0,0.0,0.0,0.0
2008-04-01,8.795,104.0,104.0,0.0,0.0,0.0
2008-05-01,7.981000000000001,98.0,98.0,0.0,0.0,0.0
2008-06-01,9.529,115.0,115.0,0.0,0.0,0.0
2008-07-01,8.903,109.0,109.0,0.0,0.0,0.0
2008-08-01,6.141,75.0,75.0,0.0,0.0,0.0
2008-09-01,9.9,121.0,121.0,0.0,0.0,0.0
2008-10-01,8.266,98.0,98.0,0.0,0.0,0.0
2008-11-01,6.955,86.0,86.0,0.0,0.0,0.0
