measured_on,"Electricity used for energy storage - Energy Storage, Battery - Other - Generation","Electricity used for energy storage - Energy Storage, Battery - Other - Quantity Consumed For Electricity","Electricity used for energy storage - Energy Storage, Battery - Other - Total Fuel Consumed"
2017-06-01,67.485,0.0,0.0
2017-07-01,65.662,0.0,0.0
2017-08-01,65.701,0.0,0.0
2017-09-01,61.005,0.0,0.0
2017-10-01,49.156,0.0,0.0
2017-11-01,62.93,0.0,0.0
2017-12-01,68.061,0.0,0.0
2018-01-01,-106.128,0.0,0.0
2018-02-01,-82.406,0.0,0.0
2018-03-01,-119.91,0.0,0.0
2018-04-01,-137.324,0.0,0.0
2018-05-01,-130.575,0.0,0.0
2018-06-01,-128.327,0.0,0.0
2018-07-01,-129.162,0.0,0.0
2018-08-01,-132.519,0.0,0.0
2018-09-01,-120.353,0.0,0.0
2018-10-01,-124.191,0.0,0.0
2018-11-01,-122.364,0.0,0.0
2018-12-01,-119.741,0.0,0.0
2019-01-01,-101.324,0.0,0.0
2019-02-01,-81.582,0.0,0.0
2019-03-01,-92.539,0.0,0.0
2019-04-01,-86.234,0.0,0.0
2019-05-01,-79.202,0.0,0.0
2019-06-01,-93.438,0.0,0.0
2019-07-01,-96.348,0.0,0.0
2019-08-01,-105.163,0.0,0.0
2019-09-01,-94.552,0.0,0.0
2019-10-01,-102.651,0.0,0.0
2019-11-01,-87.383,0.0,0.0
2019-12-01,-92.584,0.0,0.0
2020-01-01,-62.511,0.0,0.0
2020-02-01,-48.301,0.0,0.0
2020-03-01,-74.116,0.0,0.0
2020-04-01,-65.722,0.0,0.0
2020-05-01,-63.674,0.0,0.0
2020-06-01,-56.55,0.0,0.0
2020-07-01,-66.858,0.0,0.0
2020-08-01,-66.632,0.0,0.0
2020-09-01,-72.035,0.0,0.0
2020-10-01,-76.93,0.0,0.0
2020-11-01,-75.832,0.0,0.0
2020-12-01,-70.839,0.0,0.0
2021-01-01,-64.887,0.0,0.0
2021-02-01,-69.284,0.0,0.0
2021-03-01,-77.945,0.0,0.0
2021-04-01,-75.699,0.0,0.0
2021-05-01,-64.051,0.0,0.0
2021-06-01,-73.915,0.0,0.0
2021-07-01,-74.008,0.0,0.0
2021-08-01,-74.229,0.0,0.0
2021-09-01,-82.461,0.0,0.0
2021-10-01,-71.242,0.0,0.0
2021-11-01,-76.418,0.0,0.0
2021-12-01,-75.861,0.0,0.0
2022-01-01,-65.37,0.0,0.0
2022-02-01,-68.674,0.0,0.0
2022-03-01,-63.563,0.0,0.0
2022-04-01,-66.574,0.0,0.0
2022-05-01,-70.547,0.0,0.0
2022-06-01,-71.262,0.0,0.0
2022-07-01,-74.037,0.0,0.0
2022-08-01,-76.066,0.0,0.0
2022-09-01,-68.201,0.0,0.0
2022-10-01,-76.107,0.0,0.0
2022-11-01,-70.459,0.0,0.0
2022-12-01,-71.14,0.0,0.0
2023-01-01,-170.0,0.0,0.0
2023-02-01,-174.0,0.0,0.0
2023-03-01,-194.0,0.0,0.0
2023-04-01,-175.0,0.0,0.0
2023-05-01,-155.0,0.0,0.0
2023-06-01,-157.0,0.0,0.0
2023-07-01,-171.0,0.0,0.0
2023-08-01,-121.0,0.0,0.0
2023-09-01,-109.0,0.0,0.0
2023-10-01,-112.0,0.0,0.0
2023-11-01,-129.0,0.0,0.0
2023-12-01,-143.0,0.0,0.0
2024-01-01,-121.0,0.0,0.0
2024-02-01,-105.0,0.0,0.0
2024-03-01,-61.0,0.0,0.0
2024-04-01,-110.0,0.0,0.0
2024-05-01,-186.0,0.0,0.0
2024-06-01,-146.0,0.0,0.0
2024-07-01,-163.0,0.0,0.0
2024-08-01,-74.0,0.0,0.0
2024-09-01,-74.0,0.0,0.0
2024-10-01,-91.0,0.0,0.0
2024-11-01,-109.0,0.0,0.0
2024-12-01,-129.0,0.0,0.0
