measured_on,Hydroelectric Generation,Hydroelectric Quantity Consumed For Electricity,Hydroelectric Total Fuel Consumed
2001-01-01,105.587,1091.03,1091.03
2001-02-01,99.878,1032.04,1032.04
2001-03-01,86.281,891.54,891.54
2001-04-01,95.679,988.65,988.65
2001-05-01,109.089,1127.22,1127.22
2001-06-01,105.006,1085.03,1085.03
2001-07-01,117.724,1216.44,1216.44
2001-08-01,117.07100000000001,1209.69,1209.69
2001-09-01,112.93100000000001,1166.92,1166.92
2001-10-01,114.039,1178.36,1178.36
2001-11-01,109.105,1127.38,1127.38
2001-12-01,107.61,1111.93,1111.93
2002-01-01,137.838,1402.23,1402.23
2002-02-01,116.671,1186.89,1186.89
2002-03-01,108.766,1106.48,1106.48
2002-04-01,119.975,1220.51,1220.51
2002-05-01,120.881,1229.72,1229.72
2002-06-01,120.754,1228.43,1228.43
2002-07-01,137.015,1393.85,1393.85
2002-08-01,132.732,1350.28,1350.28
2002-09-01,135.43200000000002,1377.75,1377.75
2002-10-01,131.715,1339.94,1339.94
2002-11-01,119.545,1216.13,1216.13
2002-12-01,131.677,1339.55,1339.55
2003-01-01,128.609,1317.08,1317.08
2003-02-01,103.31,1058.0,1058.0
2003-03-01,100.48100000000001,1029.03,1029.03
2003-04-01,113.005,1157.28,1157.28
2003-05-01,127.27900000000001,1303.46,1303.46
2003-06-01,120.036,1229.29,1229.29
2003-07-01,136.677,1399.71,1399.71
2003-08-01,134.49,1377.31,1377.31
2003-09-01,123.08,1260.46,1260.46
2003-10-01,122.063,1250.05,1250.05
2003-11-01,118.604,1214.62,1214.62
2003-12-01,122.366,1253.15,1253.15
2004-01-01,137.84300000000002,1381.46,1381.46
2004-02-01,130.79,1310.78,1310.78
2004-03-01,142.11700000000002,1424.3,1424.3
2004-04-01,134.214,1345.09,1345.09
2004-05-01,298.642,2992.99,2992.99
2004-06-01,163.953,1643.14,1643.14
2004-07-01,165.4,1657.64,1657.64
2004-08-01,166.716,1670.83,1670.83
2004-09-01,163.692,1640.52,1640.52
2004-10-01,132.899,1331.91,1331.91
2004-11-01,125.29,1255.66,1255.66
2004-12-01,128.445,1287.28,1287.28
2005-01-01,135.654,1356.41,1356.41
2005-02-01,124.295,1242.83,1242.83
2005-03-01,129.519,1295.06,1295.06
2005-04-01,129.425,1294.12,1294.12
