measured_on,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed","Jet Fuel-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Jet Fuel-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Jet Fuel-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2007-12-01,209.80700000000002,2308.0,2308.0,,,
2008-01-01,230.943,2604.0,2604.0,,,
2008-02-01,211.389,2382.0,2382.0,,,
2008-03-01,141.449,1596.0,1596.0,,,
2008-04-01,142.738,1608.0,1608.0,,,
2008-05-01,149.314,1680.0,1680.0,,,
2008-06-01,100.024,1128.0,1128.0,,,
2008-07-01,103.932,1170.0,1170.0,,,
2008-08-01,102.854,1158.0,1158.0,,,
2008-09-01,107.31800000000001,1212.0,1212.0,,,
2008-10-01,122.174,1374.0,1374.0,,,
2008-11-01,148.999,1680.0,1680.0,,,
2008-12-01,252.866,2850.0,2850.0,,,
2009-01-01,258.695,2730.0,2730.0,,,
2009-02-01,189.865,2004.0,2004.0,,,
2009-03-01,197.20600000000002,2082.0,2082.0,,,
2009-04-01,202.625,2142.0,2142.0,,,
2009-05-01,121.47800000000001,1284.0,1284.0,,,
2009-06-01,119.292,1260.0,1260.0,,,
2009-07-01,134.491,1422.0,1422.0,,,
2009-08-01,133.794,1416.0,1416.0,,,
2009-09-01,89.12400000000001,942.0,942.0,,,
2009-10-01,88.306,930.0,930.0,,,
2009-11-01,167.857,1770.0,1770.0,,,
2009-12-01,170.267,1800.0,1800.0,,,
2010-01-01,253.068,2593.0,2593.0,,,
2010-02-01,201.067,2064.0,2064.0,,,
2010-03-01,177.96800000000002,1829.0,1829.0,,,
2010-04-01,157.562,1617.0,1617.0,,,
2010-05-01,131.02,1347.0,1347.0,,,
2010-06-01,102.848,1058.0,1058.0,,,
2010-07-01,117.99900000000001,1211.0,1211.0,,,
2010-08-01,120.304,1235.0,1235.0,,,
2010-09-01,110.155,1129.0,1129.0,,,
2010-10-01,132.043,1358.0,1358.0,,,
2010-11-01,150.39700000000002,1546.0,1546.0,,,
2010-12-01,273.569,2811.0,2811.0,,,
2011-01-01,237.363,2332.0,2332.0,,,
2011-02-01,211.974,2088.0,2088.0,,,
2011-03-01,185.581,1827.0,1827.0,,,
2011-04-01,120.24,1183.0,1183.0,,,
2011-05-01,126.022,1241.0,1241.0,,,
2011-06-01,117.084,1154.0,1154.0,,,
2011-07-01,123.729,1218.0,1218.0,,,
2011-08-01,111.675,1096.0,1096.0,,,
2011-09-01,123.76,1218.0,1218.0,,,
2011-10-01,218.795,2152.0,2152.0,,,
2011-11-01,202.572,1995.0,1995.0,,,
2011-12-01,200.205,1972.0,1972.0,,,
2012-01-01,195.248,1989.0,1989.0,,,
2012-02-01,115.157,1177.0,1177.0,,,
2012-03-01,174.658,1781.0,1781.0,,,
2012-04-01,110.591,1131.0,1131.0,,,
2012-05-01,138.389,1409.0,1409.0,,,
2012-06-01,112.93,1154.0,1154.0,,,
2012-07-01,176.574,1804.0,1804.0,,,
2012-08-01,164.533,1676.0,1676.0,,,
2012-09-01,153.175,1560.0,1560.0,,,
2012-10-01,113.776,1160.0,1160.0,,,
2012-11-01,122.023,1247.0,1247.0,,,
2012-12-01,187.946,1920.0,1920.0,,,
2013-01-01,197.014,2129.0,2129.0,,,
2013-02-01,135.932,1467.0,1467.0,,,
2013-03-01,137.495,1485.0,1485.0,,,
2013-04-01,158.595,1711.0,1711.0,,,
2013-05-01,159.835,1728.0,1728.0,,,
2013-06-01,114.784,1241.0,1241.0,,,
2013-07-01,108.683,1172.0,1172.0,,,
2013-08-01,107.232,1160.0,1160.0,,,
2013-09-01,125.849,1357.0,1357.0,,,
2013-10-01,121.101,1305.0,1305.0,,,
2013-11-01,157.846,1705.0,1705.0,,,
2013-12-01,178.634,1931.0,1931.0,,,
2014-01-01,175.506,1897.0,1897.0,,,
2014-02-01,166.522,1798.0,1798.0,,,
2014-03-01,162.556,1757.0,1757.0,,,
2014-04-01,152.733,1653.0,1653.0,,,
2014-05-01,128.958,1392.0,1392.0,,,
2014-06-01,76.865,829.0,829.0,,,
2014-07-01,135.89,1467.0,1467.0,,,
2014-08-01,109.333,1183.0,1183.0,,,
2014-09-01,128.634,1392.0,1392.0,,,
2014-10-01,170.043,1839.0,1839.0,,,
2014-11-01,124.289,1346.0,1346.0,,,
2014-12-01,161.671,1746.0,1746.0,,,
2015-01-01,172.938,1821.0,1821.0,0.0,0.0,0.0
2015-02-01,152.519,1601.0,1601.0,0.0,0.0,0.0
2015-03-01,153.43,1612.0,1612.0,0.0,0.0,0.0
2015-04-01,158.898,1670.0,1670.0,0.0,0.0,0.0
2015-05-01,127.701,1340.0,1340.0,0.0,0.0,0.0
2015-06-01,127.225,1334.0,1334.0,0.0,0.0,0.0
2015-07-01,132.21,1386.0,1386.0,0.0,0.0,0.0
2015-08-01,150.1,1578.0,1578.0,0.0,0.0,0.0
2015-09-01,135.183,1421.0,1421.0,0.0,0.0,0.0
2015-10-01,154.659,1624.0,1624.0,0.0,0.0,0.0
2015-11-01,108.14,1137.0,1137.0,0.0,0.0,0.0
2015-12-01,103.997,1090.0,1090.0,0.0,0.0,0.0
2016-01-01,138.974,1415.0,1415.0,0.0,0.0,0.0
2016-02-01,154.227,1572.0,1572.0,0.0,0.0,0.0
2016-03-01,145.952,1485.0,1485.0,0.0,0.0,0.0
2016-04-01,119.526,1218.0,1218.0,0.0,0.0,0.0
2016-05-01,109.03,1108.0,1108.0,0.0,0.0,0.0
2016-06-01,109.671,1114.0,1114.0,0.0,0.0,0.0
2016-07-01,91.745,934.0,934.0,0.0,0.0,0.0
2016-08-01,120.24,1224.0,1224.0,0.0,0.0,0.0
2016-09-01,122.517,1247.0,1247.0,0.0,0.0,0.0
2016-10-01,140.69,1433.0,1433.0,0.0,0.0,0.0
2016-11-01,196.323,2001.0,2001.0,0.0,0.0,0.0
2016-12-01,265.105,2697.0,2697.0,0.0,0.0,0.0
2017-01-01,154.237,1572.0,1572.0,0.0,0.0,0.0
2017-02-01,124.537,1270.0,1270.0,0.0,0.0,0.0
2017-03-01,143.393,1462.0,1462.0,0.0,0.0,0.0
2017-04-01,132.207,1346.0,1346.0,0.0,0.0,0.0
2017-05-01,132.064,1346.0,1346.0,0.0,0.0,0.0
2017-06-01,139.294,1421.0,1421.0,0.0,0.0,0.0
2017-07-01,141.948,1444.0,1444.0,0.0,0.0,0.0
2017-08-01,146.624,1491.0,1491.0,0.0,0.0,0.0
2017-09-01,145.841,1485.0,1485.0,0.0,0.0,0.0
2017-10-01,148.851,1514.0,1514.0,0.0,0.0,0.0
2017-11-01,131.839,1340.0,1340.0,0.0,0.0,0.0
2017-12-01,134.165,1369.0,1369.0,0.0,0.0,0.0
2018-01-01,132.445,1415.0,1415.0,0.0,0.0,0.0
2018-02-01,123.522,1311.0,1311.0,0.0,0.0,0.0
2018-03-01,123.54,1311.0,1311.0,0.0,0.0,0.0
2018-04-01,124.79,1322.0,1322.0,0.0,0.0,0.0
2018-05-01,142.785,1514.0,1514.0,0.0,0.0,0.0
2018-06-01,133.306,1415.0,1415.0,0.0,0.0,0.0
2018-07-01,143.643,1525.0,1525.0,0.0,0.0,0.0
2018-08-01,146.684,1554.0,1554.0,0.0,0.0,0.0
2018-09-01,149.314,1583.0,1583.0,0.0,0.0,0.0
2018-10-01,156.778,1665.0,1665.0,0.0,0.0,0.0
2018-11-01,141.062,1496.0,1496.0,0.0,0.0,0.0
2018-12-01,135.131,1433.0,1433.0,0.0,0.0,0.0
2019-01-01,114.371,1143.0,1143.0,0.0,0.0,0.0
2019-02-01,127.123,1288.0,1288.0,0.0,0.0,0.0
2019-03-01,125.981,1276.0,1276.0,0.0,0.0,0.0
2019-04-01,115.775,1172.0,1172.0,0.0,0.0,0.0
2019-05-01,126.001,1276.0,1276.0,0.0,0.0,0.0
2019-06-01,108.267,1096.0,1096.0,0.0,0.0,0.0
2019-07-01,123.319,1247.0,1247.0,0.0,0.0,0.0
2019-08-01,136.539,1380.0,1380.0,0.0,0.0,0.0
2019-09-01,162.129,1641.0,1641.0,0.0,0.0,0.0
2019-10-01,170.396,1723.0,1723.0,0.0,0.0,0.0
2019-11-01,129.433,1311.0,1311.0,0.0,0.0,0.0
2019-12-01,172.666,1746.0,1746.0,0.0,0.0,0.0
2020-01-01,200.251,2018.0,2018.0,0.0,0.0,0.0
2020-02-01,129.822,1305.0,1305.0,0.0,0.0,0.0
2020-03-01,131.068,1317.0,1317.0,0.0,0.0,0.0
2020-04-01,125.774,1264.0,1264.0,0.0,0.0,0.0
2020-05-01,106.497,1073.0,1073.0,0.0,0.0,0.0
2020-06-01,134.084,1346.0,1346.0,0.0,0.0,0.0
2020-07-01,174.782,1757.0,1757.0,0.0,0.0,0.0
2020-08-01,179.083,1798.0,1798.0,0.0,0.0,0.0
2020-09-01,113.874,1143.0,1143.0,0.0,0.0,0.0
2020-10-01,136.296,1369.0,1369.0,0.0,0.0,0.0
2020-11-01,105.696,1061.0,1061.0,0.0,0.0,0.0
2020-12-01,104.773,1056.0,1056.0,0.0,0.0,0.0
2021-01-01,133.31,1363.0,1363.0,0.0,0.0,0.0
2021-02-01,147.614,1520.0,1520.0,0.0,0.0,0.0
2021-03-01,159.645,1641.0,1641.0,0.0,0.0,0.0
2021-04-01,153.46,1578.0,1578.0,0.0,0.0,0.0
2021-05-01,79.474,818.0,818.0,0.0,0.0,0.0
2021-06-01,106.684,1096.0,1096.0,0.0,0.0,0.0
2021-07-01,104.257,1073.0,1073.0,0.0,0.0,0.0
2021-08-01,150.352,1549.0,1549.0,0.0,0.0,0.0
2021-09-01,194.736,2001.0,2001.0,0.0,0.0,0.0
2021-10-01,193.474,1989.0,1989.0,0.0,0.0,0.0
2021-11-01,151.064,1554.0,1554.0,0.0,0.0,0.0
2021-12-01,167.93,1728.0,1728.0,0.0,0.0,0.0
2022-01-01,139.186,1682.0,1682.0,37.262,452.0,452.0
2022-02-01,114.786,1386.0,1386.0,30.73,371.0,371.0
2022-03-01,132.926,1601.0,1601.0,35.587,429.0,429.0
2022-04-01,118.174,1427.0,1427.0,31.637,383.0,383.0
2022-05-01,110.745,1334.0,1334.0,29.648,360.0,360.0
2022-06-01,134.873,1624.0,1624.0,36.108,435.0,435.0
2022-07-01,122.843,1479.0,1479.0,32.887,394.0,394.0
2022-08-01,82.618,998.0,998.0,22.118,267.0,267.0
2022-09-01,96.782,1166.0,1166.0,25.91,313.0,313.0
2022-10-01,108.591,1311.0,1311.0,29.072,348.0,348.0
2022-11-01,103.096,1241.0,1241.0,27.601,331.0,331.0
2022-12-01,140.268,1694.0,1694.0,37.552,452.0,452.0
2023-01-01,151.578,1949.0,1949.0,37.066,481.0,481.0
2023-02-01,117.675,1520.0,1520.0,28.775,371.0,371.0
2023-03-01,111.052,1433.0,1433.0,27.155,348.0,348.0
2023-04-01,131.275,1694.0,1694.0,32.1,412.0,412.0
2023-05-01,129.717,1670.0,1670.0,31.719,406.0,406.0
2023-06-01,111.69,1438.0,1438.0,27.311,354.0,354.0
2023-07-01,105.76,1363.0,1363.0,25.861,331.0,331.0
2023-08-01,110.083,1421.0,1421.0,26.918,348.0,348.0
2023-09-01,95.475,1230.0,1230.0,23.346,302.0,302.0
2023-10-01,108.302,1398.0,1398.0,26.483,342.0,342.0
2023-11-01,136.582,1763.0,1763.0,33.398,429.0,429.0
2023-12-01,150.0,1931.0,1931.0,36.679,476.0,476.0
2024-01-01,114.275,1612.0,1612.0,42.624,603.0,603.0
2024-02-01,102.907,1450.0,1450.0,38.382,539.0,539.0
2024-03-01,124.029,1746.0,1746.0,46.261,650.0,650.0
2024-04-01,130.671,1839.0,1839.0,48.738,684.0,684.0
2024-05-01,76.602,1079.0,1079.0,28.571,400.0,400.0
2024-06-01,136.761,1926.0,1926.0,51.01,719.0,719.0
2024-07-01,80.225,1131.0,1131.0,29.922,423.0,423.0
2024-08-01,115.85,1630.0,1630.0,43.21,609.0,609.0
2024-09-01,76.939,1085.0,1085.0,28.697,406.0,406.0
2024-10-01,122.158,1723.0,1723.0,45.563,644.0,644.0
2024-11-01,119.502,1682.0,1682.0,44.572,626.0,626.0
2024-12-01,101.626,1433.0,1433.0,37.905,534.0,534.0
