measured_on,"Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2004-12-01,255.30300000000003,2230.0,2230.0,14103.467,123179.0,123179.0
2005-01-01,,,,13510.914,225643.7,225643.7
2005-02-01,,,,12159.399,203072.25,203072.25
2005-03-01,,,,12980.329,216782.46,216782.46
2005-04-01,,,,12783.81,213500.45,213500.45
2005-05-01,,,,12803.387,213827.4,213827.4
2005-06-01,,,,13257.297,221408.09,221408.09
2005-07-01,,,,13816.892,230753.79,230753.79
2005-08-01,,,,13645.149000000001,227885.54,227885.54
2005-09-01,,,,13167.153,219902.58,219902.58
2005-10-01,,,,13438.998,224442.63,224442.63
2005-11-01,,,,13021.654,217472.64,217472.64
2005-12-01,,,,13260.018,221453.51,221453.51
2006-01-01,,,,13801.476,237437.0,237437.0
2006-02-01,,,,12876.444,221523.0,221523.0
2006-03-01,,,,13226.135,227539.0,227539.0
2006-04-01,,,,10934.527,188115.0,188115.0
2006-05-01,,,,10486.145,180401.0,180401.0
2006-06-01,,,,13007.188,223772.0,223772.0
2006-07-01,,,,13993.312,240737.0,240737.0
2006-08-01,,,,13856.826000000001,238389.0,238389.0
2006-09-01,,,,12507.232,215171.0,215171.0
2006-10-01,,,,11791.81,202863.0,202863.0
2006-11-01,,,,12969.075,223116.0,223116.0
2006-12-01,,,,12977.831,223267.0,223267.0
2007-01-01,132.107,2125.0,2125.0,10719.893,172427.0,172427.0
2007-02-01,197.697,3177.0,3177.0,9747.303,156640.0,156640.0
2007-03-01,126.11200000000001,2113.0,2113.0,12936.887999999999,216778.0,216778.0
2007-04-01,59.093,1031.0,1031.0,8364.907000000001,146000.0,146000.0
2007-05-01,93.504,1582.0,1582.0,6559.496,110994.0,110994.0
2007-06-01,263.184,4227.0,4227.0,12124.816,194750.0,194750.0
2007-07-01,70.686,1134.0,1134.0,14220.314,228134.0,228134.0
2007-08-01,121.46400000000001,1949.0,1949.0,11704.536,187762.0,187762.0
2007-09-01,130.041,2088.0,2088.0,10595.959,170134.0,170134.0
2007-10-01,52.093,837.0,837.0,16286.907,261690.0,261690.0
2007-11-01,108.546,1674.0,1674.0,10995.454,169572.0,169572.0
2007-12-01,134.37300000000002,2092.0,2092.0,11625.627,180960.0,180960.0
2008-01-01,135.407,2330.0,2330.0,12863.593,221348.0,221348.0
2008-02-01,122.21700000000001,2146.0,2146.0,12034.783,211318.0,211318.0
2008-03-01,92.483,1459.0,1459.0,13796.517,217651.0,217651.0
2008-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2008-05-01,181.793,3315.0,3315.0,10051.207,183284.0,183284.0
2008-06-01,61.765,979.0,979.0,17176.235,272251.0,272251.0
2008-07-01,53.442,921.0,921.0,16238.558,279848.0,279848.0
2008-08-01,65.49600000000001,1065.0,1065.0,14961.504,243282.0,243282.0
2008-09-01,38.412,606.0,606.0,15181.588,239507.0,239507.0
2008-10-01,37.160000000000004,597.0,597.0,16721.84,268648.0,268648.0
2008-11-01,58.248000000000005,917.0,917.0,14861.752,233969.0,233969.0
2008-12-01,74.75800000000001,1183.0,1183.0,18132.242,286931.0,286931.0
2009-01-01,57.463,879.0,879.0,14744.537,225545.0,225545.0
2009-02-01,23.923000000000002,367.0,367.0,16438.077,252174.0,252174.0
2009-03-01,69.114,1160.0,1160.0,15628.886,262314.0,262314.0
2009-04-01,25.824,425.0,425.0,17574.176,289224.0,289224.0
2009-05-01,114.005,1885.0,1885.0,7546.995000000001,124784.0,124784.0
2009-06-01,58.794000000000004,1016.0,1016.0,16354.206,282610.0,282610.0
2009-07-01,44.911,769.0,769.0,18151.089,310799.0,310799.0
2009-08-01,54.232,954.0,954.0,15592.768,274295.0,274295.0
2009-09-01,69.778,1225.0,1225.0,17324.222,304138.0,304138.0
2009-10-01,85.277,1420.0,1420.0,13458.723,224110.0,224110.0
2009-11-01,119.619,1988.0,1988.0,13842.381000000001,230053.0,230053.0
2009-12-01,32.912,554.0,554.0,13893.088,233860.0,233860.0
2010-01-01,57.234,839.0,839.0,15415.766,225982.0,225982.0
2010-02-01,50.795,730.0,730.0,15150.205,217729.0,217729.0
2010-03-01,128.935,2131.0,2131.0,13906.065,229835.0,229835.0
2010-04-01,115.16900000000001,2067.0,2067.0,15112.831,271237.0,271237.0
2010-05-01,75.70700000000001,2926.0,2926.0,7188.293000000001,277820.0,277820.0
2010-06-01,47.331,714.0,714.0,15048.669,227011.0,227011.0
2010-07-01,119.534,1908.0,1908.0,13772.466,219835.0,219835.0
2010-08-01,123.05300000000001,2019.0,2019.0,15513.947,254545.0,254545.0
2010-09-01,136.404,2242.0,2242.0,14498.596000000001,238306.0,238306.0
2010-10-01,162.381,2821.0,2821.0,14796.619,257057.0,257057.0
2010-11-01,75.908,1155.0,1155.0,17097.092,260146.0,260146.0
2010-12-01,95.646,1704.0,1704.0,13586.354,242050.0,242050.0
2011-01-01,64.953,1095.0,1095.0,17007.047,286712.0,286712.0
2011-02-01,65.593,1143.0,1143.0,15232.407,265434.0,265434.0
2011-03-01,203.349,3440.0,3440.0,12171.651,205904.0,205904.0
2011-04-01,95.246,1711.0,1711.0,17317.754,311095.0,311095.0
2011-05-01,85.16,1314.0,1314.0,9883.84,152506.0,152506.0
2011-06-01,23.358,392.0,392.0,17450.642,292859.0,292859.0
2011-07-01,101.295,1680.0,1680.0,16312.705,270551.0,270551.0
2011-08-01,58.855,971.0,971.0,14256.145,235201.0,235201.0
2011-09-01,117.636,1972.0,1972.0,16565.364,277696.0,277696.0
2011-10-01,108.484,1746.0,1746.0,15536.516,250052.0,250052.0
2011-11-01,56.032,897.0,897.0,14390.968,230381.0,230381.0
2011-12-01,20.856,318.0,318.0,18100.144,275980.0,275980.0
2012-01-01,132.637,1564.0,1564.0,16775.363,197808.0,197808.0
2012-02-01,80.032,1214.0,1214.0,13641.968,206934.0,206934.0
2012-03-01,14.842,256.0,256.0,18064.158,311579.0,311579.0
2012-04-01,34.488,567.0,567.0,2180.512,35849.0,35849.0
2012-05-01,85.244,1480.0,1480.0,13796.756,239538.0,239538.0
2012-06-01,29.541,476.0,476.0,17426.459,280800.0,280800.0
2012-07-01,129.202,2186.0,2186.0,16427.798,277945.0,277945.0
2012-08-01,72.994,1144.0,1144.0,15284.006,239538.0,239538.0
2012-09-01,70.808,1137.0,1137.0,16226.192,260551.0,260551.0
2012-10-01,41.608,654.0,654.0,13531.392,212690.0,212690.0
2012-11-01,101.626,1595.0,1595.0,15891.374,249413.0,249413.0
2012-12-01,64.014,965.0,965.0,17320.986,261113.0,261113.0
2013-01-01,61.056,661.0,661.0,17807.944,192793.0,192793.0
2013-02-01,50.137,812.0,812.0,12337.863,199820.0,199820.0
2013-03-01,38.193,619.0,619.0,17194.807,278678.0,278678.0
2013-04-01,38.237,600.0,600.0,17037.763,267353.0,267353.0
2013-05-01,60.344,1053.0,1053.0,7861.656,137186.0,137186.0
2013-06-01,131.17,2223.0,2223.0,16012.83,271378.0,271378.0
2013-07-01,10.703,170.0,170.0,17808.297,282844.0,282844.0
2013-08-01,111.707,1670.0,1670.0,15242.293,227869.0,227869.0
2013-09-01,57.205,1131.0,1131.0,13423.795,265403.0,265403.0
2013-10-01,7.904,124.0,124.0,18180.096,285230.0,285230.0
2013-11-01,68.566,1094.0,1094.0,13983.434,223111.0,223111.0
2013-12-01,25.935,411.0,411.0,17787.065,281876.0,281876.0
2014-01-01,41.67,425.0,425.0,17910.33,182670.0,182670.0
2014-02-01,129.39,1386.0,1386.0,13009.61,139356.0,139356.0
2014-03-01,44.334,454.0,454.0,17917.666,183485.0,183485.0
2014-04-01,42.591,458.0,458.0,17518.409,188385.0,188385.0
2014-05-01,76.443,782.0,782.0,9676.557,98989.0,98989.0
2014-06-01,75.912,782.0,782.0,17198.088,177165.0,177165.0
2014-07-01,3.182,34.0,34.0,17511.818,187117.0,187117.0
2014-08-01,70.954,756.0,756.0,15652.046,166770.0,166770.0
2014-09-01,62.712,699.0,699.0,14537.288,162034.0,162034.0
2014-10-01,64.145,709.0,709.0,18074.855,199784.0,199784.0
2014-11-01,175.98,1878.0,1878.0,11925.02,127260.0,127260.0
2014-12-01,58.392,585.0,585.0,18032.608,180661.0,180661.0
2015-01-01,305.341,3042.0,3042.0,17021.659,169581.0,169581.0
2015-02-01,207.086,3418.0,3418.0,11254.914,185765.0,185765.0
2015-03-01,57.148,884.0,884.0,17900.852,276900.0,276900.0
2015-04-01,52.53,927.0,927.0,16396.47,289349.0,289349.0
2015-05-01,147.521,2391.0,2391.0,9867.479,159931.0,159931.0
2015-06-01,74.944,1255.0,1255.0,16691.056,279505.0,279505.0
2015-07-01,212.142,3063.0,3063.0,17712.858,255746.0,255746.0
2015-08-01,7.218,117.0,117.0,16998.782,275558.0,275558.0
2015-09-01,80.236,1188.0,1188.0,13910.764,205967.0,205967.0
2015-10-01,52.904,738.0,738.0,16762.096,233828.0,233828.0
2015-11-01,177.443,2464.0,2464.0,13012.557,180695.0,180695.0
2015-12-01,156.77,2077.0,2077.0,16641.23,220475.0,220475.0
2016-01-01,487.965,7368.0,7368.0,14462.035,218369.0,218369.0
2016-02-01,93.771,1228.0,1228.0,12535.229,164159.0,164159.0
2016-03-01,216.603,3435.0,3435.0,16752.397,265668.0,265668.0
2016-04-01,174.857,2960.0,2960.0,16419.143,277945.0,277945.0
2016-05-01,132.192,2094.0,2094.0,11619.808,184064.0,184064.0
2016-06-01,21.264,319.0,319.0,17268.736,259069.0,259069.0
2016-07-01,46.672,694.0,694.0,14897.328,221520.0,221520.0
2016-08-01,38.62,689.0,689.0,15735.38,280725.0,280725.0
2016-09-01,62.921,780.0,780.0,9438.079,117000.0,117000.0
2016-10-01,13.414,176.0,176.0,13044.586,171148.0,171148.0
2016-11-01,81.131,1333.0,1333.0,11895.869,195452.0,195452.0
2016-12-01,179.322,2689.0,2689.0,13433.678,201443.0,201443.0
2017-01-01,147.987,2714.0,2714.0,11071.013,203036.0,203036.0
2017-02-01,274.522,7013.0,7013.0,10797.478,275835.0,275835.0
2017-03-01,66.602,1271.0,1271.0,9521.398,181703.0,181703.0
2017-04-01,14.163,282.0,282.0,12837.837,255610.0,255610.0
2017-05-01,94.809,1989.0,1989.0,14579.191,305857.0,305857.0
2017-06-01,0.758,13.0,13.0,16648.242,285471.0,285471.0
2017-07-01,42.326,473.0,473.0,14638.674,163591.0,163591.0
2017-08-01,13.579,172.0,172.0,11526.421,146000.0,146000.0
2017-09-01,31.905,565.0,565.0,12708.095,225045.0,225045.0
2017-10-01,13.126,205.0,205.0,18077.874,282344.0,282344.0
2017-11-01,420.709,5974.0,5974.0,14801.291,210176.0,210176.0
2017-12-01,45.768,791.0,791.0,15928.232,275283.0,275283.0
2018-01-01,102.358,1737.0,1737.0,13391.642,227254.0,227254.0
2018-02-01,77.208,1188.0,1188.0,14676.792,225833.0,225833.0
2018-03-01,30.139,361.0,361.0,17608.861,210913.0,210913.0
2018-04-01,189.896,3119.0,3119.0,9269.104,152243.0,152243.0
2018-05-01,112.781,1831.0,1831.0,10038.219,162970.0,162970.0
2018-06-01,71.081,1364.0,1364.0,15232.919,292308.0,292308.0
2018-07-01,48.124,683.0,683.0,16624.876,235948.0,235948.0
2018-08-01,56.763,902.0,902.0,17574.237,279266.0,279266.0
2018-09-01,222.815,3165.0,3165.0,16741.185,237802.0,237802.0
2018-10-01,118.496,2010.0,2010.0,11320.504,192026.0,192026.0
2018-11-01,25.49,382.0,382.0,17561.51,263186.0,263186.0
2018-12-01,149.598,2279.0,2279.0,15169.402,231094.0,231094.0
2019-01-01,653.849,8251.0,8251.0,14387.151,181553.0,181553.0
2019-02-01,419.441,5839.0,5839.0,11783.559,164038.0,164038.0
2019-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-01,80.19,1278.0,1278.0,13212.81,210574.0,210574.0
2019-05-01,245.976,4062.0,4062.0,15023.024,248087.0,248087.0
2019-06-01,153.611,2469.0,2469.0,16078.389,258429.0,258429.0
2019-07-01,208.733,3776.0,3776.0,14630.267,264663.0,264663.0
2019-08-01,137.451,2194.0,2194.0,16200.549,258594.0,258594.0
2019-09-01,66.338,940.0,940.0,17079.662,242017.0,242017.0
2019-10-01,70.788,980.0,980.0,14412.212,199525.0,199525.0
2019-11-01,87.539,1401.0,1401.0,17490.461,279924.0,279924.0
2019-12-01,282.882,4911.0,4911.0,16145.118,280289.0,280289.0
2020-01-01,255.039,3788.0,3788.0,16232.961,241103.0,241103.0
2020-02-01,255.266,3979.0,3979.0,11986.734,186845.0,186845.0
2020-03-01,19.702,358.0,358.0,17848.298,324322.0,324322.0
2020-04-01,477.584,6672.0,6672.0,14454.416,201933.0,201933.0
2020-05-01,155.219,2368.0,2368.0,9333.781,142395.0,142395.0
2020-06-01,293.44,4322.0,4322.0,16078.56,236816.0,236816.0
2020-07-01,270.66,4123.0,4123.0,14838.34,226035.0,226035.0
2020-08-01,112.75,1900.0,1900.0,17770.25,299455.0,299455.0
2020-09-01,243.962,3898.0,3898.0,9792.038,156456.0,156456.0
2020-10-01,182.667,2733.0,2733.0,16762.333,250792.0,250792.0
2020-11-01,197.371,3421.0,3421.0,14256.629,247108.0,247108.0
2020-12-01,137.455,2212.0,2212.0,15167.545,244085.0,244085.0
2021-01-01,435.766,6814.0,6814.0,16013.234,250401.0,250401.0
2021-02-01,211.076,2889.0,2889.0,9224.924,126265.0,126265.0
2021-03-01,182.135,2834.0,2834.0,13789.865,214578.0,214578.0
2021-04-01,33.738,533.0,533.0,17501.262,276501.0,276501.0
2021-05-01,31.221,505.0,505.0,9007.779,145706.0,145706.0
2021-06-01,185.187,2612.0,2612.0,14820.813,209059.0,209059.0
2021-07-01,10.077,168.0,168.0,11806.923,196842.0,196842.0
2021-08-01,162.454,2795.0,2795.0,13486.546,232011.0,232011.0
2021-09-01,170.119,3019.0,3019.0,11942.881,211923.0,211923.0
2021-10-01,222.027,3388.0,3388.0,16026.973,244553.0,244553.0
2021-11-01,131.655,2118.0,2118.0,14245.345,229124.0,229124.0
2021-12-01,238.315,3708.0,3708.0,15666.685,243782.0,243782.0
2022-01-01,281.63,4734.0,4734.0,14979.37,251787.0,251787.0
2022-02-01,165.519,2740.0,2740.0,15459.481,255893.0,255893.0
2022-03-01,201.558,3407.0,3407.0,15913.442,268955.0,268955.0
2022-04-01,73.717,1547.0,1547.0,7197.283,151059.0,151059.0
2022-05-01,342.399,5565.0,5565.0,13999.601,227516.0,227516.0
2022-06-01,133.403,1942.0,1942.0,17243.597,251061.0,251061.0
2022-07-01,173.14,2883.0,2883.0,14900.86,248107.0,248107.0
2022-08-01,233.904,3891.0,3891.0,14540.096,241865.0,241865.0
2022-09-01,125.94,1914.0,1914.0,15535.06,236134.0,236134.0
2022-10-01,101.454,1664.0,1664.0,9211.546,151119.0,151119.0
2022-11-01,40.138,684.0,684.0,17085.862,291341.0,291341.0
2022-12-01,110.597,1962.0,1962.0,14799.403,262543.0,262543.0
2023-01-01,474.476,9047.0,9047.0,9324.524,177790.0,177790.0
2023-02-01,130.986,2302.0,2302.0,14092.014,247673.0,247673.0
2023-03-01,87.832,1672.0,1672.0,15808.168,300864.0,300864.0
2023-04-01,12.275,214.0,214.0,8312.725,144664.0,144664.0
2023-05-01,284.091,5433.0,5433.0,12644.909,241816.0,241816.0
2023-06-01,78.83,1323.0,1323.0,16871.17,283195.0,283195.0
2023-07-01,68.409,1056.0,1056.0,15803.591,243878.0,243878.0
2023-08-01,171.948,2931.0,2931.0,12269.052,209105.0,209105.0
2023-09-01,112.265,1812.0,1812.0,7191.735,116055.0,116055.0
2023-10-01,124.44,1955.0,1955.0,7454.56,117098.0,117098.0
2023-11-01,77.941,1442.0,1442.0,15202.059,281346.0,281346.0
2023-12-01,149.393,2993.0,2993.0,9880.607,197937.0,197937.0
2024-01-01,354.122,5646.0,5646.0,12100.878,192948.0,192948.0
2024-02-01,79.68,1638.0,1638.0,12058.32,247956.0,247956.0
2024-03-01,118.105,2658.0,2658.0,13450.895,302698.0,302698.0
2024-04-01,98.916,1826.0,1826.0,7192.084,132779.0,132779.0
2024-05-01,67.173,1207.0,1207.0,15160.827,272432.0,272432.0
2024-06-01,81.097,1503.0,1503.0,14116.903,261567.0,261567.0
2024-07-01,27.877,526.0,526.0,17333.123,326901.0,326901.0
2024-08-01,139.054,2544.0,2544.0,11565.946,211580.0,211580.0
2024-09-01,129.254,2409.0,2409.0,12432.746,231713.0,231713.0
2024-10-01,119.1,2183.0,2183.0,7086.9,129890.0,129890.0
2024-11-01,114.709,1987.0,1987.0,15727.291,272414.0,272414.0
2024-12-01,133.631,2514.0,2514.0,15500.369,291573.0,291573.0
