measured_on,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed"
2005-01-01,3.712,36.76,36.76
2005-02-01,1.8840000000000001,18.66,18.66
2005-03-01,2.28,22.58,22.58
2005-04-01,2.3760000000000003,23.53,23.53
2005-05-01,2.8,27.73,27.73
2005-06-01,2.535,25.11,25.11
2005-07-01,4.059,40.19,40.19
2005-08-01,4.4910000000000005,44.49,44.49
2005-09-01,4.46,44.17,44.17
2005-10-01,2.661,26.36,26.36
2005-11-01,2.121,21.01,21.01
2005-12-01,4.621,45.76,45.76
2006-01-01,3.604,37.0,37.0
2006-02-01,3.5660000000000003,36.0,36.0
2006-03-01,3.1270000000000002,32.0,32.0
2006-04-01,4.125,42.0,42.0
2006-05-01,3.728,38.0,38.0
2006-06-01,4.4590000000000005,46.0,46.0
2006-07-01,4.325,44.0,44.0
2006-08-01,4.655,48.0,48.0
2006-09-01,3.307,34.0,34.0
2006-10-01,4.256,44.0,44.0
2006-11-01,3.715,38.0,38.0
2006-12-01,4.133,42.0,42.0
2007-01-01,4.979,41.0,41.0
2007-02-01,4.986000000000001,41.0,41.0
2007-03-01,2.7,24.0,24.0
2007-04-01,2.485,18.0,18.0
2007-05-01,2.6510000000000002,24.0,24.0
2007-06-01,2.3810000000000002,18.0,18.0
2007-07-01,3.744,29.0,29.0
2007-08-01,9.304,76.0,76.0
2007-09-01,3.7830000000000004,29.0,29.0
2007-10-01,3.3810000000000002,29.0,29.0
2007-11-01,2.443,18.0,18.0
2007-12-01,2.244,18.0,18.0
2008-01-01,3.62,29.0,29.0
2008-02-01,2.181,23.0,23.0
2008-03-01,2.3480000000000003,23.0,23.0
2008-04-01,3.1060000000000003,35.0,35.0
2008-05-01,2.886,29.0,29.0
2008-06-01,7.059,75.0,75.0
2008-07-01,1.014,12.0,12.0
2008-08-01,2.133,23.0,23.0
2008-09-01,2.282,23.0,23.0
2008-10-01,2.8680000000000003,29.0,29.0
2008-11-01,2.133,23.0,23.0
2008-12-01,4.37,46.0,46.0
2009-01-01,2.3680000000000003,29.0,29.0
2009-02-01,2.5740000000000003,29.0,29.0
2009-03-01,3.545,35.0,35.0
2009-04-01,1.883,17.0,17.0
2009-05-01,1.21,12.0,12.0
2009-06-01,3.5530000000000004,41.0,41.0
2009-07-01,1.858,17.0,17.0
2009-08-01,0.637,6.0,6.0
2009-09-01,1.5290000000000001,17.0,17.0
2009-10-01,2.706,29.0,29.0
2009-11-01,4.025,41.0,41.0
2009-12-01,4.112,46.0,46.0
2010-01-01,0.615,6.0,6.0
2010-02-01,0.323,6.0,6.0
2010-03-01,0.189,0.0,0.0
2010-04-01,0.256,0.0,0.0
2010-05-01,0.311,6.0,6.0
2010-06-01,0.431,6.0,6.0
2010-07-01,0.343,6.0,6.0
2010-08-01,0.192,0.0,0.0
2010-09-01,0.126,0.0,0.0
2010-10-01,0.12200000000000001,0.0,0.0
2010-11-01,0.298,6.0,6.0
2010-12-01,0.794,6.0,6.0
2011-01-01,1.033,6.0,6.0
2011-02-01,0.486,6.0,6.0
2011-03-01,0.442,6.0,6.0
2011-04-01,0.557,6.0,6.0
2011-05-01,0.581,6.0,6.0
2011-06-01,0.395,6.0,6.0
2011-07-01,0.423,6.0,6.0
2011-08-01,0.334,6.0,6.0
2011-09-01,0.227,0.0,0.0
2011-10-01,0.25,6.0,6.0
2011-11-01,0.813,12.0,12.0
2011-12-01,0.459,6.0,6.0
2012-01-01,0.0,0.0,0.0
2012-02-01,0.0,0.0,0.0
2012-03-01,0.0,0.0,0.0
2012-04-01,0.0,0.0,0.0
2012-05-01,0.0,0.0,0.0
2012-06-01,0.0,0.0,0.0
2012-07-01,0.0,0.0,0.0
2012-08-01,0.0,0.0,0.0
2012-09-01,0.0,0.0,0.0
2012-10-01,0.0,0.0,0.0
2012-11-01,0.0,0.0,0.0
2012-12-01,0.0,0.0,0.0
2013-01-01,5.711,41.0,41.0
2013-02-01,7.053,65.0,65.0
2013-03-01,6.056,53.0,53.0
2013-04-01,7.009,65.0,65.0
2013-05-01,8.482,77.0,77.0
2013-06-01,5.748,53.0,53.0
2013-07-01,16.655,153.0,153.0
2013-08-01,5.725,53.0,53.0
2013-09-01,4.938,47.0,47.0
2013-10-01,4.273,41.0,41.0
2013-11-01,7.922,71.0,71.0
2013-12-01,4.428,41.0,41.0
2014-01-01,45.092,437.0,437.0
2014-02-01,5.258,53.0,53.0
2014-03-01,6.373,65.0,65.0
2014-04-01,3.088,30.0,30.0
2014-05-01,3.984,41.0,41.0
2014-06-01,2.348,24.0,24.0
2014-07-01,2.024,18.0,18.0
2014-08-01,2.486,24.0,24.0
2014-09-01,1.893,18.0,18.0
2014-10-01,1.842,18.0,18.0
2014-11-01,3.153,30.0,30.0
2014-12-01,2.459,24.0,24.0
2015-01-01,17.71,171.0,171.0
2015-02-01,39.883,372.0,372.0
2015-03-01,4.83,47.0,47.0
2015-04-01,6.851,65.0,65.0
2015-05-01,4.978,47.0,47.0
2015-06-01,4.586,41.0,41.0
2015-07-01,2.188,18.0,18.0
2015-08-01,4.274,41.0,41.0
2015-09-01,1.827,18.0,18.0
2015-10-01,5.548,53.0,53.0
2015-11-01,6.494,59.0,59.0
2015-12-01,2.831,24.0,24.0
2016-01-01,39.404,372.0,372.0
2016-02-01,27.714,260.0,260.0
2016-03-01,7.6,71.0,71.0
2016-04-01,8.209,77.0,77.0
2016-05-01,15.294,142.0,142.0
2016-06-01,17.567,165.0,165.0
2016-07-01,11.718,112.0,112.0
2016-08-01,10.677,100.0,100.0
2016-09-01,9.776,89.0,89.0
2016-10-01,8.423,77.0,77.0
2016-11-01,12.691,118.0,118.0
2016-12-01,13.927,130.0,130.0
2017-01-01,5.728,6.0,6.0
2017-02-01,2.454,0.0,0.0
2017-03-01,9.968,6.0,6.0
2017-04-01,5.854,6.0,6.0
2017-05-01,4.372,6.0,6.0
2017-06-01,6.021,6.0,6.0
2017-07-01,7.413,6.0,6.0
2017-08-01,4.483,6.0,6.0
2017-09-01,5.748,6.0,6.0
2017-10-01,2.797,0.0,0.0
2017-11-01,4.639,6.0,6.0
2017-12-01,5.523,6.0,6.0
2018-01-01,54.535,618.0,618.0
2018-02-01,1.279,12.0,12.0
2018-03-01,3.261,36.0,36.0
2018-04-01,2.337,24.0,24.0
2018-05-01,5.063,60.0,60.0
2018-06-01,2.218,24.0,24.0
2018-07-01,2.251,24.0,24.0
2018-08-01,3.099,36.0,36.0
2018-09-01,2.98,36.0,36.0
2018-10-01,2.092,24.0,24.0
2018-11-01,4.366,48.0,48.0
2018-12-01,4.519,54.0,54.0
2019-01-01,0.196,108.0,108.0
2019-02-01,0.206,120.0,120.0
2019-03-01,0.56,318.0,318.0
2019-04-01,0.188,108.0,108.0
2019-05-01,0.161,90.0,90.0
2019-06-01,0.253,144.0,144.0
2019-07-01,0.318,180.0,180.0
2019-08-01,0.188,108.0,108.0
2019-09-01,0.175,102.0,102.0
2019-10-01,0.19,108.0,108.0
2019-11-01,0.275,156.0,156.0
2019-12-01,0.29,168.0,168.0
2020-01-01,0.5,60.0,60.0
2020-02-01,0.643,72.0,72.0
2020-03-01,0.474,54.0,54.0
2020-04-01,0.364,42.0,42.0
2020-05-01,0.59,66.0,66.0
2020-06-01,0.601,66.0,66.0
2020-07-01,0.403,48.0,48.0
2020-08-01,0.46,54.0,54.0
2020-09-01,0.441,48.0,48.0
2020-10-01,0.369,42.0,42.0
2020-11-01,0.306,36.0,36.0
2020-12-01,0.849,96.0,96.0
2021-01-01,6.48,72.0,72.0
2021-02-01,16.964,174.0,174.0
2021-03-01,7.155,72.0,72.0
2021-04-01,3.558,36.0,36.0
2021-05-01,6.579,66.0,66.0
2021-06-01,11.129,114.0,114.0
2021-07-01,8.33,84.0,84.0
2021-08-01,5.833,60.0,60.0
2021-09-01,5.367,54.0,54.0
2021-10-01,7.821,78.0,78.0
2021-11-01,4.774,48.0,48.0
2021-12-01,3.01,30.0,30.0
2022-01-01,6.146,60.0,60.0
2022-02-01,3.436,36.0,36.0
2022-03-01,3.956,42.0,42.0
2022-04-01,1.835,18.0,18.0
2022-05-01,3.216,36.0,36.0
2022-06-01,5.59,60.0,60.0
2022-07-01,2.75,30.0,30.0
2022-08-01,2.467,24.0,24.0
2022-09-01,1.492,18.0,18.0
2022-10-01,1.439,12.0,12.0
2022-11-01,3.72,36.0,36.0
2022-12-01,16.953,174.0,174.0
2023-01-01,5.059,42.0,42.0
2023-02-01,3.633,36.0,36.0
2023-03-01,9.468,102.0,102.0
2023-04-01,4.431,48.0,48.0
2023-05-01,5.598,60.0,60.0
2023-06-01,4.44,48.0,48.0
2023-07-01,5.619,60.0,60.0
2023-08-01,3.92,42.0,42.0
2023-09-01,6.298,66.0,66.0
2023-10-01,2.679,30.0,30.0
2023-11-01,6.715,72.0,72.0
2023-12-01,5.14,54.0,54.0
2024-01-01,9.667,96.0,96.0
2024-02-01,5.864,60.0,60.0
2024-03-01,3.279,36.0,36.0
2024-04-01,4.031,42.0,42.0
2024-05-01,6.779,72.0,72.0
2024-06-01,5.909,60.0,60.0
2024-07-01,3.221,30.0,30.0
2024-08-01,6.865,72.0,72.0
2024-09-01,4.003,42.0,42.0
2024-10-01,5.593,60.0,60.0
2024-11-01,7.906,78.0,78.0
2024-12-01,14.883,150.0,150.0
