measured_on,Solar-Photovoltaic Generation,Solar-Photovoltaic Quantity Consumed For Electricity,Solar-Photovoltaic Total Fuel Consumed
2019-12-01,0.0,0.0,0.0
2020-01-01,48.739,427.0,427.0
2020-02-01,108.087,948.0,948.0
2020-03-01,131.141,1150.0,1150.0
2020-04-01,173.378,1520.0,1520.0
2020-05-01,180.349,1581.0,1581.0
2020-06-01,195.478,1714.0,1714.0
2020-07-01,188.493,1653.0,1653.0
2020-08-01,186.645,1636.0,1636.0
2020-09-01,131.618,1154.0,1154.0
2020-10-01,98.498,864.0,864.0
2020-11-01,75.38,661.0,661.0
2020-12-01,47.194,414.0,414.0
2021-01-01,77.33,684.0,684.0
2021-02-01,115.864,1025.0,1025.0
2021-03-01,198.575,1756.0,1756.0
2021-04-01,179.467,1587.0,1587.0
2021-05-01,227.85,2015.0,2015.0
2021-06-01,283.156,2504.0,2504.0
2021-07-01,257.108,2274.0,2274.0
2021-08-01,236.711,2093.0,2093.0
2021-09-01,201.613,1783.0,1783.0
2021-10-01,135.243,1196.0,1196.0
2021-11-01,83.142,735.0,735.0
2021-12-01,52.941,468.0,468.0
2022-01-01,81.541,278.0,278.0
2022-02-01,122.681,419.0,419.0
2022-03-01,161.222,550.0,550.0
2022-04-01,136.55,466.0,466.0
2022-05-01,201.672,688.0,688.0
2022-06-01,252.864,863.0,863.0
2022-07-01,245.829,839.0,839.0
2022-08-01,217.313,741.0,741.0
2022-09-01,203.933,696.0,696.0
2022-10-01,135.985,464.0,464.0
2022-11-01,73.288,250.0,250.0
2022-12-01,35.122,120.0,120.0
2023-01-01,68.0,232.0,232.0
2023-02-01,73.0,249.0,249.0
2023-03-01,82.0,280.0,280.0
2023-04-01,178.0,607.0,607.0
2023-05-01,240.0,819.0,819.0
2023-06-01,268.0,914.0,914.0
2023-07-01,260.0,887.0,887.0
2023-08-01,208.0,710.0,710.0
2023-09-01,144.0,491.0,491.0
2023-10-01,98.0,334.0,334.0
2023-11-01,78.0,266.0,266.0
2023-12-01,55.0,188.0,188.0
2024-01-01,63.0,215.0,215.0
2024-02-01,126.0,430.0,430.0
2024-03-01,182.0,621.0,621.0
2024-04-01,196.0,669.0,669.0
2024-05-01,249.0,850.0,850.0
2024-06-01,236.0,805.0,805.0
2024-07-01,259.0,884.0,884.0
2024-08-01,227.0,775.0,775.0
2024-09-01,233.0,795.0,795.0
2024-10-01,160.0,546.0,546.0
2024-11-01,75.0,256.0,256.0
2024-12-01,45.0,154.0,154.0
