measured_on,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2024-01-01,0.0,0.0,0.0
2024-02-01,0.0,0.0,0.0
2024-03-01,0.0,0.0,0.0
2024-04-01,0.0,0.0,0.0
2024-05-01,0.0,0.0,0.0
2024-06-01,0.0,0.0,0.0
2024-07-01,521.0,1778.0,1778.0
2024-08-01,1063.0,3627.0,3627.0
2024-09-01,804.0,2743.0,2743.0
2024-10-01,1060.0,3617.0,3617.0
2024-11-01,501.0,1709.0,1709.0
2024-12-01,460.0,1570.0,1570.0
