measured_on,Electricity used for energy storage Generation,Electricity used for energy storage Quantity Consumed For Electricity,Electricity used for energy storage Total Fuel Consumed,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2024-01-01,-3.0,0.0,0.0,84.0,287.0,287.0
2024-02-01,-3.0,0.0,0.0,548.0,1870.0,1870.0
2024-03-01,-6.0,0.0,0.0,538.0,1836.0,1836.0
2024-04-01,-7.0,0.0,0.0,551.0,1880.0,1880.0
2024-05-01,-3.0,0.0,0.0,776.0,2648.0,2648.0
2024-06-01,-6.0,0.0,0.0,741.0,2528.0,2528.0
2024-07-01,-7.0,0.0,0.0,761.0,2597.0,2597.0
2024-08-01,-6.0,0.0,0.0,621.0,2119.0,2119.0
2024-09-01,-6.0,0.0,0.0,637.0,2173.0,2173.0
2024-10-01,-6.0,0.0,0.0,498.0,1699.0,1699.0
2024-11-01,-5.0,0.0,0.0,299.0,1020.0,1020.0
2024-12-01,-5.0,0.0,0.0,165.0,563.0,563.0
