measured_on,Hydroelectric Generation,Hydroelectric Quantity Consumed For Electricity,Hydroelectric Total Fuel Consumed
2001-01-01,2902.875,29995.41,29995.41
2001-02-01,2787.077,28798.87,28798.87
2001-03-01,2861.482,29567.69,29567.69
2001-04-01,2682.1530000000002,27714.69,27714.69
2001-05-01,2584.025,26700.73,26700.73
2001-06-01,3190.5,32967.44,32967.44
2001-07-01,3260.395,33689.66,33689.66
2001-08-01,3742.4610000000002,38670.85,38670.85
2001-09-01,2961.4030000000002,30600.18,30600.18
2001-10-01,2932.799,30304.61,30304.61
2001-11-01,2968.293,30671.37,30671.37
2001-12-01,3344.536,34559.09,34559.09
2002-01-01,462.091,4700.85,4700.85
2002-02-01,405.77,4127.9,4127.9
2002-03-01,424.869,4322.19,4322.19
2002-04-01,407.401,4144.49,4144.49
2002-05-01,433.98900000000003,4414.97,4414.97
2002-06-01,478.76800000000003,4870.51,4870.51
2002-07-01,549.378,5588.82,5588.82
2002-08-01,563.3140000000001,5730.59,5730.59
2002-09-01,491.81800000000004,5003.26,5003.26
2002-10-01,438.774,4463.65,4463.65
2002-11-01,388.70300000000003,3954.28,3954.28
2002-12-01,457.125,4650.33,4650.33
2003-01-01,497.793,5097.9,5097.9
2003-02-01,449.559,4603.93,4603.93
2003-03-01,461.242,4723.58,4723.58
2003-04-01,416.303,4263.36,4263.36
2003-05-01,421.16700000000003,4313.17,4313.17
2003-06-01,467.151,4784.09,4784.09
2003-07-01,543.081,5561.69,5561.69
2003-08-01,551.327,5646.14,5646.14
2003-09-01,464.791,4759.92,4759.92
2003-10-01,445.39300000000003,4561.27,4561.27
2003-11-01,437.469,4480.12,4480.12
2003-12-01,493.725,5056.24,5056.24
2004-01-01,471.993,4730.31,4730.31
2004-02-01,423.706,4246.38,4246.38
2004-03-01,493.023,4941.08,4941.08
2004-04-01,436.711,4376.72,4376.72
2004-05-01,452.583,4535.79,4535.79
2004-06-01,455.02200000000005,4560.23,4560.23
2004-07-01,467.42400000000004,4684.52,4684.52
2004-08-01,466.825,4678.52,4678.52
2004-09-01,443.274,4442.49,4442.49
2004-10-01,436.694,4376.55,4376.55
2004-11-01,480.658,4817.15,4817.15
2004-12-01,516.086,5172.21,5172.21
2005-01-01,416.63,4165.89,4165.89
2005-02-01,338.563,3385.29,3385.29
2005-03-01,369.91400000000004,3698.77,3698.77
2005-04-01,463.726,4636.8,4636.8
2005-05-01,343.582,3435.48,3435.48
2005-06-01,307.829,3077.99,3077.99
2005-07-01,261.365,2613.39,2613.39
2005-08-01,206.083,2060.62,2060.62
2005-09-01,178.02200000000002,1780.04,1780.04
2005-10-01,362.101,3620.65,3620.65
2005-11-01,397.636,3975.97,3975.97
2005-12-01,420.54900000000004,4205.07,4205.07
2006-01-01,741.589,7356.0,7356.0
2006-02-01,668.6940000000001,6633.0,6633.0
2006-03-01,589.129,5844.0,5844.0
2006-04-01,641.248,6361.0,6361.0
2006-05-01,758.168,7520.0,7520.0
2006-06-01,744.9490000000001,7389.0,7389.0
2006-07-01,781.181,7749.0,7749.0
2006-08-01,775.5360000000001,7693.0,7693.0
2006-09-01,503.415,4993.0,4993.0
2006-10-01,443.79600000000005,4402.0,4402.0
2006-11-01,519.832,5156.0,5156.0
2006-12-01,550.462,5460.0,5460.0
2007-01-01,673.474,6657.0,6657.0
2007-02-01,534.043,5278.0,5278.0
2007-03-01,637.562,6302.0,6302.0
2007-04-01,557.519,5511.0,5511.0
2007-05-01,594.698,5878.0,5878.0
2007-06-01,513.015,5071.0,5071.0
2007-07-01,492.031,4863.0,4863.0
2007-08-01,494.083,4884.0,4884.0
2007-09-01,464.34,4590.0,4590.0
