measured_on,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed
2003-01-01,0.0,0.0,0.0
2003-02-01,235.0,4043.0,4043.0
2003-04-01,0.0,0.0,0.0
2003-05-01,0.0,0.0,0.0
2003-06-01,33.0,911.0,911.0
2003-07-01,45.0,934.0,934.0
2003-08-01,99.0,1781.0,1781.0
2003-09-01,0.0,0.0,0.0
2003-10-01,0.0,0.0,0.0
2003-11-01,0.0,0.0,0.0
2003-12-01,4.0,58.0,58.0
2004-01-01,57.071000000000005,1630.0,1630.0
2004-02-01,0.598,17.0,17.0
2004-03-01,4.031000000000001,115.0,115.0
2004-04-01,2.303,66.0,66.0
2004-05-01,3.411,97.0,97.0
2004-06-01,0.9740000000000001,28.0,28.0
2004-07-01,0.23600000000000002,7.0,7.0
2004-08-01,0.17700000000000002,5.0,5.0
2004-09-01,3.588,102.0,102.0
2004-10-01,0.258,7.0,7.0
2004-11-01,3.484,100.0,100.0
2004-12-01,3.8680000000000003,110.0,110.0
2005-01-01,15.468,386.17,386.17
2005-02-01,5.314,132.68,132.68
2005-03-01,5.89,147.05,147.05
2005-04-01,7.135,178.13,178.13
2005-05-01,6.626,165.43,165.43
2005-06-01,8.601,214.71,214.71
2005-07-01,8.754,218.55,218.55
2005-08-01,10.284,256.75,256.75
2005-09-01,6.732,168.07,168.07
2005-10-01,7.476,186.64,186.64
2005-11-01,6.01,150.04,150.04
2005-12-01,12.708,317.26,317.26
2006-01-01,17.159000000000002,421.0,421.0
2006-02-01,8.979000000000001,220.0,220.0
2006-03-01,7.542000000000001,185.0,185.0
2006-04-01,14.447000000000001,354.0,354.0
2006-05-01,13.504000000000001,331.0,331.0
2006-06-01,12.275,301.0,301.0
2006-07-01,17.78,436.0,436.0
2006-08-01,17.247,423.0,423.0
2006-09-01,7.923,194.0,194.0
2006-10-01,8.37,205.0,205.0
2006-11-01,9.855,242.0,242.0
2006-12-01,10.92,268.0,268.0
2007-01-01,5.728000000000001,203.0,203.0
2007-02-01,9.103,319.0,319.0
2007-03-01,4.378,151.0,151.0
2007-04-01,4.047000000000001,139.0,139.0
2007-05-01,8.771,307.0,307.0
2007-06-01,2.455,87.0,87.0
2007-07-01,3.269,116.0,116.0
2007-08-01,1.534,52.0,52.0
2007-09-01,4.246,151.0,151.0
2007-10-01,5.049,174.0,174.0
2007-11-01,5.198,180.0,180.0
2007-12-01,7.224,255.0,255.0
2008-01-01,3.349,139.0,139.0
2008-02-01,3.1590000000000003,133.0,133.0
2008-03-01,2.396,104.0,104.0
2008-04-01,2.5020000000000002,104.0,104.0
2008-05-01,2.27,99.0,99.0
2008-06-01,2.7110000000000003,116.0,116.0
2008-07-01,2.533,110.0,110.0
2008-08-01,1.747,75.0,75.0
2008-09-01,2.8160000000000003,122.0,122.0
2008-10-01,2.3520000000000003,99.0,99.0
2008-11-01,1.979,87.0,87.0
2008-12-01,5.186,220.0,220.0
2009-01-01,28.397000000000002,829.0,829.0
2009-02-01,15.627,452.0,452.0
2009-03-01,40.698,1183.0,1183.0
