measured_on,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed
2009-04-01,24.636000000000003,713.0,713.0
2009-05-01,32.431000000000004,940.0,940.0
2009-06-01,18.291,534.0,534.0
2009-07-01,11.381,331.0,331.0
2009-08-01,17.124000000000002,499.0,499.0
2009-09-01,20.611,597.0,597.0
2009-10-01,19.662000000000003,568.0,568.0
2009-11-01,24.415,708.0,708.0
2009-12-01,22.727,661.0,661.0
2010-01-01,8.02,165.0,165.0
2010-02-01,6.7010000000000005,143.0,143.0
2010-03-01,4.2330000000000005,88.0,88.0
2010-04-01,6.1770000000000005,132.0,132.0
2010-05-01,8.763,187.0,187.0
2010-06-01,15.983,336.0,336.0
2010-07-01,33.524,710.0,710.0
2010-08-01,5.899,127.0,127.0
2010-09-01,11.248000000000001,237.0,237.0
2010-10-01,10.567,226.0,226.0
2010-11-01,15.731,330.0,330.0
2010-12-01,6.154,132.0,132.0
2011-01-01,9.572,290.0,290.0
2011-02-01,6.839,215.0,215.0
2011-03-01,5.347,168.0,168.0
2011-04-01,3.186,99.0,99.0
2011-05-01,8.028,249.0,249.0
2011-06-01,4.063,128.0,128.0
2011-07-01,3.244,99.0,99.0
2011-08-01,5.544,174.0,174.0
2011-09-01,5.19,162.0,162.0
2011-10-01,5.102,157.0,157.0
2011-11-01,5.269,162.0,162.0
2011-12-01,3.616,110.0,110.0
2012-01-01,12.917,490.0,490.0
2012-02-01,8.133,312.0,312.0
2012-03-01,5.979,231.0,231.0
2012-04-01,12.015,462.0,462.0
2012-05-01,8.746,335.0,335.0
2012-06-01,11.032,421.0,421.0
2012-07-01,12.349,473.0,473.0
2012-08-01,9.719,369.0,369.0
2012-09-01,6.751,260.0,260.0
2012-10-01,5.165,196.0,196.0
2012-11-01,4.886,185.0,185.0
2012-12-01,13.308,508.0,508.0
2013-01-01,10.961,319.0,319.0
2013-02-01,8.265,244.0,244.0
2013-03-01,10.677,313.0,313.0
2013-04-01,10.69,313.0,313.0
2013-05-01,12.735,371.0,371.0
2013-06-01,8.29,244.0,244.0
2013-07-01,6.767,197.0,197.0
2013-08-01,3.646,104.0,104.0
2013-09-01,4.4,128.0,128.0
2013-10-01,4.076,122.0,122.0
2013-11-01,8.389,244.0,244.0
2013-12-01,11.104,325.0,325.0
2014-01-01,5.396,528.0,528.0
2014-02-01,14.237,1398.0,1398.0
2014-03-01,10.896,1067.0,1067.0
2014-04-01,3.372,331.0,331.0
2014-05-01,8.172,800.0,800.0
2014-06-01,5.479,539.0,539.0
2014-07-01,3.042,296.0,296.0
2014-08-01,4.401,429.0,429.0
2014-09-01,3.998,394.0,394.0
2014-10-01,4.374,429.0,429.0
2014-11-01,7.719,754.0,754.0
2014-12-01,6.914,679.0,679.0
2015-01-01,8.208,180.0,180.0
2015-02-01,5.518,128.0,128.0
2015-03-01,3.954,87.0,87.0
2015-04-01,3.029,70.0,70.0
2015-05-01,13.296,302.0,302.0
2015-06-01,4.633,104.0,104.0
2015-07-01,6.555,151.0,151.0
2015-08-01,4.807,110.0,110.0
2015-09-01,2.962,70.0,70.0
2015-10-01,3.919,87.0,87.0
2015-11-01,4.329,99.0,99.0
2015-12-01,6.79,151.0,151.0
2016-01-01,17.89,427.0,427.0
2016-02-01,26.638,646.0,646.0
2016-03-01,19.717,479.0,479.0
2016-04-01,13.74,335.0,335.0
2016-05-01,30.674,739.0,739.0
2016-06-01,23.611,571.0,571.0
2016-07-01,13.183,317.0,317.0
2016-08-01,17.37,421.0,421.0
2016-09-01,17.595,427.0,427.0
2016-10-01,11.271,271.0,271.0
2016-11-01,26.38,635.0,635.0
2016-12-01,42.931,1039.0,1039.0
2017-01-01,18.943,444.0,444.0
2017-02-01,22.286,519.0,519.0
2017-03-01,22.538,525.0,525.0
2017-04-01,18.508,433.0,433.0
2017-05-01,16.973,398.0,398.0
2017-06-01,6.046,138.0,138.0
2017-07-01,6.133,144.0,144.0
2017-08-01,7.399,173.0,173.0
2017-09-01,16.769,392.0,392.0
2017-10-01,28.51,664.0,664.0
2017-11-01,33.339,779.0,779.0
2017-12-01,42.556,992.0,992.0
2018-01-01,68.973,1610.0,1610.0
2018-02-01,29.32,681.0,681.0
2018-03-01,41.824,975.0,975.0
2018-04-01,33.445,779.0,779.0
2018-05-01,35.676,831.0,831.0
2018-06-01,138.878,3237.0,3237.0
2018-07-01,42.163,981.0,981.0
2018-08-01,32.276,750.0,750.0
2018-09-01,34.78,808.0,808.0
2018-10-01,57.837,1344.0,1344.0
2018-11-01,63.822,1489.0,1489.0
2018-12-01,56.006,1304.0,1304.0
2019-01-01,72.753,1869.0,1869.0
2019-02-01,78.663,2031.0,2031.0
2019-03-01,124.947,3225.0,3225.0
2019-04-01,36.618,946.0,946.0
2019-05-01,74.475,1921.0,1921.0
2019-06-01,131.206,3387.0,3387.0
2019-07-01,76.548,1973.0,1973.0
2019-08-01,34.734,894.0,894.0
2019-09-01,71.45,1841.0,1841.0
2019-10-01,57.722,1489.0,1489.0
2019-11-01,29.654,767.0,767.0
2019-12-01,81.23,2095.0,2095.0
2020-01-01,34.226,946.0,946.0
2020-02-01,35.585,975.0,975.0
2020-03-01,30.404,837.0,837.0
2020-04-01,34.481,946.0,946.0
2020-05-01,39.739,1091.0,1091.0
2020-06-01,47.904,1316.0,1316.0
2020-07-01,24.442,669.0,669.0
2020-08-01,39.621,1091.0,1091.0
2020-09-01,30.346,837.0,837.0
2020-10-01,37.861,1039.0,1039.0
2020-11-01,50.852,1396.0,1396.0
2020-12-01,40.539,1114.0,1114.0
2021-01-01,129.545,3122.0,3122.0
2021-02-01,196.729,4720.0,4720.0
2021-03-01,182.473,4379.0,4379.0
2021-04-01,164.341,3941.0,3941.0
2021-05-01,178.53,4281.0,4281.0
2021-06-01,121.275,2908.0,2908.0
2021-07-01,56.478,1356.0,1356.0
2021-08-01,59.005,1414.0,1414.0
2021-09-01,148.42,3560.0,3560.0
2021-10-01,237.583,5701.0,5701.0
2021-11-01,147.685,3543.0,3543.0
2021-12-01,256.936,6162.0,6162.0
2022-01-01,146.654,3929.0,3929.0
2022-02-01,234.159,6260.0,6260.0
2022-03-01,186.261,4980.0,4980.0
2022-04-01,101.439,2712.0,2712.0
2022-05-01,224.881,6012.0,6012.0
2022-06-01,112.485,3006.0,3006.0
2022-07-01,91.73,2452.0,2452.0
2022-08-01,59.899,1604.0,1604.0
2022-09-01,106.761,2856.0,2856.0
2022-10-01,172.13,4604.0,4604.0
2022-11-01,181.631,4858.0,4858.0
2022-12-01,173.97,4651.0,4651.0
2023-01-01,318.281,8707.0,8707.0
2023-02-01,248.906,6809.0,6809.0
2023-03-01,216.52,5920.0,5920.0
2023-04-01,107.134,2931.0,2931.0
2023-05-01,160.773,4397.0,4397.0
2023-06-01,97.971,2677.0,2677.0
2023-07-01,114.88,3139.0,3139.0
2023-08-01,55.283,1512.0,1512.0
2023-09-01,202.27,5533.0,5533.0
2023-10-01,65.295,1783.0,1783.0
2023-11-01,125.325,3427.0,3427.0
2023-12-01,174.362,4766.0,4766.0
2024-01-01,120.624,3266.0,3266.0
2024-02-01,77.371,2089.0,2089.0
2024-03-01,61.407,1662.0,1662.0
2024-04-01,49.333,1333.0,1333.0
2024-05-01,60.022,1621.0,1621.0
2024-06-01,41.378,1119.0,1119.0
2024-07-01,40.747,1102.0,1102.0
2024-08-01,49.41,1333.0,1333.0
2024-09-01,37.05,998.0,998.0
2024-10-01,56.035,1512.0,1512.0
2024-11-01,54.533,1471.0,1471.0
2024-12-01,51.09,1379.0,1379.0
