measured_on,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed","Jet Fuel - Internal Combustion Engine (diesel, piston, reciprocating) - Waste Oil - Generation","Jet Fuel - Internal Combustion Engine (diesel, piston, reciprocating) - Waste Oil - Quantity Consumed For Electricity","Jet Fuel - Internal Combustion Engine (diesel, piston, reciprocating) - Waste Oil - Total Fuel Consumed"
2009-01-01,,,,248.61200000000002,2452.0,2452.0
2009-02-01,,,,182.465,1801.0,1801.0
2009-03-01,,,,189.52,1868.0,1868.0
2009-04-01,,,,194.728,1919.0,1919.0
2009-05-01,,,,116.744,1150.0,1150.0
2009-06-01,,,,114.643,1128.0,1128.0
2009-07-01,,,,129.249,1274.0,1274.0
2009-08-01,,,,128.579,1268.0,1268.0
2009-09-01,,,,85.65,847.0,847.0
2009-10-01,,,,84.865,836.0,836.0
2009-11-01,,,,161.31400000000002,1588.0,1588.0
2009-12-01,,,,163.631,1616.0,1616.0
2010-01-01,,,,237.185,2738.0,2738.0
2010-02-01,,,,188.448,2177.0,2177.0
2010-03-01,,,,166.798,1930.0,1930.0
2010-04-01,,,,147.673,1705.0,1705.0
2010-05-01,,,,122.798,1419.0,1419.0
2010-06-01,,,,96.393,1116.0,1116.0
2010-07-01,,,,110.59400000000001,1279.0,1279.0
2010-08-01,,,,112.754,1302.0,1302.0
2010-09-01,,,,103.242,1195.0,1195.0
2010-10-01,,,,123.757,1431.0,1431.0
2010-11-01,,,,140.958,1627.0,1627.0
2010-12-01,,,,256.4,2962.0,2962.0
2011-01-01,,,,216.014,2289.0,2289.0
2011-02-01,,,,192.908,2042.0,2042.0
2011-03-01,,,,168.889,1790.0,1790.0
2011-04-01,,,,109.425,1156.0,1156.0
2011-05-01,,,,114.687,1212.0,1212.0
2011-06-01,,,,106.553,1128.0,1128.0
2011-07-01,,,,112.6,1189.0,1189.0
2011-08-01,,,,101.63,1077.0,1077.0
2011-09-01,,,,112.629,1189.0,1189.0
2011-10-01,,,,199.116,2109.0,2109.0
2011-11-01,,,,184.352,1952.0,1952.0
2011-12-01,,,,182.197,1930.0,1930.0
2012-01-01,,,,206.311,2098.0,2098.0
2012-02-01,,,,121.682,1240.0,1240.0
2012-03-01,,,,184.554,1879.0,1879.0
2012-04-01,,,,116.857,1189.0,1189.0
2012-05-01,,,,146.229,1487.0,1487.0
2012-06-01,,,,119.328,1217.0,1217.0
2012-07-01,,,,186.578,1902.0,1902.0
2012-08-01,,,,173.855,1773.0,1773.0
2012-09-01,,,,161.853,1649.0,1649.0
2012-10-01,,,,120.222,1223.0,1223.0
2012-11-01,,,,128.937,1313.0,1313.0
2012-12-01,,,,198.594,2025.0,2025.0
2013-01-01,,,,216.796,2008.0,2008.0
2013-02-01,,,,149.581,1380.0,1380.0
2013-03-01,,,,151.301,1397.0,1397.0
2013-04-01,,,,174.52,1616.0,1616.0
2013-05-01,,,,175.884,1627.0,1627.0
2013-06-01,,,,126.31,1167.0,1167.0
2013-07-01,,,,119.597,1105.0,1105.0
2013-08-01,,,,118.0,1088.0,1088.0
2013-09-01,,,,138.485,1279.0,1279.0
2013-10-01,,,,133.261,1234.0,1234.0
2013-11-01,,,,173.695,1604.0,1604.0
2013-12-01,,,,196.57,1818.0,1818.0
2014-01-01,,,,184.109,1823.0,1823.0
2014-02-01,,,,174.686,1733.0,1733.0
2014-03-01,,,,170.526,1694.0,1694.0
2014-04-01,,,,160.221,1593.0,1593.0
2014-05-01,,,,135.281,1341.0,1341.0
2014-06-01,,,,80.633,802.0,802.0
2014-07-01,,,,142.552,1414.0,1414.0
2014-08-01,,,,114.693,1139.0,1139.0
2014-09-01,,,,134.941,1341.0,1341.0
2014-10-01,,,,178.379,1773.0,1773.0
2014-11-01,,,,130.382,1296.0,1296.0
2014-12-01,,,,169.597,1683.0,1683.0
2015-01-01,,,,184.593,1801.0,1801.0
2015-02-01,,,,162.796,1593.0,1593.0
2015-03-01,,,,163.768,1599.0,1599.0
2015-04-01,,,,169.604,1661.0,1661.0
2015-05-01,,,,136.305,1335.0,1335.0
2015-06-01,,,,135.798,1330.0,1330.0
2015-07-01,,,,141.118,1380.0,1380.0
2015-08-01,,,,160.214,1565.0,1565.0
2015-09-01,,,,144.292,1414.0,1414.0
2015-10-01,,,,165.08,1616.0,1616.0
2015-11-01,,,,115.427,1128.0,1128.0
2015-12-01,0.0,0.0,0.0,111.005,1083.0,1083.0
2016-01-01,0.0,0.0,0.0,147.0,1386.0,1386.0
2016-02-01,0.0,0.0,0.0,163.135,1543.0,1543.0
2016-03-01,0.0,0.0,0.0,154.382,1459.0,1459.0
2016-04-01,0.0,0.0,0.0,126.43,1195.0,1195.0
2016-05-01,0.0,0.0,0.0,115.327,1094.0,1094.0
2016-06-01,0.0,0.0,0.0,116.006,1100.0,1100.0
2016-07-01,0.0,0.0,0.0,97.045,920.0,920.0
2016-08-01,0.0,0.0,0.0,127.185,1206.0,1206.0
2016-09-01,0.0,0.0,0.0,129.593,1229.0,1229.0
2016-10-01,0.0,0.0,0.0,148.817,1408.0,1408.0
2016-11-01,0.0,0.0,0.0,207.663,1964.0,1964.0
2016-12-01,0.0,0.0,0.0,280.417,2654.0,2654.0
2017-01-01,0.0,0.0,0.0,167.037,1624.0,1649.0
2017-02-01,0.0,0.0,0.0,134.872,1311.0,1330.0
2017-03-01,0.0,0.0,0.0,155.293,1510.0,1532.0
2017-04-01,0.0,0.0,0.0,143.178,1392.0,1414.0
2017-05-01,0.0,0.0,0.0,143.024,1391.0,1414.0
2017-06-01,0.0,0.0,0.0,150.853,1467.0,1487.0
2017-07-01,0.0,0.0,0.0,153.727,1495.0,1520.0
2017-08-01,0.0,0.0,0.0,158.791,1544.0,1565.0
2017-09-01,0.0,0.0,0.0,157.944,1536.0,1560.0
2017-10-01,0.0,0.0,0.0,161.203,1567.0,1593.0
2017-11-01,0.0,0.0,0.0,142.78,1388.0,1408.0
2017-12-01,0.0,0.0,0.0,145.298,1413.0,1436.0
2018-01-01,0.0,0.0,0.0,152.075,1436.0,1436.0
2018-02-01,0.0,0.0,0.0,141.83,1341.0,1341.0
2018-03-01,0.0,0.0,0.0,141.85,1346.0,1346.0
