measured_on,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed","Jet Fuel - Internal Combustion Engine (diesel, piston, reciprocating) - Waste Oil - Generation","Jet Fuel - Internal Combustion Engine (diesel, piston, reciprocating) - Waste Oil - Quantity Consumed For Electricity","Jet Fuel - Internal Combustion Engine (diesel, piston, reciprocating) - Waste Oil - Total Fuel Consumed"
2018-04-01,0.0,0.0,0.0,143.285,1358.0,1358.0
2018-05-01,0.0,0.0,0.0,163.948,1554.0,1554.0
2018-06-01,0.0,0.0,0.0,153.064,1447.0,1447.0
2018-07-01,0.0,0.0,0.0,164.933,1565.0,1565.0
2018-08-01,0.0,0.0,0.0,168.425,1593.0,1593.0
2018-09-01,0.0,0.0,0.0,171.445,1627.0,1627.0
2018-10-01,0.0,0.0,0.0,180.015,1705.0,1705.0
2018-11-01,0.0,0.0,0.0,161.97,1537.0,1537.0
2018-12-01,0.0,0.0,0.0,155.16,1470.0,1470.0
2019-01-01,0.0,0.0,0.0,128.631,1234.0,1234.0
2019-02-01,0.0,0.0,0.0,142.974,1358.0,1358.0
2019-03-01,0.0,0.0,0.0,141.69,1346.0,1346.0
2019-04-01,0.0,0.0,0.0,130.211,1240.0,1240.0
2019-05-01,0.0,0.0,0.0,141.712,1346.0,1346.0
2019-06-01,0.0,0.0,0.0,121.767,1161.0,1161.0
2019-07-01,0.0,0.0,0.0,138.696,1318.0,1318.0
2019-08-01,0.0,0.0,0.0,153.564,1459.0,1459.0
2019-09-01,0.0,0.0,0.0,182.345,1733.0,1733.0
2019-10-01,0.0,0.0,0.0,191.642,1823.0,1823.0
2019-11-01,0.0,0.0,0.0,145.572,1386.0,1386.0
2019-12-01,0.0,0.0,0.0,194.196,1846.0,1846.0
2020-01-01,222.324,2154.0,2154.0,0.0,0.0,0.0
2020-02-01,144.132,1397.0,1397.0,0.0,0.0,0.0
2020-03-01,145.516,1414.0,1414.0,0.0,0.0,0.0
2020-04-01,139.638,1358.0,1358.0,0.0,0.0,0.0
2020-05-01,118.236,1150.0,1150.0,0.0,0.0,0.0
2020-06-01,148.865,1447.0,1447.0,0.0,0.0,0.0
2020-07-01,194.048,1885.0,1885.0,0.0,0.0,0.0
2020-08-01,198.824,1930.0,1930.0,0.0,0.0,0.0
2020-09-01,126.427,1229.0,1229.0,0.0,0.0,0.0
2020-10-01,151.32,1470.0,1470.0,0.0,0.0,0.0
2020-11-01,117.347,1139.0,1139.0,0.0,0.0,0.0
2020-12-01,116.323,1128.0,1128.0,0.0,0.0,0.0
2021-01-01,138.362,1344.0,1447.0,0.0,0.0,0.0
2021-02-01,153.206,1488.0,1610.0,0.0,0.0,0.0
2021-03-01,165.694,1609.0,1745.0,0.0,0.0,0.0
2021-04-01,159.274,1547.0,1677.0,0.0,0.0,0.0
2021-05-01,82.486,801.0,870.0,0.0,0.0,0.0
2021-06-01,110.726,1076.0,1167.0,0.0,0.0,0.0
2021-07-01,108.207,1051.0,1139.0,0.0,0.0,0.0
2021-08-01,156.048,1516.0,1644.0,0.0,0.0,0.0
2021-09-01,202.114,1963.0,2126.0,0.0,0.0,0.0
2021-10-01,200.804,1951.0,2115.0,0.0,0.0,0.0
2021-11-01,156.787,1523.0,1649.0,0.0,0.0,0.0
2021-12-01,174.292,1693.0,1834.0,0.0,0.0,0.0
2022-01-01,184.374,1809.0,1885.0,0.0,0.0,0.0
2022-02-01,152.053,1491.0,1554.0,0.0,0.0,0.0
2022-03-01,176.082,1727.0,1801.0,0.0,0.0,0.0
2022-04-01,156.54,1535.0,1604.0,0.0,0.0,0.0
2022-05-01,146.7,1439.0,1503.0,0.0,0.0,0.0
2022-06-01,178.661,1752.0,1829.0,0.0,0.0,0.0
2022-07-01,162.725,1596.0,1666.0,0.0,0.0,0.0
2022-08-01,109.44,1073.0,1122.0,0.0,0.0,0.0
2022-09-01,128.204,1258.0,1313.0,0.0,0.0,0.0
2022-10-01,143.846,1411.0,1470.0,0.0,0.0,0.0
2022-11-01,136.567,1340.0,1397.0,0.0,0.0,0.0
2022-12-01,185.808,1823.0,1902.0,0.0,0.0,0.0
2023-01-01,198.615,1948.0,2053.0,0.0,0.0,0.0
2023-02-01,154.191,1513.0,1593.0,0.0,0.0,0.0
2023-03-01,145.514,1427.0,1503.0,0.0,0.0,0.0
2023-04-01,172.012,1687.0,1773.0,0.0,0.0,0.0
2023-05-01,169.971,1667.0,1756.0,0.0,0.0,0.0
2023-06-01,146.349,1436.0,1509.0,0.0,0.0,0.0
2023-07-01,138.579,1359.0,1431.0,0.0,0.0,0.0
2023-08-01,144.243,1415.0,1487.0,0.0,0.0,0.0
2023-09-01,125.103,1227.0,1290.0,0.0,0.0,0.0
2023-10-01,141.91,1392.0,1464.0,0.0,0.0,0.0
2023-11-01,178.966,1756.0,1846.0,0.0,0.0,0.0
2023-12-01,196.547,1928.0,2031.0,0.0,0.0,0.0
2024-01-01,171.828,1616.0,1616.0,0.0,0.0,0.0
2024-02-01,154.73,1459.0,1459.0,0.0,0.0,0.0
2024-03-01,186.489,1762.0,1762.0,0.0,0.0,0.0
2024-04-01,196.477,1851.0,1851.0,0.0,0.0,0.0
2024-05-01,115.178,1088.0,1088.0,0.0,0.0,0.0
2024-06-01,205.633,1941.0,1941.0,0.0,0.0,0.0
2024-07-01,120.626,1139.0,1139.0,0.0,0.0,0.0
2024-08-01,174.191,1644.0,1644.0,0.0,0.0,0.0
2024-09-01,115.685,1088.0,1088.0,0.0,0.0,0.0
2024-10-01,183.677,1733.0,1733.0,0.0,0.0,0.0
2024-11-01,179.682,1694.0,1694.0,0.0,0.0,0.0
2024-12-01,152.804,1442.0,1442.0,0.0,0.0,0.0
