measured_on,"Other Biomass Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Other Renewables - Generation","Other Biomass Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Other Renewables - Quantity Consumed For Electricity","Other Biomass Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Other Renewables - Total Fuel Consumed"
2011-01-01,0.0,0.0,0.0
2011-02-01,0.0,0.0,0.0
2011-03-01,0.0,0.0,0.0
2011-04-01,0.0,0.0,0.0
2011-05-01,387.222,4494.0,8853.0
2011-06-01,400.545,4648.0,9157.0
2011-07-01,417.453,4845.0,9544.0
2011-08-01,414.327,4808.0,9472.0
2011-09-01,390.476,4532.0,8927.0
2011-10-01,405.779,4709.0,9277.0
2011-11-01,407.135,4725.0,9308.0
2011-12-01,422.823,4907.0,9666.0
2012-01-01,685.474,3770.0,3770.0
2012-02-01,655.793,3606.0,3606.0
2012-03-01,697.183,3834.0,3834.0
2012-04-01,684.936,3766.0,3766.0
2012-05-01,710.336,3906.0,3906.0
2012-06-01,689.691,3793.0,3793.0
2012-07-01,721.976,3970.0,3970.0
2012-08-01,715.764,3936.0,3936.0
2012-09-01,682.804,3755.0,3755.0
2012-10-01,709.716,3903.0,3903.0
2012-11-01,712.115,3916.0,3916.0
2012-12-01,736.732,4051.0,4051.0
2013-01-01,586.481,6670.0,6707.0
2013-02-01,520.435,5919.0,5952.0
2013-03-01,603.466,6863.0,6901.0
2013-04-01,578.649,6581.0,6618.0
2013-05-01,603.643,6865.0,6904.0
2013-06-01,590.901,6721.0,6758.0
2013-07-01,618.215,7031.0,7070.0
2013-08-01,619.482,7046.0,7085.0
2013-09-01,583.992,6642.0,6679.0
2013-10-01,614.886,6993.0,7032.0
2013-11-01,623.113,7087.0,7126.0
2013-12-01,648.737,7378.0,7419.0
2014-01-01,667.73,7749.0,7792.0
2014-02-01,571.475,6632.0,6669.0
2014-03-01,662.245,7686.0,7728.0
2014-04-01,641.335,7443.0,7484.0
2014-05-01,663.162,7696.0,7739.0
2014-06-01,650.205,7546.0,7588.0
2014-07-01,666.011,7729.0,7772.0
2014-08-01,658.433,7641.0,7684.0
2014-09-01,621.758,7216.0,7256.0
2014-10-01,638.982,7416.0,7456.0
2014-11-01,627.297,7280.0,7321.0
2014-12-01,649.847,7542.0,7583.0
2015-01-01,441.944,5129.0,5157.0
2015-02-01,383.526,4451.0,4475.0
2015-03-01,424.016,4921.0,4948.0
2015-04-01,422.69,4906.0,4932.0
2015-05-01,436.382,5064.0,5092.0
2015-06-01,436.97,5071.0,5099.0
2015-07-01,483.674,5613.0,5644.0
2015-08-01,477.934,5547.0,5577.0
2015-09-01,442.246,5132.0,5161.0
2015-10-01,459.15,5329.0,5358.0
2015-11-01,462.411,5366.0,5396.0
2015-12-01,480.837,5580.0,5611.0
2016-01-01,528.053,3343.0,5314.0
2016-02-01,495.451,3136.0,4985.0
2016-03-01,522.574,3308.0,5258.0
2016-04-01,520.871,3297.0,5241.0
2016-05-01,543.595,3441.0,5470.0
2016-06-01,513.499,3251.0,5167.0
2016-07-01,532.568,3371.0,5359.0
2016-08-01,539.129,3413.0,5425.0
2016-09-01,507.818,3215.0,5110.0
2016-10-01,497.303,3148.0,5004.0
2016-11-01,526.92,3336.0,5302.0
2016-12-01,552.059,3495.0,5555.0
2017-01-01,684.703,4248.0,5306.0
2017-02-01,625.851,3883.0,4851.0
2017-03-01,675.752,4192.0,5238.0
2017-04-01,631.727,3919.0,4897.0
2017-05-01,664.932,4125.0,5154.0
2017-06-01,653.773,4056.0,5067.0
2017-07-01,670.204,4158.0,5195.0
2017-08-01,673.328,4177.0,5219.0
2017-09-01,622.966,3865.0,4828.0
2017-10-01,637.724,3956.0,4943.0
2017-11-01,664.106,4120.0,5147.0
2017-12-01,690.934,4286.0,5355.0
2018-01-01,579.66,3596.0,7677.0
2018-02-01,545.597,3385.0,7226.0
2018-03-01,588.858,3653.0,7799.0
2018-04-01,550.172,3413.0,7287.0
2018-05-01,553.505,3434.0,7331.0
2018-06-01,560.606,3478.0,7425.0
2018-07-01,576.857,3579.0,7640.0
2018-08-01,579.184,3593.0,7672.0
2018-09-01,523.783,3249.0,6938.0
2018-10-01,572.752,3553.0,7586.0
2018-11-01,568.88,3529.0,7535.0
2018-12-01,595.146,3692.0,7883.0
2019-01-01,602.66,3739.0,7989.0
2019-02-01,542.674,3367.0,7193.0
2019-03-01,583.297,3619.0,7731.0
2019-04-01,550.15,3413.0,7292.0
2019-05-01,568.85,3529.0,7540.0
2019-06-01,573.867,3560.0,7606.0
2019-07-01,591.099,3667.0,7835.0
2019-08-01,599.906,3722.0,7951.0
2019-09-01,562.871,3492.0,7460.0
2019-10-01,578.034,3586.0,7661.0
2019-11-01,568.538,3527.0,7535.0
2019-12-01,604.054,3747.0,8006.0
2020-01-01,123.673,767.0,1640.0
2020-02-01,113.21,702.0,1502.0
2020-03-01,124.551,773.0,1652.0
2020-04-01,117.123,727.0,1554.0
2020-05-01,120.743,749.0,1602.0
2020-06-01,110.69,687.0,1468.0
2020-07-01,118.785,737.0,1576.0
2020-08-01,120.284,746.0,1595.0
2020-09-01,112.944,701.0,1498.0
2020-10-01,114.388,710.0,1517.0
2020-11-01,112.131,696.0,1487.0
2020-12-01,119.478,741.0,1585.0
2021-01-01,0.0,0.0,0.0
2021-02-01,0.0,0.0,0.0
2021-03-01,0.0,0.0,0.0
2021-04-01,0.0,0.0,0.0
2021-05-01,0.0,0.0,0.0
2021-06-01,0.0,0.0,0.0
2021-07-01,0.0,0.0,0.0
2021-08-01,0.0,0.0,0.0
2021-09-01,0.0,0.0,0.0
2021-10-01,0.0,0.0,0.0
2021-11-01,0.0,0.0,0.0
2021-12-01,0.0,0.0,0.0
2022-01-01,99.739,631.0,809.0
2022-02-01,90.889,575.0,737.0
2022-03-01,99.846,631.0,809.0
2022-04-01,94.053,595.0,763.0
2022-05-01,94.817,600.0,769.0
2022-06-01,95.723,605.0,776.0
2022-07-01,98.553,623.0,799.0
2022-08-01,96.922,613.0,786.0
2022-09-01,91.249,577.0,740.0
2022-10-01,94.779,599.0,769.0
2022-11-01,92.524,585.0,750.0
2022-12-01,95.906,606.0,778.0
2023-01-01,791.189,4909.0,6470.0
2023-02-01,703.626,4366.0,5755.0
2023-03-01,761.506,4725.0,6228.0
2023-04-01,706.515,4383.0,5778.0
2023-05-01,796.146,4940.0,6511.0
2023-06-01,771.389,4786.0,6308.0
2023-07-01,786.626,4880.0,6433.0
2023-08-01,786.112,4877.0,6429.0
2023-09-01,728.414,4519.0,5957.0
2023-10-01,781.804,4851.0,6394.0
2023-11-01,780.987,4845.0,6387.0
2023-12-01,838.686,5203.0,6859.0
2024-01-01,804.724,4993.0,8372.0
2024-02-01,748.623,4645.0,7788.0
2024-03-01,778.528,4830.0,8099.0
2024-04-01,725.081,4499.0,7543.0
2024-05-01,796.43,4941.0,8285.0
2024-06-01,740.382,4594.0,7702.0
2024-07-01,780.52,4843.0,8120.0
2024-08-01,801.12,4970.0,8334.0
2024-09-01,755.164,4685.0,7856.0
2024-10-01,771.58,4787.0,8027.0
2024-11-01,758.62,4707.0,7892.0
2024-12-01,773.228,4797.0,8044.0
