measured_on,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Total Fuel Consumed,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Total Fuel Consumed,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Generation,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combined Cycle Steam Part - Natural Gas - Generation,Natural Gas - Combined Cycle Steam Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Steam Part - Natural Gas - Total Fuel Consumed
2005-01-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2005-02-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2005-04-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2005-05-01,208.285,2251.73,2251.73,,,,9552.523000000001,107103.87,107103.87,0.0,0.0,0.0
2005-06-01,270.334,2922.53,2922.53,,,,18032.43,202181.47,202181.47,0.0,0.0,0.0
2005-07-01,275.16700000000003,2974.78,2974.78,,,,23738.843,266162.35,266162.35,0.0,0.0,0.0
2005-08-01,323.254,3494.64,3494.64,,,,23582.173,264405.75,264405.75,0.0,0.0,0.0
2005-09-01,211.605,2287.63,2287.63,,,,14277.491,160080.71,160080.71,0.0,0.0,0.0
2005-10-01,234.991,2540.44,2540.44,,,,10123.589,113506.73,113506.73,0.0,0.0,0.0
2005-11-01,188.912,2042.3,2042.3,,,,8872.521,99479.62,99479.62,0.0,0.0,0.0
2005-12-01,399.45,4318.38,4318.38,,,,11091.429,124358.25,124358.25,0.0,0.0,0.0
2006-01-01,175.699,1985.0,1985.0,,,,5879.276,64753.0,64753.0,,,
2006-02-01,91.938,1039.0,1039.0,,,,6645.983,73197.0,73197.0,,,
2006-03-01,77.22800000000001,873.0,873.0,,,,8757.813,96456.0,96456.0,,,
2006-04-01,147.934,1672.0,1672.0,,,,7247.4,79821.0,79821.0,,,
2006-05-01,138.281,1562.0,1562.0,,,,9546.674,105144.0,105144.0,,,
2006-06-01,125.688,1420.0,1420.0,,,,12297.204,135438.0,135438.0,,,
2006-07-01,182.062,2057.0,2057.0,,,,22005.429,242362.0,242362.0,,,
2006-08-01,176.6,1995.0,1995.0,,,,19553.764000000003,215360.0,215360.0,,,
2006-09-01,81.13300000000001,917.0,917.0,,,,11501.921,126679.0,126679.0,,,
2006-10-01,85.702,968.0,968.0,,,,12458.863000000001,137219.0,137219.0,,,
2006-11-01,100.917,1140.0,1140.0,,,,8375.989,92251.0,92251.0,,,
2006-12-01,111.81700000000001,1263.0,1263.0,,,,8502.683,93646.0,93646.0,,,
2007-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-07-01,114.634,922.0,922.0,25.651,0.0,0.0,4175.549,33572.0,33572.0,934.349,0.0,0.0
2007-08-01,1864.201,14989.0,14989.0,394.588,0.0,0.0,67935.753,546217.0,546217.0,14474.412,3598.0,3598.0
2007-09-01,1015.629,8166.0,8166.0,205.857,0.0,0.0,37023.402,297675.0,297675.0,7556.143,2058.0,2058.0
2007-10-01,1713.219,13775.0,13775.0,363.341,0.0,0.0,62450.935,502118.0,502118.0,13244.659,0.0,0.0
2007-11-01,1962.0590000000002,15775.0,15775.0,416.78700000000003,0.0,0.0,71519.729,575033.0,575033.0,15276.213,3170.0,3170.0
2007-12-01,1746.7710000000002,14044.0,14044.0,369.56,0.0,0.0,63673.119,511944.0,511944.0,13519.44,1835.0,1835.0
2008-01-01,2198.223,25629.0,25629.0,978.065,0.0,0.0,9427.777,109916.0,109916.0,4233.935,1027.0,1027.0
2008-02-01,3331.05,32445.0,32445.0,1420.7820000000002,0.0,0.0,20074.95,195535.0,195535.0,8586.218,542.0,542.0
2008-03-01,0.0,0.0,0.0,0.0,0.0,0.0,50394.0,539396.0,539396.0,24049.0,7239.0,7239.0
2008-04-01,0.0,0.0,0.0,0.0,0.0,0.0,30099.0,327337.0,327337.0,14651.0,963.0,963.0
2008-05-01,0.0,0.0,0.0,0.0,0.0,0.0,1312.0,20745.0,20745.0,618.0,0.0,0.0
2008-06-01,0.0,0.0,0.0,0.0,0.0,0.0,19068.0,217170.0,217170.0,10426.0,4668.0,4668.0
