measured_on,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed
2017-01-01,136.94,1557.0,1653.0,6713.011,76349.0,81182.0
2017-02-01,69.43,790.0,841.0,6420.85,73026.0,77648.0
2017-03-01,91.089,1036.0,1102.0,7052.423,80210.0,85285.0
2017-04-01,91.665,1043.0,1108.0,4979.572,56634.0,60218.0
2017-05-01,102.239,1163.0,1235.0,5984.8,68067.0,72375.0
2017-06-01,66.492,756.0,806.0,6555.1,74553.0,79272.0
2017-07-01,57.813,658.0,702.0,7211.342,82017.0,87208.0
2017-08-01,45.128,513.0,545.0,7131.265,81106.0,86238.0
2017-09-01,79.877,908.0,969.0,6628.55,75389.0,80160.0
2017-10-01,110.44,1256.0,1334.0,5999.205,68231.0,72549.0
2017-11-01,167.588,1906.0,2024.0,6393.941,72720.0,77323.0
2017-12-01,165.464,1882.0,2001.0,7565.776,86048.0,91493.0
2018-01-01,1237.419,14361.0,17887.0,6250.571,72541.0,90323.0
2018-02-01,47.112,547.0,679.0,5817.603,67516.0,84066.0
2018-03-01,102.803,1193.0,1485.0,6619.982,76828.0,95661.0
2018-04-01,67.953,789.0,980.0,4675.715,54264.0,67566.0
2018-05-01,96.189,1116.0,1392.0,5645.833,65522.0,81585.0
2018-06-01,88.755,1030.0,1282.0,6711.607,77891.0,96985.0
2018-07-01,64.416,748.0,928.0,7889.912,91566.0,114012.0
2018-08-01,85.482,992.0,1235.0,7592.321,88112.0,109711.0
2018-09-01,50.221,583.0,725.0,7020.124,81472.0,101443.0
2018-10-01,43.946,510.0,632.0,6796.411,78875.0,98210.0
2018-11-01,92.661,1075.0,1340.0,6542.315,75926.0,94539.0
2018-12-01,129.456,1502.0,1873.0,6266.853,72730.0,90558.0
2019-01-01,130.202,1572.0,1839.0,6694.905,80829.0,94434.0
2019-02-01,35.881,433.0,505.0,6940.331,83792.0,97897.0
2019-03-01,66.36,801.0,934.0,6456.789,77954.0,91076.0
2019-04-01,50.533,610.0,713.0,4796.976,57915.0,67664.0
2019-05-01,55.102,665.0,777.0,5670.155,68457.0,79981.0
2019-06-01,60.087,725.0,847.0,6360.382,76790.0,89717.0
2019-07-01,33.585,405.0,476.0,7506.049,90622.0,105877.0
2019-08-01,35.843,433.0,505.0,7385.185,89163.0,104172.0
2019-09-01,19.217,232.0,273.0,6879.271,83055.0,97036.0
2019-10-01,30.693,371.0,435.0,6346.2,76619.0,89516.0
2019-11-01,35.508,429.0,499.0,5631.546,67991.0,79436.0
2019-12-01,49.788,601.0,702.0,6226.412,75173.0,87827.0
2020-01-01,5.995,72.0,133.0,5744.556,68720.0,133238.0
2020-02-01,2.12,25.0,46.0,5767.811,68998.0,133780.0
2020-03-01,1.88,22.0,46.0,5023.627,60096.0,116519.0
2020-04-01,2.237,27.0,52.0,2947.971,35265.0,68376.0
2020-05-01,4.524,54.0,104.0,4235.025,50662.0,98228.0
2020-06-01,2.149,26.0,52.0,4775.441,57127.0,110763.0
2020-07-01,1.969,24.0,46.0,6081.545,72751.0,141057.0
2020-08-01,2.828,34.0,64.0,5595.966,66942.0,129794.0
2020-09-01,2.013,24.0,46.0,4286.065,51273.0,99412.0
2020-10-01,2.429,29.0,58.0,3980.42,47616.0,92323.0
2020-11-01,2.227,27.0,52.0,4248.905,50828.0,98550.0
2020-12-01,4.138,49.0,99.0,5660.159,67710.0,131283.0
2021-01-01,17.778,213.0,253.0,7131.259,85609.0,100070.0
2021-02-01,35.099,421.0,494.0,5321.676,63885.0,74677.0
2021-03-01,19.631,236.0,276.0,5412.308,64973.0,75949.0
2021-04-01,7.418,89.0,106.0,3910.111,46940.0,54869.0
2021-05-01,7.963,96.0,112.0,5059.195,60734.0,70995.0
2021-06-01,12.274,147.0,171.0,6391.165,76724.0,89685.0
2021-07-01,8.568,103.0,118.0,8635.381,103666.0,121178.0
2021-08-01,7.122,86.0,100.0,8506.929,102124.0,119376.0
2021-09-01,7.222,87.0,100.0,6854.805,82290.0,96191.0
2021-10-01,4.123,49.0,59.0,6761.986,81176.0,94889.0
2021-11-01,5.972,72.0,82.0,8346.977,100203.0,117131.0
2021-12-01,8.459,102.0,118.0,7970.579,95685.0,111849.0
2022-01-01,424.828,5147.0,6334.0,6865.856,83182.0,102274.0
2022-02-01,50.113,607.0,746.0,6568.148,79575.0,97839.0
2022-03-01,179.353,2173.0,2670.0,5878.151,71216.0,87560.0
2022-04-01,164.174,1989.0,2445.0,3770.593,45682.0,56167.0
2022-05-01,230.563,2793.0,3434.0,4819.217,58386.0,71787.0
2022-06-01,151.935,1841.0,2261.0,6840.313,82873.0,101893.0
2022-07-01,147.038,1781.0,2190.0,8119.067,98365.0,120942.0
2022-08-01,48.282,585.0,716.0,7993.457,96843.0,119070.0
2022-09-01,61.112,740.0,912.0,6242.231,75627.0,92984.0
2022-10-01,130.347,1579.0,1942.0,5795.85,70219.0,86335.0
2022-11-01,170.471,2065.0,2540.0,6543.491,79276.0,97472.0
2022-12-01,1641.74,19890.0,24456.0,7407.67,89746.0,110344.0
2023-01-01,59.916,730.0,929.0,7400.103,90154.0,114460.0
2023-02-01,47.41,578.0,734.0,6425.643,78282.0,99386.0
2023-03-01,75.746,923.0,1172.0,5982.133,72879.0,92526.0
2023-04-01,79.294,966.0,1225.0,4989.35,60784.0,77171.0
2023-05-01,18.461,225.0,284.0,5486.53,66841.0,84861.0
2023-06-01,53.775,655.0,829.0,6039.624,73580.0,93416.0
2023-07-01,70.216,855.0,1083.0,7737.294,94262.0,119674.0
2023-08-01,49.967,609.0,776.0,7817.043,95234.0,120907.0
2023-09-01,38.357,467.0,592.0,6685.475,81448.0,103405.0
2023-10-01,40.459,493.0,628.0,5123.07,62413.0,79239.0
2023-11-01,75.463,919.0,1166.0,5962.688,72642.0,92225.0
2023-12-01,53.472,651.0,829.0,6050.511,73712.0,93584.0
2024-01-01,770.382,9371.0,11453.0,5908.542,71870.0,87805.0
2024-02-01,96.703,1176.0,1439.0,5780.226,70309.0,85897.0
2024-03-01,97.401,1185.0,1445.0,4264.094,51867.0,63366.0
2024-04-01,135.493,1648.0,2013.0,4424.151,53814.0,65745.0
2024-05-01,111.26,1353.0,1652.0,5185.705,63078.0,77062.0
2024-06-01,69.675,848.0,1036.0,6941.32,84433.0,103151.0
2024-07-01,69.22,842.0,1030.0,7944.634,96637.0,118061.0
2024-08-01,77.587,944.0,1155.0,7992.176,97215.0,118767.0
2024-09-01,65.434,796.0,971.0,6955.167,84601.0,103357.0
2024-10-01,79.073,962.0,1173.0,6070.937,73846.0,90217.0
2024-11-01,134.014,1630.0,1990.0,5578.014,67850.0,82892.0
2024-12-01,80.265,976.0,1190.0,6607.527,80372.0,98191.0
