measured_on,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed
2003-01-01,-8.0,0.0,0.0
2003-02-01,-8.0,0.0,0.0
2003-03-01,-12.0,0.0,0.0
2003-04-01,-3.0,0.0,0.0
2003-05-01,-2.0,0.0,0.0
2003-06-01,-4.0,0.0,0.0
2003-07-01,-2.0,0.0,0.0
2003-08-01,-4.0,0.0,0.0
2003-09-01,-6.0,0.0,0.0
2003-10-01,-6.0,0.0,0.0
2003-11-01,-6.0,0.0,0.0
2003-12-01,-5.0,0.0,0.0
2004-01-01,-2.4,6.0,6.0
2004-02-01,-2.9130000000000003,7.0,7.0
2004-03-01,-0.744,2.0,2.0
2004-04-01,-0.923,2.0,2.0
2004-05-01,-4.768,11.0,11.0
2004-06-01,-14.186,34.0,34.0
2004-07-01,-13.033000000000001,31.0,31.0
2004-08-01,-9.175,22.0,22.0
2004-09-01,-25.091,60.0,60.0
2004-10-01,-7.652,18.0,18.0
2004-11-01,-0.94,2.0,2.0
2004-12-01,-5.175,12.0,12.0
2005-01-01,-6.252000000000001,56.15,56.15
2005-02-01,-3.173,28.5,28.5
2005-03-01,-3.84,34.49,34.49
2005-04-01,-4.001,35.94,35.94
2005-05-01,-4.715,42.35,42.35
2005-06-01,-4.269,38.34,38.34
2005-07-01,-6.836,61.4,61.4
2005-08-01,-7.565,67.94,67.94
2005-09-01,-7.5120000000000005,67.47,67.47
2005-10-01,-4.482,40.26,40.26
2005-11-01,-3.573,32.09,32.09
2005-12-01,-7.783,69.9,69.9
2006-01-01,-4.447,5.0,5.0
2006-02-01,-4.401,5.0,5.0
2006-03-01,-3.859,4.0,4.0
2006-04-01,-5.091,6.0,6.0
2006-05-01,-4.601,5.0,5.0
2006-06-01,-5.502000000000001,6.0,6.0
2006-07-01,-5.337000000000001,6.0,6.0
2006-08-01,-5.744000000000001,7.0,7.0
2006-09-01,-4.081,5.0,5.0
2006-10-01,-5.252000000000001,6.0,6.0
2006-11-01,-4.5840000000000005,5.0,5.0
2006-12-01,-5.1,6.0,6.0
