measured_on,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed
2003-01-01,74.793,2596.0,2596.0
2003-02-01,65.196,2263.0,2263.0
2003-03-01,63.081,2190.0,2190.0
2003-04-01,63.584,2207.0,2207.0
2003-05-01,64.013,2222.0,2222.0
2003-06-01,68.979,2394.0,2394.0
2003-07-01,77.343,2685.0,2685.0
2003-08-01,77.229,2681.0,2681.0
2003-09-01,64.759,2248.0,2248.0
2003-10-01,58.863,2043.0,2043.0
2003-11-01,52.18,1811.0,1811.0
2003-12-01,61.98,2151.0,2151.0
2004-01-01,11.801,178.0,178.0
2004-02-01,1.5190000000000001,23.0,23.0
2004-03-01,5.73,87.0,87.0
2004-04-01,5.2620000000000005,80.0,80.0
2004-05-01,70.162,1061.0,1061.0
2004-06-01,29.09,440.0,440.0
2004-07-01,59.659000000000006,902.0,902.0
2004-08-01,32.75,495.0,495.0
2004-09-01,30.869,467.0,467.0
2004-10-01,8.878,134.0,134.0
2004-11-01,11.084000000000001,168.0,168.0
2004-12-01,18.196,275.0,275.0
2005-01-01,15.893,222.63,222.63
2005-02-01,13.194,184.82,184.82
2005-03-01,16.339000000000002,228.88,228.88
2005-04-01,16.099,225.52,225.52
2005-05-01,18.978,265.85,265.85
2005-06-01,23.951,335.51,335.51
2005-07-01,30.018,420.5,420.5
2005-08-01,31.096,435.59,435.59
2005-09-01,23.662000000000003,331.46,331.46
2005-10-01,18.903000000000002,264.79,264.79
2005-11-01,16.127000000000002,225.91,225.91
2005-12-01,15.739,220.47,220.47
2006-01-01,40.404,566.0,566.0
2006-02-01,47.936,671.0,671.0
2006-03-01,54.675,766.0,766.0
2006-04-01,61.155,857.0,857.0
2006-05-01,70.833,992.0,992.0
2006-06-01,90.26100000000001,1264.0,1264.0
2006-07-01,113.47800000000001,1590.0,1590.0
2006-08-01,114.909,1610.0,1610.0
2006-09-01,78.184,1095.0,1095.0
2006-10-01,70.789,992.0,992.0
2006-11-01,52.572,736.0,736.0
2006-12-01,54.805,768.0,768.0
2007-01-01,55.87,886.0,886.0
2007-02-01,76.837,1217.0,1217.0
2007-03-01,10.04,159.0,159.0
2007-04-01,23.424,371.0,371.0
2007-05-01,34.015,539.0,539.0
2007-06-01,67.24,1065.0,1065.0
2007-07-01,93.44200000000001,1481.0,1481.0
2007-08-01,187.58100000000002,2973.0,2973.0
2007-09-01,75.798,1201.0,1201.0
2007-10-01,47.842,758.0,758.0
2007-11-01,4.19,66.0,66.0
2007-12-01,13.721,217.0,217.0
2008-01-01,29.73,410.0,410.0
2008-02-01,7.965000000000001,109.0,109.0
2008-03-01,16.616,228.0,228.0
2008-04-01,16.079,221.0,221.0
2008-05-01,15.551,214.0,214.0
2008-06-01,50.879000000000005,699.0,699.0
2008-07-01,31.36,431.0,431.0
2008-08-01,36.057,496.0,496.0
2008-09-01,26.733,367.0,367.0
2008-10-01,27.378,376.0,376.0
2008-11-01,23.71,326.0,326.0
2008-12-01,19.942,274.0,274.0
2009-01-01,12.456000000000001,258.0,258.0
2009-02-01,11.202,233.0,233.0
2009-03-01,21.538,448.0,448.0
2009-04-01,16.805,350.0,350.0
2009-05-01,22.58,469.0,469.0
2009-06-01,30.786,640.0,640.0
2009-07-01,34.821000000000005,724.0,724.0
2009-08-01,38.98,810.0,810.0
2009-09-01,38.895,808.0,808.0
2009-10-01,32.492000000000004,676.0,676.0
2009-11-01,24.284000000000002,505.0,505.0
2009-12-01,15.161000000000001,315.0,315.0
2010-01-01,8.087,190.0,190.0
2010-02-01,7.297000000000001,170.0,170.0
2010-03-01,5.944,138.0,138.0
2010-04-01,7.0520000000000005,164.0,164.0
2010-05-01,14.5,337.0,337.0
2010-06-01,17.929000000000002,417.0,417.0
2010-07-01,19.568,455.0,455.0
2010-08-01,20.28,471.0,471.0
2010-09-01,17.823,414.0,414.0
2010-10-01,15.139000000000001,352.0,352.0
2010-11-01,10.865,252.0,252.0
2010-12-01,15.516,361.0,361.0
2011-01-01,24.947,334.0,334.0
2011-02-01,19.179,257.0,257.0
2011-03-01,24.283,326.0,326.0
2011-04-01,25.986,348.0,348.0
2011-05-01,28.875,387.0,387.0
2011-06-01,29.951,401.0,401.0
2011-07-01,33.748,452.0,452.0
2011-08-01,33.487,448.0,448.0
2011-09-01,31.371,421.0,421.0
2011-10-01,30.012,402.0,402.0
2011-11-01,27.861,374.0,374.0
2011-12-01,28.3,379.0,379.0
2012-01-01,0.0,281.0,281.0
2012-02-01,0.0,268.0,268.0
2012-03-01,0.0,236.0,236.0
2012-04-01,0.0,210.0,210.0
2012-05-01,0.0,308.0,308.0
2012-06-01,0.0,283.0,283.0
2012-07-01,0.0,359.0,359.0
2012-08-01,0.0,281.0,281.0
2012-09-01,0.0,320.0,320.0
2012-10-01,0.0,324.0,324.0
2012-11-01,0.0,323.0,323.0
2012-12-01,0.0,241.0,241.0
2013-01-01,0.0,18.0,18.0
2013-02-01,0.0,19.0,19.0
2013-03-01,0.0,21.0,21.0
2013-04-01,0.0,19.0,19.0
2013-05-01,0.0,18.0,18.0
2013-06-01,0.0,26.0,26.0
2013-07-01,0.0,31.0,31.0
2013-08-01,0.0,28.0,28.0
2013-09-01,0.0,24.0,24.0
2013-10-01,0.0,17.0,17.0
2013-11-01,0.0,14.0,14.0
2013-12-01,0.0,15.0,15.0
2014-01-01,10.549,212.0,212.0
2014-02-01,6.75,136.0,136.0
2014-03-01,10.397,210.0,210.0
2014-04-01,12.273,248.0,248.0
2014-05-01,13.698,276.0,276.0
2014-06-01,13.044,263.0,263.0
2014-07-01,15.972,322.0,322.0
2014-08-01,14.434,291.0,291.0
2014-09-01,10.459,211.0,211.0
2014-10-01,10.132,205.0,205.0
2014-11-01,9.057,182.0,182.0
2014-12-01,10.235,207.0,207.0
2015-01-01,5.918,151.0,151.0
2015-02-01,5.713,147.0,147.0
2015-03-01,6.799,175.0,175.0
2015-04-01,7.174,184.0,184.0
2015-05-01,7.304,188.0,188.0
2015-06-01,10.778,277.0,277.0
2015-07-01,11.201,288.0,288.0
2015-08-01,10.131,261.0,261.0
2015-09-01,8.849,228.0,228.0
2015-10-01,9.372,241.0,241.0
2015-11-01,10.152,261.0,261.0
2015-12-01,8.609,222.0,222.0
2016-01-01,1.079,107.0,107.0
2016-02-01,0.896,91.0,91.0
2016-03-01,0.943,95.0,95.0
2016-04-01,0.674,69.0,69.0
2016-05-01,1.121,114.0,114.0
2016-06-01,1.301,132.0,132.0
2016-07-01,1.605,163.0,163.0
2016-08-01,1.523,154.0,154.0
2016-09-01,1.471,149.0,149.0
2016-10-01,1.2,122.0,122.0
2016-11-01,1.364,138.0,138.0
2016-12-01,0.823,83.0,83.0
2017-01-01,2.99,115.0,115.0
2017-02-01,3.193,123.0,123.0
2017-03-01,3.953,151.0,151.0
2017-04-01,3.998,153.0,153.0
2017-05-01,5.096,195.0,195.0
2017-06-01,4.379,168.0,168.0
2017-07-01,5.024,192.0,192.0
2017-08-01,4.815,185.0,185.0
2017-09-01,4.88,187.0,187.0
2017-10-01,4.458,171.0,171.0
2017-11-01,4.193,161.0,161.0
2017-12-01,4.021,154.0,154.0
2018-01-01,0.866,109.0,109.0
2018-02-01,0.673,85.0,85.0
2018-03-01,0.828,104.0,104.0
2018-04-01,0.697,88.0,88.0
2018-05-01,0.865,109.0,109.0
2018-06-01,1.321,167.0,167.0
2018-07-01,1.429,181.0,181.0
2018-08-01,1.508,190.0,190.0
2018-09-01,1.398,177.0,177.0
2018-10-01,1.173,148.0,148.0
2018-11-01,1.312,166.0,166.0
2018-12-01,0.93,118.0,118.0
2019-01-01,1.455,114.0,114.0
2019-02-01,1.414,111.0,111.0
2019-03-01,1.26,99.0,99.0
2019-04-01,1.257,98.0,98.0
2019-05-01,1.648,130.0,130.0
2019-06-01,1.79,140.0,140.0
2019-07-01,2.045,161.0,161.0
2019-08-01,1.947,153.0,153.0
2019-09-01,1.781,140.0,140.0
2019-10-01,1.378,108.0,108.0
2019-11-01,1.417,111.0,111.0
