measured_on,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Generation,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Quantity Consumed For Electricity,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Total Fuel Consumed
2003-01-01,537.056,5499.99,5499.99
2003-02-01,371.901,3808.64,3808.64
2003-03-01,381.61400000000003,3908.11,3908.11
2003-04-01,385.965,3952.67,3952.67
2003-05-01,351.468,3599.38,3599.38
2003-06-01,364.515,3733.0,3733.0
2003-07-01,411.71700000000004,4216.39,4216.39
2003-08-01,416.695,4267.37,4267.37
2003-09-01,388.923,3982.96,3982.96
2003-10-01,451.72200000000004,4626.09,4626.09
2003-11-01,407.166,4169.79,4169.79
2003-12-01,430.767,4411.48,4411.48
2004-01-01,576.538,5778.06,5778.06
2004-02-01,541.2570000000001,5424.48,5424.48
2004-03-01,483.24,4843.03,4843.03
2004-04-01,435.92900000000003,4368.88,4368.88
2004-05-01,374.41,3752.34,3752.34
2004-06-01,297.872,2985.27,2985.27
2004-07-01,313.024,3137.13,3137.13
2004-08-01,379.029,3798.63,3798.63
2004-09-01,426.956,4278.95,4278.95
2004-10-01,350.647,3514.18,3514.18
2004-11-01,307.659,3083.36,3083.36
2004-12-01,390.439,3912.98,3912.98
2005-01-01,714.604,7145.32,7145.32
2005-02-01,580.702,5806.44,5806.44
2005-03-01,634.477,6344.13,6344.13
2005-04-01,795.383,7953.03,7953.03
2005-05-01,589.312,5892.53,5892.53
2005-06-01,527.989,5279.36,5279.36
2005-07-01,448.293,4482.48,4482.48
2005-08-01,353.473,3534.38,3534.38
2005-09-01,305.343,3053.12,3053.12
2005-10-01,621.075,6210.13,6210.13
2005-11-01,682.025,6819.57,6819.57
2005-12-01,721.325,7212.53,7212.53
2006-01-01,724.39,7185.0,7185.0
2006-02-01,653.185,6479.0,6479.0
2006-03-01,575.466,5708.0,5708.0
2006-04-01,626.375,6213.0,6213.0
