measured_on,"Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Generation","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Quantity Consumed For Electricity","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Total Fuel Consumed","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed","Petroleum Coke - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Petroleum Coke - Generation","Petroleum Coke - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Petroleum Coke - Quantity Consumed For Electricity","Petroleum Coke - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Petroleum Coke - Total Fuel Consumed","Tire-Derived Fuels - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other - Generation","Tire-Derived Fuels - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other - Quantity Consumed For Electricity","Tire-Derived Fuels - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other - Total Fuel Consumed","Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Generation","Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Quantity Consumed For Electricity","Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Total Fuel Consumed"
2003-01-01,29012.0,370258.0,385496.0,,,,,,,322.0,4115.0,4284.0,0.0,0.0,0.0,,,
2003-02-01,29461.0,352093.0,366686.0,,,,,,,124.0,1479.0,1540.0,0.0,0.0,0.0,,,
2003-03-01,32829.0,403386.0,419224.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2003-04-01,9978.0,119530.0,122918.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2003-05-01,32761.0,394467.0,409098.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2003-06-01,32056.0,402920.0,418102.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2003-07-01,33233.0,406343.0,422528.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2003-08-01,32918.0,408316.0,424271.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2003-09-01,31937.0,390527.0,405192.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2003-10-01,32835.0,406999.0,422013.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2003-11-01,29212.0,358676.0,374269.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2003-12-01,25911.0,331894.0,345144.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2004-01-01,22684.207000000002,262402.09,295657.14,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2004-02-01,28021.554,324142.45,347886.18,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2004-03-01,25443.14362,294316.4,305277.35,,,,,,,3673.15238,42489.6,44072.0,0.0,0.0,0.0,,,
2004-04-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2004-05-01,17088.21844,197669.87,215013.5,,,,,,,878.99456,10167.87,11060.0,0.0,0.0,0.0,,,
2004-06-01,28849.09105,333715.07,354853.28,,,,,,,5777.40695,66830.8,71064.0,0.0,0.0,0.0,,,
2004-07-01,29842.65132,345208.19,426198.92,,,,,,,6434.60168,74432.97,91896.0,0.0,0.0,0.0,,,
2004-08-01,33604.86178,388727.98,397963.98,,,,,,,1974.25322,22837.39,23380.0,0.0,0.0,0.0,,,
2004-09-01,34479.572,398846.28,416103.9,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2004-10-01,32132.597999999998,371239.68,371239.68,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2004-11-01,23532.23078,272211.7,375671.0,,,,,,,21.04722,243.47,336.0,0.0,0.0,0.0,,,
2004-12-01,28589.51379,330712.39,353465.2,,,,,,,110.97221,1283.68,1372.0,0.0,0.0,0.0,,,
2005-01-01,5974.026,69105.21,111051.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2005-02-01,21321.541,246639.3,320395.5,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2005-03-01,23545.51045,272365.31,336846.6,,,,,,,2058.96855,23817.35,29456.0,0.0,0.0,0.0,,,
2005-04-01,24617.00358,284759.92,345328.9,,,,,,,1049.89542,12144.78,14728.0,0.0,0.0,0.0,,,
2005-05-01,31242.4,361399.94,364591.92,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2005-06-01,33024.717,382017.09,384566.5,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2005-07-01,29330.443,339283.16,396998.7,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2005-08-01,25191.36665,291403.94,347798.91,,,,,,,202.80635,2345.99,2800.0,0.0,0.0,0.0,,,
2005-09-01,25774.452,298148.84,354645.81,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2005-10-01,20163.419,233242.6,281714.52,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2005-11-01,17782.835,205704.93,248554.8,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2005-12-01,25478.68,294727.46,359569.6,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2006-01-01,21488.633,248572.16,278694.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2006-02-01,29704.0,343604.32,347178.08,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2006-03-01,17205.65316,199028.31,209772.94,,,,,,,1259.95584,14574.68,15361.5,0.0,0.0,0.0,,,
2006-04-01,6821.69963,78910.77,118188.0,,,,,,,2157.10537,24952.56,37372.5,0.0,0.0,0.0,,,
2006-05-01,1158.122,13396.7,21048.01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2006-06-01,31611.155,365665.56,366227.94,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2006-07-01,24151.63018,279376.67,380018.12,,,,,,,8116.37082,93887.02,127708.48,0.0,0.0,0.0,,,
2006-08-01,29545.08172,341766.03,377712.78,,,,,,,4698.25528,54347.59,60063.84,0.0,0.0,0.0,,,
2006-09-01,19281.97602,223046.41,261291.87,,,,,,,3418.55498,39544.52,46325.16,0.0,0.0,0.0,,,
2006-10-01,16452.82,190319.83,241510.5,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2006-11-01,15587.82744,180313.93,234658.93,,,,,,,5846.06856,67625.05,88006.63,0.0,0.0,0.0,,,
2006-12-01,14667.58422,169668.91,217749.6,,,,,,,5514.08078,63784.74,81860.03,0.0,0.0,0.0,,,
2007-01-01,20775.271,240316.0,266366.0,,,,,,,4739.9,54835.0,60772.0,0.0,0.0,0.0,,,
2007-02-01,9922.314,114784.0,146292.0,,,,,,,1989.247,23018.0,29329.0,0.0,0.0,0.0,,,
2007-03-01,20216.774,175814.0,175814.0,,,,,,,4791.359,41668.0,41668.0,0.0,0.0,0.0,,,
2007-04-01,8265.793,95624.0,113681.0,,,,,,,1970.045,22784.0,27094.0,0.0,0.0,0.0,,,
2007-05-01,10309.265,119248.0,155294.0,,,,,,,3031.223,35066.0,45661.0,0.0,0.0,0.0,,,
2007-06-01,22114.93,255827.0,317930.0,,,,,,,6537.541,75634.0,93985.0,0.0,0.0,0.0,,,
2007-07-01,21381.06,247316.0,327943.0,,,,,,,8049.254000000001,93112.0,123460.0,0.0,0.0,0.0,,,
2007-08-01,23335.69,269941.0,324903.0,,,,,,,7185.525000000001,83132.0,100044.0,0.0,0.0,0.0,,,
2007-09-01,19959.728000000003,230896.0,321478.0,,,,,,,7722.84,89331.0,124387.0,0.0,0.0,0.0,,,
2007-10-01,20724.448,239743.0,320652.0,,,,,,,5832.649,67478.0,90244.0,0.0,0.0,0.0,,,
2007-11-01,17869.617,206708.0,229002.0,,,,,,,5766.247,66702.0,73896.0,0.0,0.0,0.0,,,
2007-12-01,24722.508,279830.0,279830.0,,,,,,,7678.014,86906.0,86906.0,0.0,0.0,0.0,,,
2008-01-01,16984.0,223190.0,225238.0,,,,,,,0.0,0.0,0.0,,,,,,
2008-02-01,17805.2,236062.0,275630.0,,,,,,,1851.8,24551.0,28666.0,,,,,,
2008-03-01,24823.0,325587.0,333173.0,,,,,,,0.0,0.0,0.0,,,,,,
2008-04-01,23046.0,296738.0,338296.0,,,,,,,0.0,0.0,0.0,,,,,,
2008-05-01,367.0,7576.0,10871.0,,,,,,,0.0,0.0,0.0,,,,,,
2008-06-01,25867.0,256206.0,256206.0,,,,,,,0.0,0.0,0.0,,,,,,
2008-07-01,29896.0,366543.0,396621.0,,,,,,,0.0,0.0,0.0,,,,,,
2008-08-01,25867.0,321832.0,334824.0,,,,,,,0.0,0.0,0.0,,,,,,
2008-09-01,26692.0,336639.0,341240.0,,,,,,,0.0,0.0,0.0,,,,,,
2008-10-01,30442.0,375496.0,402215.0,,,,,,,0.0,0.0,0.0,,,,,,
2008-11-01,17781.0,237219.0,260969.0,,,,,,,0.0,0.0,0.0,,,,,,
2008-12-01,26324.0,366583.0,366583.0,,,,,,,0.0,0.0,0.0,,,,,,
2009-01-01,21581.0,275399.0,303581.0,,,,,,,,,,,,,,,
2009-02-01,5239.0,60396.0,244907.0,,,,,,,,,,,,,,,
2009-03-01,20895.0,271133.0,314943.0,,,,,,,,,,,,,,,
2009-04-01,2980.0,39213.0,43334.0,,,,,,,,,,,,,,,
2009-05-01,0.0,0.0,0.0,,,,,,,,,,,,,,,
2009-06-01,0.0,0.0,0.0,,,,,,,,,,,,,,,
2009-07-01,0.0,0.0,0.0,,,,,,,,,,,,,,,
2009-08-01,0.0,0.0,0.0,,,,,,,,,,,,,,,
2009-09-01,0.0,0.0,0.0,,,,,,,,,,,,,,,
2009-10-01,0.0,0.0,0.0,,,,,,,,,,,,,,,
2009-11-01,0.0,0.0,0.0,,,,,,,,,,,,,,,
2009-12-01,0.0,0.0,0.0,,,,,,,,,,,,,,,
2013-01-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,
2013-02-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,
2013-03-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,
2013-04-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,
2013-05-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,
2013-06-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,
2013-07-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,
2013-08-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,
2013-09-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,
2013-10-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,
2013-11-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,
2013-12-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,
2014-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2014-02-01,0.0,0.0,0.0,0.0,0.0,0.0,155.23,1900.0,3969.0,0.0,0.0,0.0,,,,7405.77,90655.0,189363.0
2014-03-01,0.0,0.0,0.0,0.0,0.0,0.0,324.569,3948.0,4103.0,0.0,0.0,0.0,,,,24289.431,295456.0,307041.0
2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,289.16,3498.0,4769.0,0.0,0.0,0.0,,,,24797.84,299983.0,408968.0
2014-05-01,0.0,0.0,0.0,0.0,0.0,0.0,219.893,2660.0,3494.0,0.0,0.0,0.0,0.0,0.0,0.0,16291.107,197069.0,258824.0
2014-06-01,0.0,0.0,0.0,0.0,0.0,0.0,212.528,2533.0,2804.0,0.0,0.0,0.0,0.0,0.0,0.0,28843.472,343704.0,380556.0
2014-07-01,0.0,0.0,0.0,0.0,0.0,0.0,252.5,3009.0,3391.0,0.0,0.0,0.0,0.0,0.0,0.0,30628.5,365000.0,411376.0
2014-08-01,0.0,0.0,0.0,0.0,0.0,0.0,186.378,2223.0,2905.0,0.0,0.0,0.0,0.0,0.0,0.0,30424.622,362909.0,474208.0
2014-09-01,0.0,0.0,0.0,0.0,0.0,0.0,475.414,5669.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,31539.586,376103.0,464370.0
2014-10-01,0.0,0.0,0.0,0.0,0.0,0.0,645.453,7633.0,13582.0,0.0,0.0,0.0,0.0,0.0,0.0,27562.547,325930.0,580000.0
2014-11-01,0.0,0.0,0.0,0.0,0.0,0.0,1268.756,15085.0,19215.0,0.0,0.0,0.0,0.0,0.0,0.0,29370.244,349203.0,444800.0
2014-12-01,0.0,0.0,0.0,0.0,0.0,0.0,2408.238,28810.0,42466.0,0.0,0.0,0.0,0.0,0.0,0.0,23906.762,286001.0,421567.0
2015-01-01,0.0,0.0,0.0,0.0,0.0,0.0,100.349,1196.0,1714.0,0.0,0.0,0.0,,,,32223.651,384031.0,550442.0
2015-02-01,0.0,0.0,0.0,0.0,0.0,0.0,82.429,985.0,1720.0,0.0,0.0,0.0,,,,23633.571,282423.0,493250.0
2015-03-01,0.0,0.0,0.0,0.0,0.0,0.0,265.694,3184.0,4123.0,0.0,0.0,0.0,,,,25020.306,299808.0,388246.0
2015-04-01,0.0,0.0,0.0,0.0,0.0,0.0,136.301,1627.0,2713.0,0.0,0.0,0.0,,,,14932.699,178218.0,297190.0
2015-05-01,0.0,0.0,0.0,0.0,0.0,0.0,125.962,1500.0,1880.0,0.0,0.0,0.0,,,,30553.038,363744.0,455900.0
2015-06-01,0.0,0.0,0.0,0.0,0.0,0.0,69.68,828.0,943.0,0.0,0.0,0.0,,,,29725.32,353396.0,402226.0
2015-07-01,0.0,0.0,0.0,0.0,0.0,0.0,87.201,1033.0,1374.0,0.0,0.0,0.0,,,,30092.799,356468.0,474012.0
2015-08-01,0.0,0.0,0.0,0.0,0.0,0.0,67.234,798.0,1088.0,0.0,0.0,0.0,,,,30210.766,358447.0,488786.0
2015-09-01,0.0,0.0,0.0,0.0,0.0,0.0,50.084,597.0,874.0,0.0,0.0,0.0,,,,30404.916,362192.0,530581.0
2015-10-01,0.0,0.0,0.0,0.0,0.0,0.0,137.084,1637.0,1840.0,0.0,0.0,0.0,,,,23104.916,275950.0,310064.0
2015-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,32867.0,391193.0,516600.0
2015-12-01,0.0,0.0,0.0,0.0,0.0,0.0,17.384,209.0,260.0,0.0,0.0,0.0,,,,33527.616,403591.0,501520.0
2016-01-01,0.0,0.0,0.0,0.0,0.0,0.0,43.516,360.0,668.0,0.0,0.0,0.0,,,,29538.484,244443.0,453586.0
2016-02-01,0.0,0.0,0.0,0.0,0.0,0.0,39.949,329.0,628.0,0.0,0.0,0.0,,,,31639.051,260209.0,497084.0
2016-03-01,0.0,0.0,0.0,0.0,0.0,0.0,16.641,139.0,276.0,0.0,0.0,0.0,,,,32718.359,272790.0,541760.0
2016-04-01,0.0,0.0,0.0,0.0,0.0,0.0,87.14,729.0,1279.0,0.0,0.0,0.0,,,,17548.86,146855.0,257666.0
2016-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,33391.0,277209.0,460463.0
2016-06-01,0.0,0.0,0.0,0.0,0.0,0.0,79.907,663.0,1234.0,0.0,0.0,0.0,,,,29309.093,243155.0,452738.0
2016-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,29525.0,247176.0,493911.0
2016-08-01,0.0,0.0,0.0,0.0,0.0,0.0,107.455,899.0,1450.0,0.0,0.0,0.0,,,,29609.545,247650.0,399584.0
2016-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,32076.0,266609.0,579085.0
2016-10-01,0.0,0.0,0.0,0.0,0.0,0.0,15.266,127.0,214.0,0.0,0.0,0.0,,,,23850.734,198506.0,334723.0
2016-11-01,0.0,0.0,0.0,0.0,0.0,0.0,174.852,1465.0,2676.0,0.0,0.0,0.0,,,,26824.148,224743.0,410518.0
2016-12-01,0.0,0.0,0.0,0.0,0.0,0.0,48.656,407.0,743.0,0.0,0.0,0.0,,,,32992.344,275717.0,503560.0
2017-01-01,0.0,0.0,0.0,0.0,0.0,0.0,127.344,1052.0,1883.0,0.0,0.0,0.0,,,,27575.656,227762.0,407680.0
2017-02-01,0.0,0.0,0.0,0.0,0.0,0.0,78.675,653.0,1239.0,0.0,0.0,0.0,,,,29604.325,245601.0,466320.0
2017-03-01,0.0,0.0,0.0,0.0,0.0,0.0,113.288,937.0,2073.0,0.0,0.0,0.0,,,,28357.712,234553.0,518944.0
2017-04-01,0.0,0.0,0.0,0.0,0.0,0.0,146.084,1217.0,1797.0,0.0,0.0,0.0,,,,10597.916,88263.0,130400.0
2017-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4567.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2017-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2017-07-01,0.0,0.0,0.0,0.0,0.0,0.0,354.041,2935.0,5434.0,0.0,0.0,0.0,,,,18113.959,150186.0,278000.0
2017-08-01,0.0,0.0,0.0,0.0,0.0,0.0,63.642,529.0,986.0,0.0,0.0,0.0,,,,33717.358,280209.0,522384.0
2017-09-01,0.0,0.0,0.0,0.0,0.0,0.0,28.41,235.0,439.0,0.0,0.0,0.0,,,,32933.59,272686.0,509024.0
2017-10-01,0.0,0.0,0.0,0.0,0.0,0.0,102.985,853.0,1523.0,0.0,0.0,0.0,,,,33388.015,276574.0,493680.0
2017-11-01,0.0,0.0,0.0,0.0,0.0,0.0,75.907,628.0,1155.0,0.0,0.0,0.0,,,,32611.093,269727.0,496336.0
2017-12-01,0.0,0.0,0.0,0.0,0.0,0.0,118.409,980.0,2059.0,0.0,0.0,0.0,,,,29764.591,246382.0,517696.0
2018-01-01,0.0,0.0,0.0,0.0,0.0,0.0,81.582,676.0,1156.0,0.0,0.0,0.0,,,,33380.418,276534.0,473034.0
2018-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,30653.0,253876.0,504036.0
2018-03-01,0.0,0.0,0.0,0.0,0.0,0.0,81.423,674.0,1129.0,0.0,0.0,0.0,,,,33563.577,277985.0,465532.0
2018-04-01,0.0,0.0,0.0,0.0,0.0,0.0,125.376,1038.0,1750.0,0.0,0.0,0.0,,,,16053.624,132868.0,224015.0
2018-05-01,0.0,0.0,0.0,0.0,0.0,0.0,105.318,872.0,1947.0,0.0,0.0,0.0,,,,27179.682,224979.0,502481.0
2018-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,33106.0,273844.0,441168.0
