measured_on,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Generation,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Quantity Consumed For Electricity,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Total Fuel Consumed
2003-01-01,983.792,10075.01,10075.01
2003-02-01,871.1320000000001,8921.26,8921.26
2003-03-01,945.389,9681.73,9681.73
2003-04-01,830.947,8509.73,8509.73
2003-05-01,883.705,9050.02,9050.02
2003-06-01,884.659,9059.79,9059.79
2003-07-01,1006.274,10305.25,10305.25
2003-08-01,1191.318,12200.29,12200.29
2003-09-01,1005.148,10293.72,10293.72
2003-10-01,722.1080000000001,7395.11,7395.11
2003-11-01,892.071,9135.7,9135.7
2003-12-01,1042.727,10678.57,10678.57
2004-01-01,1013.425,10156.55,10156.55
2004-02-01,555.868,5570.91,5570.91
2004-03-01,798.158,7999.14,7999.14
2004-04-01,1784.4730000000002,17883.99,17883.99
2004-05-01,1221.31,12239.97,12239.97
2004-06-01,487.452,4885.24,4885.24
2004-07-01,486.62600000000003,4876.97,4876.97
2004-08-01,613.575,6149.25,6149.25
2004-09-01,955.015,9571.16,9571.16
2004-10-01,442.905,4438.79,4438.79
2004-11-01,566.527,5677.73,5677.73
2004-12-01,896.666,8986.39,8986.39
2005-01-01,1347.439,13473.04,13473.04
2005-02-01,1094.958,10948.49,10948.49
2005-03-01,1196.353,11962.34,11962.34
2005-04-01,1499.7540000000001,14996.04,14996.04
2005-05-01,1111.191,11110.8,11110.8
2005-06-01,995.562,9954.63,9954.63
2005-07-01,845.289,8452.05,8452.05
2005-08-01,666.499,6664.33,6664.33
2005-09-01,575.7470000000001,5756.89,5756.89
2005-10-01,1171.084,11709.67,11709.67
2005-11-01,1286.01,12858.82,12858.82
2005-12-01,1360.113,13599.77,13599.77
2006-01-01,1225.092,12152.0,12152.0
2006-02-01,1104.671,10957.0,10957.0
2006-03-01,973.231,9653.0,9653.0
2006-04-01,1059.33,10507.0,10507.0
2006-05-01,1252.48,12423.0,12423.0
2006-06-01,1230.643,12207.0,12207.0
2006-07-01,1290.498,12800.0,12800.0
2006-08-01,1281.173,12708.0,12708.0
2006-09-01,831.633,8249.0,8249.0
2006-10-01,733.143,7272.0,7272.0
2006-11-01,858.753,8518.0,8518.0
2006-12-01,909.354,9020.0,9020.0
2007-01-01,584.8860000000001,5781.0,5781.0
2007-02-01,270.713,2676.0,2676.0
2007-03-01,442.54200000000003,4374.0,4374.0
2007-04-01,910.379,8998.0,8998.0
2007-05-01,857.28,8473.0,8473.0
2007-06-01,337.819,3339.0,3339.0
2007-07-01,281.632,2784.0,2784.0
2007-08-01,207.37,2050.0,2050.0
2007-09-01,169.661,1677.0,1677.0
2007-10-01,350.36600000000004,3463.0,3463.0
2007-11-01,608.155,6011.0,6011.0
2007-12-01,421.199,4163.0,4163.0
2008-01-01,812.2270000000001,8004.0,8004.0
2008-02-01,886.27,8733.0,8733.0
2008-03-01,1137.26,11207.0,11207.0
2008-04-01,2432.661,23971.0,23971.0
2008-05-01,1180.749,11635.0,11635.0
2008-06-01,1206.351,11887.0,11887.0
2008-07-01,1309.549,12904.0,12904.0
2008-08-01,1822.818,17962.0,17962.0
2008-09-01,684.426,6744.0,6744.0
2008-10-01,717.7570000000001,7073.0,7073.0
