measured_on,Electricity used for energy storage Generation,Electricity used for energy storage Quantity Consumed For Electricity,Electricity used for energy storage Total Fuel Consumed
2024-01-01,-42.0,0.0,0.0
2024-02-01,-53.0,0.0,0.0
2024-03-01,-45.0,0.0,0.0
2024-04-01,-45.0,0.0,0.0
2024-05-01,-49.0,0.0,0.0
2024-06-01,-49.0,0.0,0.0
2024-07-01,-45.0,0.0,0.0
2024-08-01,-43.0,0.0,0.0
2024-09-01,-35.0,0.0,0.0
2024-10-01,-42.0,0.0,0.0
2024-11-01,-36.0,0.0,0.0
2024-12-01,-43.0,0.0,0.0
