measured_on,"Geothermal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Geothermal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Geothermal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Geothermal-Turbines Used in a Binary Cycle (including those used for geothermal applications) Generation,Geothermal-Turbines Used in a Binary Cycle (including those used for geothermal applications) Quantity Consumed For Electricity,Geothermal-Turbines Used in a Binary Cycle (including those used for geothermal applications) Total Fuel Consumed
2013-02-01,3847.546,36709.0,36709.0,3847.546,36709.0,36709.0
2013-03-01,4367.94,41675.0,41675.0,4367.94,41675.0,41675.0
2013-04-01,3990.501,38073.0,38073.0,3990.501,38073.0,38073.0
2013-05-01,4201.344,40085.0,40085.0,4201.344,40085.0,40085.0
2013-06-01,4073.564,38866.0,38866.0,4073.564,38866.0,38866.0
2013-07-01,4344.006,41446.0,41446.0,4344.006,41446.0,41446.0
2013-08-01,4314.131,41161.0,41161.0,4314.131,41161.0,41161.0
2013-09-01,4172.564,39810.0,39810.0,4172.564,39810.0,39810.0
2013-10-01,4288.148,40913.0,40913.0,4288.148,40913.0,40913.0
2013-11-01,3749.663,35776.0,35776.0,3749.663,35776.0,35776.0
2013-12-01,4130.79,39412.0,39412.0,4130.79,39412.0,39412.0
2014-01-01,3860.049,36709.0,36709.0,3860.049,36709.0,36709.0
2014-02-01,3483.82,33131.0,33131.0,3483.82,33131.0,33131.0
2014-03-01,3871.301,36816.0,36816.0,3871.301,36816.0,36816.0
2014-04-01,3862.589,36733.0,36733.0,3862.589,36733.0,36733.0
2014-05-01,3954.97,37612.0,37612.0,3954.97,37612.0,37612.0
2014-06-01,3897.511,37065.0,37065.0,3897.511,37065.0,37065.0
2014-07-01,4064.023,38649.0,38649.0,4064.023,38649.0,38649.0
2014-08-01,4051.256,38527.0,38527.0,4051.256,38527.0,38527.0
2014-09-01,3923.112,37309.0,37309.0,3923.112,37309.0,37309.0
2014-10-01,4031.167,38336.0,38336.0,4031.167,38336.0,38336.0
2014-11-01,3971.955,37773.0,37773.0,3971.955,37773.0,37773.0
2014-12-01,3972.247,37776.0,37776.0,3972.247,37776.0,37776.0
2015-01-01,3617.92,33715.0,33715.0,3617.92,33715.0,33715.0
2015-02-01,3296.917,30724.0,30724.0,3296.917,30724.0,30724.0
2015-03-01,3611.147,33652.0,33652.0,3611.147,33652.0,33652.0
2015-04-01,3250.011,30287.0,30287.0,3250.011,30287.0,30287.0
2015-05-01,3638.859,33911.0,33911.0,3638.859,33911.0,33911.0
2015-06-01,3531.284,32908.0,32908.0,3531.284,32908.0,32908.0
2015-07-01,3637.861,33901.0,33901.0,3637.861,33901.0,33901.0
2015-08-01,3618.448,33720.0,33720.0,3618.448,33720.0,33720.0
2015-09-01,3030.742,28243.0,28243.0,3030.742,28243.0,28243.0
2015-10-01,3386.724,31561.0,31561.0,3386.724,31561.0,31561.0
2015-11-01,3252.65,30311.0,30311.0,3252.65,30311.0,30311.0
2015-12-01,3347.437,31195.0,31195.0,3347.437,31195.0,31195.0
2016-01-01,3150.782,29088.0,29088.0,3150.782,29088.0,29088.0
2016-02-01,2948.564,27221.0,27221.0,2948.564,27221.0,27221.0
2016-03-01,3139.822,28987.0,28987.0,3139.822,28987.0,28987.0
2016-04-01,2886.633,26649.0,26649.0,2886.633,26649.0,26649.0
2016-05-01,3295.757,30426.0,30426.0,3295.757,30426.0,30426.0
2016-06-01,3165.944,29228.0,29228.0,3165.944,29228.0,29228.0
2016-07-01,3390.23,31299.0,31299.0,3390.23,31299.0,31299.0
2016-08-01,3399.469,31384.0,31384.0,3399.469,31384.0,31384.0
2016-09-01,3328.879,30732.0,30732.0,3328.879,30732.0,30732.0
2016-10-01,3320.177,30652.0,30652.0,3320.177,30652.0,30652.0
2016-11-01,3289.44,30368.0,30368.0,3289.44,30368.0,30368.0
2016-12-01,3486.303,32186.0,32186.0,3486.303,32186.0,32186.0
2017-01-01,3342.527,30795.0,30795.0,3342.527,30795.0,30795.0
2017-02-01,2926.213,26959.0,26959.0,2926.213,26959.0,26959.0
2017-03-01,3273.307,30157.0,30157.0,3273.307,30157.0,30157.0
2017-04-01,3173.183,29235.0,29235.0,3173.183,29235.0,29235.0
2017-05-01,3078.562,28363.0,28363.0,3078.562,28363.0,28363.0
2017-06-01,3064.347,28232.0,28232.0,3064.347,28232.0,28232.0
2017-07-01,3249.492,29938.0,29938.0,3249.492,29938.0,29938.0
2017-08-01,3229.689,29755.0,29755.0,3229.689,29755.0,29755.0
2017-09-01,3173.81,29240.0,29240.0,3173.81,29240.0,29240.0
2017-10-01,2852.517,26280.0,26280.0,2852.517,26280.0,26280.0
2017-11-01,3089.564,28464.0,28464.0,3089.564,28464.0,28464.0
2017-12-01,3205.789,29535.0,29535.0,3205.789,29535.0,29535.0
2018-01-01,5920.081,53896.0,53896.0,2245.541,20443.0,20443.0
2018-02-01,5637.797,51327.0,51327.0,2138.466,19469.0,19469.0
2018-03-01,6020.353,54809.0,54809.0,2283.573,20790.0,20790.0
2018-04-01,5231.017,47623.0,47623.0,1984.171,18064.0,18064.0
2018-05-01,6155.401,56039.0,56039.0,2334.798,21256.0,21256.0
2018-06-01,5878.002,53513.0,53513.0,2229.578,20298.0,20298.0
2018-07-01,6122.791,55742.0,55742.0,2322.429,21143.0,21143.0
2018-08-01,6090.235,55445.0,55445.0,2310.08,21031.0,21031.0
2018-09-01,5905.931,53768.0,53768.0,2240.172,20395.0,20395.0
2018-10-01,5663.442,51560.0,51560.0,2148.194,19557.0,19557.0
2018-11-01,5872.673,53465.0,53465.0,2227.557,20280.0,20280.0
2018-12-01,6228.277,56702.0,56702.0,2362.441,21508.0,21508.0
2019-01-01,4882.446,43478.0,43478.0,1851.99,16492.0,16492.0
2019-02-01,4540.515,40433.0,40433.0,1722.29,15337.0,15337.0
2019-03-01,5007.932,44596.0,44596.0,1899.588,16916.0,16916.0
2019-04-01,4579.009,40776.0,40776.0,1736.891,15467.0,15467.0
2019-05-01,4863.425,43309.0,43309.0,1844.775,16428.0,16428.0
2019-06-01,4767.744,42457.0,42457.0,1808.481,16105.0,16105.0
2019-07-01,4943.468,44022.0,44022.0,1875.137,16698.0,16698.0
2019-08-01,5006.718,44585.0,44585.0,1899.128,16912.0,16912.0
2019-09-01,4906.39,43691.0,43691.0,1861.072,16573.0,16573.0
2019-10-01,3911.539,34832.0,34832.0,1483.709,13212.0,13212.0
2019-11-01,3425.864,30507.0,30507.0,1299.485,11572.0,11572.0
2019-12-01,4279.95,38113.0,38113.0,1623.454,14457.0,14457.0
2020-01-01,3184.088,27915.0,27915.0,1207.773,10589.0,10589.0
2020-02-01,3490.163,30598.0,30598.0,1323.872,11606.0,11606.0
2020-03-01,4428.226,38822.0,38822.0,1679.694,14726.0,14726.0
2020-04-01,4255.289,37306.0,37306.0,1614.096,14151.0,14151.0
2020-05-01,4215.806,36960.0,36960.0,1599.12,14019.0,14019.0
2020-06-01,3926.588,34424.0,34424.0,1489.415,13058.0,13058.0
2020-07-01,4243.788,37205.0,37205.0,1609.734,14113.0,14113.0
2020-08-01,4258.287,37332.0,37332.0,1615.234,14161.0,14161.0
2020-09-01,3996.974,35041.0,35041.0,1516.114,13292.0,13292.0
2020-10-01,3839.43,33660.0,33660.0,1456.355,12768.0,12768.0
2020-11-01,4224.787,37039.0,37039.0,1602.527,14049.0,14049.0
2020-12-01,4136.574,36265.0,36265.0,1569.066,13756.0,13756.0
2021-01-01,0.0,0.0,0.0,6022.744,53265.0,53265.0
2021-02-01,0.0,0.0,0.0,5969.144,52791.0,52791.0
2021-03-01,0.0,0.0,0.0,5952.466,52644.0,52644.0
2021-04-01,0.0,0.0,0.0,5974.399,52838.0,52838.0
2021-05-01,0.0,0.0,0.0,6023.665,53273.0,53273.0
2021-06-01,0.0,0.0,0.0,6004.748,53106.0,53106.0
2021-07-01,0.0,0.0,0.0,6515.339,57622.0,57622.0
2021-08-01,0.0,0.0,0.0,6417.864,56760.0,56760.0
2021-09-01,0.0,0.0,0.0,6357.961,56230.0,56230.0
2021-10-01,0.0,0.0,0.0,5982.03,52905.0,52905.0
2021-11-01,0.0,0.0,0.0,6203.985,54868.0,54868.0
2021-12-01,0.0,0.0,0.0,6631.655,58650.0,58650.0
2022-01-01,0.0,0.0,0.0,6358.839,21696.0,21696.0
2022-02-01,0.0,0.0,0.0,5267.105,17971.0,17971.0
2022-03-01,0.0,0.0,0.0,5763.189,19664.0,19664.0
2022-04-01,0.0,0.0,0.0,5941.681,20273.0,20273.0
2022-05-01,0.0,0.0,0.0,6041.086,20612.0,20612.0
2022-06-01,0.0,0.0,0.0,5799.399,19788.0,19788.0
2022-07-01,0.0,0.0,0.0,6113.639,20860.0,20860.0
2022-08-01,0.0,0.0,0.0,6052.205,20650.0,20650.0
2022-09-01,0.0,0.0,0.0,5846.55,19948.0,19948.0
2022-10-01,0.0,0.0,0.0,5962.884,20345.0,20345.0
2022-11-01,0.0,0.0,0.0,5845.402,19945.0,19945.0
2022-12-01,0.0,0.0,0.0,6239.021,21288.0,21288.0
2023-01-01,0.0,0.0,0.0,6840.0,23338.0,23338.0
2023-02-01,0.0,0.0,0.0,5761.0,19657.0,19657.0
2023-03-01,0.0,0.0,0.0,6284.0,21441.0,21441.0
2023-04-01,0.0,0.0,0.0,5959.0,20332.0,20332.0
2023-05-01,0.0,0.0,0.0,5662.0,19319.0,19319.0
2023-06-01,0.0,0.0,0.0,5614.0,19155.0,19155.0
2023-07-01,0.0,0.0,0.0,5016.0,17115.0,17115.0
2023-08-01,0.0,0.0,0.0,4210.0,14365.0,14365.0
2023-09-01,0.0,0.0,0.0,4943.0,16866.0,16866.0
2023-10-01,0.0,0.0,0.0,5845.0,19943.0,19943.0
2023-11-01,0.0,0.0,0.0,6016.0,20527.0,20527.0
2023-12-01,0.0,0.0,0.0,6365.0,21717.0,21717.0
2024-01-01,0.0,0.0,0.0,3346.0,11417.0,11417.0
2024-02-01,0.0,0.0,0.0,2981.0,10171.0,10171.0
2024-03-01,0.0,0.0,0.0,3851.0,13140.0,13140.0
2024-04-01,0.0,0.0,0.0,4074.0,13900.0,13900.0
2024-05-01,0.0,0.0,0.0,4084.0,13935.0,13935.0
2024-06-01,0.0,0.0,0.0,3702.0,12631.0,12631.0
2024-07-01,0.0,0.0,0.0,2918.0,9956.0,9956.0
2024-08-01,0.0,0.0,0.0,3221.0,10990.0,10990.0
2024-09-01,0.0,0.0,0.0,3538.0,12072.0,12072.0
2024-10-01,0.0,0.0,0.0,3857.0,13160.0,13160.0
2024-11-01,0.0,0.0,0.0,4190.0,14296.0,14296.0
2024-12-01,0.0,0.0,0.0,4654.0,15879.0,15879.0
