measured_on,"Geothermal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Geothermal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Geothermal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Geothermal-Turbines Used in a Binary Cycle (including those used for geothermal applications) Generation,Geothermal-Turbines Used in a Binary Cycle (including those used for geothermal applications) Quantity Consumed For Electricity,Geothermal-Turbines Used in a Binary Cycle (including those used for geothermal applications) Total Fuel Consumed
2003-01-01,6068.0,62142.39,62142.39,,,
2003-02-01,5521.0,56540.56,56540.56,,,
2003-03-01,1409.0,14429.57,14429.57,,,
2003-04-01,0.0,0.0,0.0,,,
2003-05-01,4282.0,43851.96,43851.96,,,
2003-06-01,6529.0,66863.49,66863.49,,,
2003-07-01,6559.0,67170.72,67170.72,,,
2003-08-01,6144.0,62920.7,62920.7,,,
2003-09-01,6664.0,68246.02,68246.02,,,
2003-10-01,7291.0,74667.13,74667.13,,,
2003-11-01,7174.0,73468.93,73468.93,,,
2003-12-01,6611.0,67703.25,67703.25,,,
2005-01-01,5191.048000000001,51905.29,51905.29,,,
2005-02-01,4383.1810000000005,43827.43,43827.43,,,
2005-03-01,4962.152,49616.56,49616.56,,,
2005-04-01,4964.85,49643.54,49643.54,,,
2005-05-01,5272.175,52716.48,52716.48,,,
2005-06-01,5206.25,52057.29,52057.29,,,
2005-07-01,5325.148,53246.15,53246.15,,,
2005-08-01,5259.8330000000005,52593.07,52593.07,,,
2005-09-01,5147.064,51465.49,51465.49,,,
2005-10-01,5271.8730000000005,52713.46,52713.46,,,
2005-11-01,5117.143,51166.31,51166.31,,,
2005-12-01,5260.282,52597.56,52597.56,,,
2006-01-01,6184.31,61342.17,61342.17,,,
2006-02-01,5605.376,55599.72,55599.72,,,
2006-03-01,6335.992,62846.7,62846.7,,,
2006-04-01,5668.776,56228.59,56228.59,,,
2006-05-01,5514.094,54694.3,54694.3,,,
2006-06-01,5985.209,59367.29,59367.29,,,
2006-07-01,6288.01,62370.77,62370.77,,,
2006-08-01,6420.691000000001,63686.83,63686.83,,,
2006-09-01,6076.372,60271.53,60271.53,,,
2006-10-01,6332.879,62815.83,62815.83,,,
2006-11-01,6133.67,60839.87,60839.87,,,
2006-12-01,6399.62,63477.83,63477.83,,,
2007-01-01,8551.313,84521.18,84521.18,,,
2007-02-01,7456.48,73699.85,73699.85,,,
2007-03-01,7953.168000000001,78609.11,78609.11,,,
2007-04-01,7735.014,76452.88,76452.88,,,
2007-05-01,7798.522,77080.59,77080.59,,,
2007-06-01,8337.06,82403.5,82403.5,,,
2007-07-01,8380.543,82833.29,82833.29,,,
2007-08-01,8356.844000000001,82599.05,82599.05,,,
2007-09-01,8191.857,80968.31,80968.31,,,
2007-10-01,8465.388,83671.89,83671.89,,,
2007-11-01,8110.082,80160.05,80160.05,,,
2007-12-01,8362.729000000001,82657.21,82657.21,,,
2008-01-01,8948.69,88180.39,88180.39,0.0,0.0,0.0
2008-02-01,8094.445000000001,79762.66,79762.66,0.0,0.0,0.0
2008-03-01,8511.761,83874.89,83874.89,0.0,0.0,0.0
2008-04-01,8208.233,80883.93000000001,80883.93000000001,0.0,0.0,0.0
2008-05-01,8503.993,83798.35,83798.35,0.0,0.0,0.0
2008-06-01,8634.294,85082.33,85082.33,0.0,0.0,0.0
2008-07-01,8799.482,86710.1,86710.1,0.0,0.0,0.0
2008-08-01,8693.842,85669.12,85669.12,0.0,0.0,0.0
2008-09-01,8443.923,83206.42,83206.42,0.0,0.0,0.0
2008-10-01,8733.135,86056.31,86056.31,0.0,0.0,0.0
2008-11-01,8341.123,82193.43000000001,82193.43000000001,0.0,0.0,0.0
2008-12-01,8489.079,83651.38,83651.38,0.0,0.0,0.0
2009-01-01,8848.181,86358.25,86358.25,0.0,0.0,0.0
2009-02-01,8015.124000000001,78227.61,78227.61,0.0,0.0,0.0
2009-03-01,8911.792000000001,86979.09,86979.09,0.0,0.0,0.0
2009-04-01,8492.354000000001,82885.38,82885.38,0.0,0.0,0.0
2009-05-01,8664.006000000001,84560.7,84560.7,0.0,0.0,0.0
2009-06-01,8387.453,81861.54,81861.54,0.0,0.0,0.0
2009-07-01,8841.118,86289.31,86289.31,0.0,0.0,0.0
2009-08-01,8760.365,85501.16,85501.16,0.0,0.0,0.0
2009-09-01,8522.456,83179.17,83179.17,0.0,0.0,0.0
2009-10-01,8756.105,85459.58,85459.58,0.0,0.0,0.0
2009-11-01,8579.105,83732.06,83732.06,0.0,0.0,0.0
2009-12-01,9172.941,89527.9,89527.9,0.0,0.0,0.0
2010-01-01,9516.92,92847.0,92847.0,0.0,0.0,0.0
2010-02-01,8549.092,83405.0,83405.0,0.0,0.0,0.0
2010-03-01,9318.938,90916.0,90916.0,0.0,0.0,0.0
2010-04-01,8819.443000000001,86042.0,86042.0,0.0,0.0,0.0
2010-05-01,9261.754,90358.0,90358.0,0.0,0.0,0.0
2010-06-01,8972.485,87536.0,87536.0,0.0,0.0,0.0
2010-07-01,9228.115,90029.0,90029.0,0.0,0.0,0.0
2010-08-01,9288.416000000001,90618.0,90618.0,0.0,0.0,0.0
2010-09-01,9009.821,87900.0,87900.0,0.0,0.0,0.0
2010-10-01,8630.833,84202.0,84202.0,0.0,0.0,0.0
2010-11-01,9032.18,88118.0,88118.0,0.0,0.0,0.0
2010-12-01,9444.003,92136.0,92136.0,0.0,0.0,0.0
2011-01-01,9683.271,94083.0,94083.0,0.0,0.0,0.0
2011-02-01,8785.677,85362.0,85362.0,0.0,0.0,0.0
2011-03-01,9681.906,94069.0,94069.0,0.0,0.0,0.0
2011-04-01,8869.277,86174.0,86174.0,0.0,0.0,0.0
2011-05-01,9516.882,92466.0,92466.0,0.0,0.0,0.0
2011-06-01,8789.279,85397.0,85397.0,0.0,0.0,0.0
2011-07-01,9349.195,90837.0,90837.0,0.0,0.0,0.0
2011-08-01,9353.438,90878.0,90878.0,0.0,0.0,0.0
2011-09-01,8950.167,86960.0,86960.0,0.0,0.0,0.0
2011-10-01,9397.289,91304.0,91304.0,0.0,0.0,0.0
2011-11-01,9191.362,89303.0,89303.0,0.0,0.0,0.0
2011-12-01,9560.257,92887.0,92887.0,0.0,0.0,0.0
2012-01-01,8626.223,82087.0,82087.0,0.0,0.0,0.0
2012-02-01,8109.515,77170.0,77170.0,0.0,0.0,0.0
2012-03-01,8817.254,83905.0,83905.0,0.0,0.0,0.0
2012-04-01,8647.939,82294.0,82294.0,0.0,0.0,0.0
2012-05-01,8906.299,84752.0,84752.0,0.0,0.0,0.0
2012-06-01,8588.655,81730.0,81730.0,0.0,0.0,0.0
2012-07-01,8967.194,85332.0,85332.0,0.0,0.0,0.0
2012-08-01,8870.717,84414.0,84414.0,0.0,0.0,0.0
2012-09-01,8757.207,83334.0,83334.0,0.0,0.0,0.0
2012-10-01,8919.391,84877.0,84877.0,0.0,0.0,0.0
2012-11-01,8895.086,84646.0,84646.0,0.0,0.0,0.0
2012-12-01,9208.52,87628.0,87628.0,0.0,0.0,0.0
2013-01-01,4329.803,41311.0,41311.0,4329.803,41311.0,41311.0
