measured_on,"Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2021-01-01,20.688,290.0,290.0
2021-02-01,20.119,282.0,282.0
2021-03-01,15.68,221.0,221.0
2021-04-01,17.862,251.0,251.0
2021-05-01,20.444,287.0,287.0
2021-06-01,27.829,391.0,391.0
2021-07-01,30.658,431.0,431.0
2021-08-01,31.264,439.0,439.0
2021-09-01,26.419,371.0,371.0
2021-10-01,22.355,314.0,314.0
2021-11-01,18.387,258.0,258.0
2021-12-01,19.295,271.0,271.0
2022-01-01,23.645,337.0,337.0
2022-02-01,21.051,300.0,300.0
2022-03-01,16.763,239.0,239.0
2022-04-01,17.475,248.0,248.0
2022-05-01,25.815,367.0,367.0
2022-06-01,31.424,448.0,448.0
2022-07-01,37.029,528.0,528.0
2022-08-01,37.222,530.0,530.0
2022-09-01,31.376,448.0,448.0
2022-10-01,24.249,346.0,346.0
2022-11-01,22.728,324.0,324.0
2022-12-01,25.223,359.0,359.0
2023-01-01,21.492,307.0,307.0
2023-02-01,20.27,288.0,288.0
2023-03-01,20.005,284.0,284.0
2023-04-01,19.32,275.0,275.0
2023-05-01,27.583,392.0,392.0
2023-06-01,31.864,454.0,454.0
2023-07-01,34.945,497.0,497.0
2023-08-01,38.463,547.0,547.0
2023-09-01,32.402,461.0,461.0
2023-10-01,23.918,341.0,341.0
2023-11-01,22.175,316.0,316.0
2023-12-01,23.563,335.0,335.0
2024-01-01,27.302,421.0,421.0
2024-02-01,18.851,292.0,292.0
2024-03-01,21.392,331.0,331.0
2024-04-01,20.098,311.0,311.0
2024-05-01,26.854,415.0,415.0
2024-06-01,30.296,468.0,468.0
2024-07-01,32.747,506.0,506.0
2024-08-01,37.002,572.0,572.0
2024-09-01,30.702,475.0,475.0
2024-10-01,26.594,412.0,412.0
2024-11-01,21.306,330.0,330.0
2024-12-01,22.856,354.0,354.0
