measured_on,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed
2003-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2003-02-01,-11.0,0.0,0.0,0.0,0.0,0.0
2003-03-01,0.0,0.0,0.0,-137.0,0.0,0.0
2003-04-01,0.0,0.0,0.0,-113.0,0.0,0.0
2003-05-01,0.0,0.0,0.0,-85.0,0.0,0.0
2003-06-01,0.0,0.0,0.0,-85.0,0.0,0.0
2003-07-01,0.0,0.0,0.0,-89.0,0.0,0.0
2003-08-01,0.0,0.0,0.0,-94.0,0.0,0.0
2003-09-01,0.0,0.0,0.0,-71.0,0.0,0.0
2003-10-01,0.0,0.0,0.0,-78.0,0.0,0.0
2003-11-01,0.0,0.0,0.0,-86.0,0.0,0.0
2003-12-01,0.0,0.0,0.0,-110.0,0.0,0.0
2004-01-01,0.0,0.0,0.0,-142.0,0.0,0.0
2004-02-01,0.0,0.0,0.0,-114.0,24.0,24.0
2004-03-01,0.0,0.0,0.0,-90.0,0.0,0.0
2004-04-01,0.0,0.0,0.0,-70.0,18.0,18.0
2004-05-01,0.0,0.0,0.0,-68.0,10.0,10.0
2004-06-01,0.0,0.0,0.0,-16.0,2484.0,2484.0
2004-07-01,0.0,0.0,0.0,237.0,8659.0,8659.0
2004-08-01,0.0,0.0,0.0,-73.0,268.0,268.0
2004-09-01,0.0,0.0,0.0,-86.0,98.0,98.0
2004-10-01,0.0,0.0,0.0,-95.0,62.0,62.0
2004-11-01,0.0,0.0,0.0,-100.0,7.0,7.0
2004-12-01,0.0,0.0,0.0,-138.0,0.0,0.0
2005-01-01,0.0,0.0,0.0,-141.0,10.26,10.26
2005-02-01,0.0,0.0,0.0,-114.0,0.0,0.0
2005-03-01,0.0,0.0,0.0,-119.0,0.0,0.0
2005-04-01,0.0,0.0,0.0,-76.0,0.0,0.0
2005-05-01,0.0,0.0,0.0,-62.0,55.4,55.4
2005-06-01,0.0,0.0,0.0,-67.0,0.0,0.0
2005-07-01,0.0,0.0,0.0,342.0,8235.7,8235.7
2005-08-01,0.0,0.0,0.0,-11.0,2014.04,2014.04
2005-09-01,0.0,0.0,0.0,-65.0,588.92,588.92
2005-10-01,0.0,0.0,0.0,-74.0,0.0,0.0
2005-11-01,0.0,0.0,0.0,-104.0,127.22,127.22
2005-12-01,0.0,0.0,0.0,-155.0,0.0,0.0
2006-01-01,0.0,0.0,0.0,-138.0,0.0,0.0
