measured_on,Natural Gas - Fuel Cell - Natural Gas - Generation,Natural Gas - Fuel Cell - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Fuel Cell - Natural Gas - Total Fuel Consumed
2013-03-01,522.314,3597.0,3597.0
2013-04-01,449.455,3095.0,3095.0
2013-05-01,474.658,3269.0,3269.0
2013-06-01,561.554,3867.0,3867.0
2013-07-01,712.549,4906.0,4906.0
2013-08-01,726.702,5004.0,5004.0
2013-09-01,724.886,4991.0,4991.0
2013-10-01,628.969,4331.0,4331.0
2013-11-01,620.396,4272.0,4272.0
2013-12-01,722.457,4975.0,4975.0
2014-01-01,685.84,5063.0,5063.0
2014-02-01,640.455,4728.0,4728.0
2014-03-01,555.774,4103.0,4103.0
2014-04-01,528.465,3901.0,3901.0
2014-05-01,532.872,3934.0,3934.0
2014-06-01,525.319,3878.0,3878.0
2014-07-01,743.263,5487.0,5487.0
2014-08-01,767.233,5664.0,5664.0
2014-09-01,802.541,5924.0,5924.0
2014-10-01,791.698,5844.0,5844.0
2014-11-01,572.16,4224.0,4224.0
2014-12-01,622.38,4594.0,4594.0
2015-01-01,578.316,4429.0,4429.0
2015-02-01,428.226,3281.0,3281.0
2015-03-01,501.679,3844.0,3844.0
2015-04-01,481.421,3688.0,3688.0
2015-05-01,469.993,3601.0,3601.0
2015-06-01,660.892,5063.0,5063.0
2015-07-01,745.402,5710.0,5710.0
2015-08-01,786.262,6023.0,6023.0
2015-09-01,780.83,5981.0,5981.0
2015-10-01,752.172,5762.0,5762.0
2015-11-01,554.594,4249.0,4249.0
2015-12-01,593.213,4545.0,4545.0
2016-01-01,699.368,5248.0,5248.0
2016-02-01,555.036,4165.0,4165.0
2016-03-01,431.669,3238.0,3238.0
2016-04-01,412.816,3097.0,3097.0
2016-05-01,445.613,3343.0,3343.0
2016-06-01,677.924,5086.0,5086.0
2016-07-01,799.622,5999.0,5999.0
2016-08-01,884.411,6635.0,6635.0
2016-09-01,732.155,5493.0,5493.0
2016-10-01,722.217,5419.0,5419.0
2016-11-01,555.324,4167.0,4167.0
2016-12-01,628.845,4718.0,4718.0
2017-01-01,678.276,5099.0,5099.0
2017-02-01,517.713,3892.0,3892.0
2017-03-01,428.736,3223.0,3223.0
2017-04-01,382.991,2879.0,2879.0
2017-05-01,475.137,3572.0,3572.0
2017-06-01,625.114,4700.0,4700.0
2017-07-01,852.451,6409.0,6409.0
2017-08-01,962.298,7235.0,7235.0
2017-09-01,791.792,5952.0,5952.0
2017-10-01,749.88,5637.0,5637.0
2017-11-01,651.703,4900.0,4900.0
2017-12-01,690.909,5194.0,5194.0
2018-01-01,606.124,4592.0,4592.0
2018-02-01,532.191,4030.0,4030.0
2018-03-01,553.498,4192.0,4192.0
2018-04-01,416.554,3155.0,3155.0
2018-05-01,380.255,2879.0,2879.0
2018-06-01,520.172,3939.0,3939.0
2018-07-01,907.698,6874.0,6874.0
2018-08-01,839.701,6360.0,6360.0
2018-09-01,675.793,5118.0,5118.0
2018-10-01,755.383,5721.0,5721.0
2018-11-01,675.283,5114.0,5114.0
2018-12-01,680.348,5153.0,5153.0
2019-01-01,655.359,5695.0,5695.0
2019-02-01,607.656,5282.0,5282.0
2019-03-01,529.906,4606.0,4606.0
2019-04-01,371.834,3232.0,3232.0
2019-05-01,320.414,2785.0,2785.0
2019-06-01,428.451,3724.0,3724.0
2019-07-01,675.412,5871.0,5871.0
2019-08-01,793.353,6895.0,6895.0
2019-09-01,698.091,6068.0,6068.0
2019-10-01,714.996,6214.0,6214.0
2019-11-01,701.225,6095.0,6095.0
2019-12-01,727.303,6321.0,6321.0
2020-01-01,603.247,4073.0,4073.0
