measured_on,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Total Fuel Consumed,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Total Fuel Consumed,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Generation,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combined Cycle Steam Part - Natural Gas - Generation,Natural Gas - Combined Cycle Steam Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Steam Part - Natural Gas - Total Fuel Consumed
2003-01-01,0.0,0.0,0.0,,,,30266.91,259304.0,366442.0,12138.58,5960.0,5960.0
2003-02-01,6742.47,60033.0,60033.0,,,,40253.06,358418.0,358418.0,3153.47,-28854.0,9707.0
2003-03-01,0.0,0.0,0.0,,,,16164.08,170832.0,188457.0,7278.88,7631.0,7631.0
2003-04-01,0.0,0.0,0.0,,,,34686.23,380289.0,415366.0,17945.0,17918.0,17918.0
2003-05-01,3290.24,38366.0,40037.0,,,,13585.82,158444.0,165349.0,9160.68,10074.0,10074.0
2003-06-01,0.0,0.0,0.0,,,,18604.6,192563.0,201310.0,10606.95,12934.0,12934.0
2003-07-01,0.0,0.0,0.0,,,,39235.53,449087.0,468023.0,22250.83,32249.0,32249.0
2003-08-01,0.0,0.0,0.0,,,,50873.59,575282.0,597926.0,28930.25,46960.0,46960.0
2003-09-01,0.0,0.0,0.0,,,,29222.22,337400.0,352637.0,16398.82,19899.0,19899.0
2003-10-01,0.0,0.0,0.0,,,,34290.47,455371.0,482118.0,26737.08,21039.0,21039.0
2003-11-01,0.0,0.0,0.0,,,,28415.18,318535.0,343902.0,13460.69,9968.0,9968.0
2003-12-01,1257.12,13551.0,15075.0,,,,34843.37,375522.0,417762.0,16813.01,15461.0,15461.0
