measured_on,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Generation,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Distillate Fuel Oil-Combined Cycle Steam Part Generation,Distillate Fuel Oil-Combined Cycle Steam Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Steam Part Total Fuel Consumed,Natural Gas-Combined Cycle Combustion Turbine Part Generation,Natural Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Natural Gas-Combined Cycle Steam Part Generation,Natural Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Steam Part Total Fuel Consumed
2003-01-01,0.0,0.0,0.0,,,,20960.0,219834.0,219834.0,85039.0,108277.0,108277.0
2003-02-01,0.0,0.0,0.0,,,,45513.0,486904.0,486904.0,55840.0,239818.0,239818.0
2003-03-01,0.0,0.0,0.0,,,,36221.0,379901.0,379901.0,63382.0,187116.0,187116.0
2003-04-01,0.0,0.0,0.0,,,,53685.0,574337.0,574337.0,53912.0,282883.0,282883.0
2003-05-01,0.0,0.0,0.0,,,,50141.0,536429.0,536429.0,50537.0,264212.0,264212.0
2003-06-01,0.0,0.0,0.0,,,,50081.0,535795.0,535795.0,50786.0,265909.0,265909.0
2003-07-01,0.0,0.0,0.0,,,,52290.0,559435.0,559435.0,51746.0,275543.0,275543.0
2003-08-01,0.0,0.0,0.0,,,,50081.0,535810.0,535810.0,49498.0,263907.0,263907.0
2003-09-01,0.0,0.0,0.0,,,,51183.0,547605.0,547605.0,52234.0,269716.0,269716.0
2003-10-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2003-11-01,0.0,0.0,0.0,,,,13141.0,140599.0,140599.0,11836.0,69250.0,69250.0
2003-12-01,0.0,0.0,0.0,,,,53244.0,569673.0,569673.0,53715.0,280585.0,280585.0
2004-01-01,16294.369,186663.0,186663.0,,,,29273.94,385370.0,385370.0,63890.894,203427.0,203427.0
2004-02-01,1487.0240000000001,17035.0,17035.0,,,,30389.49,400056.0,400056.0,60750.62,193428.0,193428.0
2004-03-01,2101.5170000000003,24074.0,24074.0,,,,28953.207000000002,381148.0,381148.0,62598.892,199313.0,199313.0
2004-04-01,6.876,79.0,79.0,,,,27398.19,360677.0,360677.0,57260.24,182315.0,182315.0
2004-05-01,2.865,33.0,33.0,,,,37896.114,498875.0,498875.0,91404.624,291030.0,291030.0
2004-06-01,1.2710000000000001,15.0,15.0,,,,31338.764,412552.0,412552.0,74955.2,238655.0,238655.0
2004-07-01,2.644,30.0,30.0,,,,29703.835,391029.0,391029.0,73245.902,233213.0,233213.0
2004-08-01,1.8960000000000001,22.0,22.0,,,,32092.519,422475.0,422475.0,79201.674,252176.0,252176.0
2004-09-01,2.067,24.0,24.0,,,,37431.893,492764.0,492764.0,98432.8,313408.0,313408.0
2004-10-01,0.905,10.0,10.0,,,,23650.563000000002,311343.0,311343.0,46669.284,148594.0,148594.0
2004-11-01,1.431,16.0,16.0,,,,31433.546,413800.0,413800.0,64785.466,206275.0,206275.0
2004-12-01,1677.135,19213.0,19213.0,,,,32937.938,433604.0,433604.0,62159.404,197914.0,197914.0
2005-01-01,5556.467000000001,63654.69,63654.69,,,,27653.793,364042.45,364042.45,40355.343,179304.53,179304.53
2005-02-01,1909.0240000000001,21869.71,21869.71,,,,22123.213,291236.32,291236.32,32284.535,143444.79,143444.79
2005-03-01,2115.916,24239.85,24239.85,,,,30700.058,404144.35,404144.35,44800.775,199056.22,199056.22
2005-04-01,2562.975,29361.35,29361.35,,,,29142.214,383636.45,383636.45,42527.404,188955.31,188955.31
2005-05-01,2380.351,27269.22,27269.22,,,,27866.889,366847.7,366847.7,40666.315,180686.23,180686.23
2005-06-01,3089.465,35392.8,35392.8,,,,52604.714,692503.53,692503.53,76766.369,341083.91,341083.91
2005-07-01,3144.695,36025.52,36025.52,,,,69251.622,911648.18,911648.18,101059.299,449020.86,449020.86
2005-08-01,3694.2560000000003,42321.27,42321.27,,,,68794.579,905631.54,905631.54,100392.333,446057.44,446057.44
2005-09-01,2418.2960000000003,27703.91,27703.91,,,,41650.701,548301.75,548301.75,60781.112,270059.14,270059.14
2005-10-01,2685.554,30765.61,30765.61,,,,29532.821,388778.51,388778.51,43097.419,191487.97,191487.97
2005-11-01,2158.951,24732.87,24732.87,,,,25883.168,340733.43,340733.43,37771.459,167823.97,167823.97
2005-12-01,4565.048,52297.02,52297.02,,,,32356.23,425946.68,425946.68,47217.637,209794.69,209794.69
2006-01-01,38.783,451.0,451.0,,,,22566.53,280753.0,280753.0,31113.228,138241.0,138241.0
2006-02-01,20.294,236.0,236.0,,,,25509.398,317365.0,317365.0,35170.659,156268.0,156268.0
2006-03-01,17.047,198.0,198.0,,,,33615.272,418211.0,418211.0,46346.497,205924.0,205924.0
2006-04-01,32.654,380.0,380.0,,,,27817.827,346085.0,346085.0,38353.367,170410.0,170410.0
2006-05-01,30.524,355.0,355.0,,,,36643.172,455882.0,455882.0,50521.164,224473.0,224473.0
2006-06-01,27.744,323.0,323.0,,,,47200.581,587228.0,587228.0,65077.016,289147.0,289147.0
2006-07-01,40.188,468.0,468.0,,,,84463.835,1050824.0,1050824.0,116453.109,517418.0,517418.0
2006-08-01,38.982,454.0,454.0,,,,75053.565,933750.0,933750.0,103478.856,459772.0,459772.0
2006-09-01,17.909000000000002,208.0,208.0,,,,44148.032,549251.0,549251.0,60868.365,270447.0,270447.0
2006-10-01,18.918,220.0,220.0,,,,47821.078,594948.0,594948.0,65932.516,292948.0,292948.0
2006-11-01,22.276,259.0,259.0,,,,32149.708,399978.0,399978.0,44325.876000000004,196946.0,196946.0
2006-12-01,24.682000000000002,287.0,287.0,,,,32636.003,406028.0,406028.0,44996.347,199925.0,199925.0
2007-01-01,0.0,0.0,0.0,5447.5740000000005,108094.0,108094.0,33646.221,237595.0,237595.0,17871.269,117024.0,117024.0
2007-02-01,0.0,0.0,0.0,10916.739,184135.0,184135.0,30825.691,217678.0,217678.0,19262.042,107215.0,107215.0
2007-03-01,0.0,0.0,0.0,4018.7160000000003,88870.0,88870.0,44587.927,314861.0,314861.0,21250.675,155081.0,155081.0
2007-04-01,0.0,0.0,0.0,2830.5,64172.0,64172.0,36483.882,257634.0,257634.0,16960.817,126894.0,126894.0
2007-05-01,0.0,0.0,0.0,1241.814,32095.0,32095.0,43830.823000000004,309515.0,309515.0,17873.836,152447.0,152447.0
2007-06-01,0.0,0.0,0.0,1669.39,42774.0,42774.0,54069.236,381814.0,381814.0,22241.002,188057.0,188057.0
2007-07-01,0.0,0.0,0.0,1676.4740000000002,43577.0,43577.0,62768.859,443247.0,443247.0,25451.331,218315.0,218315.0
2007-08-01,0.0,0.0,0.0,1665.5210000000002,43940.0,43940.0,73568.536,519509.0,519509.0,29390.706,255877.0,255877.0
2007-09-01,0.0,0.0,0.0,1107.0720000000001,29440.0,29440.0,53916.757,380737.0,380737.0,21367.448,187527.0,187527.0
2007-10-01,0.0,0.0,0.0,613.652,16762.0,16762.0,43929.144,310209.0,310209.0,16949.216,152789.0,152789.0
2007-11-01,0.0,0.0,0.0,368.921,10233.0,10233.0,35258.154,248978.0,248978.0,13393.887,122631.0,122631.0
2007-12-01,0.0,0.0,0.0,1569.586,38876.0,38876.0,37658.77,265930.0,265930.0,16024.813,130981.0,130981.0
