measured_on,"Electricity used for energy storage-Energy Storage, Battery Generation","Electricity used for energy storage-Energy Storage, Battery Quantity Consumed For Electricity","Electricity used for energy storage-Energy Storage, Battery Total Fuel Consumed",Solar-Photovoltaic Generation,Solar-Photovoltaic Quantity Consumed For Electricity,Solar-Photovoltaic Total Fuel Consumed
2022-01-01,,,,146.081,498.0,498.0
2022-02-01,,,,130.11,444.0,444.0
2022-03-01,,,,195.469,667.0,667.0
2022-04-01,,,,205.647,702.0,702.0
2022-05-01,,,,234.942,802.0,802.0
2022-06-01,,,,265.08,904.0,904.0
2022-07-01,,,,253.017,863.0,863.0
2022-08-01,,,,224.736,767.0,767.0
2022-09-01,,,,228.776,781.0,781.0
2022-10-01,,,,204.897,699.0,699.0
2022-11-01,,,,131.95,450.0,450.0
2022-12-01,,,,85.295,291.0,291.0
2023-01-01,,,,107.0,365.0,365.0
2023-02-01,,,,135.0,461.0,461.0
2023-03-01,,,,187.0,638.0,638.0
2023-04-01,,,,226.0,771.0,771.0
2023-05-01,,,,275.0,938.0,938.0
2023-06-01,,,,278.0,949.0,949.0
2023-07-01,,,,251.0,856.0,856.0
2023-08-01,,,,238.0,812.0,812.0
2023-09-01,,,,216.0,737.0,737.0
2023-10-01,,,,164.0,560.0,560.0
2023-11-01,,,,130.0,444.0,444.0
2023-12-01,,,,108.0,368.0,368.0
2024-01-01,0.0,0.0,0.0,89.0,304.0,304.0
2024-02-01,0.0,0.0,0.0,156.0,532.0,532.0
2024-03-01,0.0,0.0,0.0,205.0,699.0,699.0
2024-04-01,0.0,0.0,0.0,215.0,734.0,734.0
2024-05-01,0.0,0.0,0.0,225.0,768.0,768.0
2024-06-01,0.0,0.0,0.0,260.0,887.0,887.0
2024-07-01,0.0,0.0,0.0,247.0,843.0,843.0
2024-08-01,0.0,0.0,0.0,254.0,867.0,867.0
2024-09-01,0.0,0.0,0.0,162.0,553.0,553.0
2024-10-01,0.0,0.0,0.0,195.0,665.0,665.0
2024-11-01,0.0,0.0,0.0,110.0,375.0,375.0
2024-12-01,0.0,0.0,0.0,85.0,290.0,290.0
