measured_on,Solar - Photovoltaic - Solar - Generation,Solar - Photovoltaic - Solar - Quantity Consumed For Electricity,Solar - Photovoltaic - Solar - Total Fuel Consumed
2017-12-01,858.0,7905.0,7905.0
2018-01-01,1215.671,11067.0,11067.0
2018-02-01,1172.77,10677.0,10677.0
2018-03-01,1735.154,15797.0,15797.0
2018-04-01,1881.893,17133.0,17133.0
2018-05-01,1663.147,15141.0,15141.0
2018-06-01,1833.955,16696.0,16696.0
2018-07-01,1767.092,16088.0,16088.0
2018-08-01,1801.807,16404.0,16404.0
2018-09-01,1473.777,13417.0,13417.0
2018-10-01,1554.362,14151.0,14151.0
2018-11-01,1130.948,10296.0,10296.0
2018-12-01,1018.424,9272.0,9272.0
2019-01-01,1060.629,9445.0,9445.0
2019-02-01,1044.269,9299.0,9299.0
2019-03-01,1621.655,14441.0,14441.0
2019-04-01,1703.75,15172.0,15172.0
2019-05-01,1837.525,16363.0,16363.0
2019-06-01,1631.673,14530.0,14530.0
2019-07-01,1737.487,15472.0,15472.0
2019-08-01,1581.864,14086.0,14086.0
2019-09-01,1619.873,14425.0,14425.0
2019-10-01,1324.567,11795.0,11795.0
2019-11-01,1185.202,10554.0,10554.0
2019-12-01,1001.506,8918.0,8918.0
2020-01-01,842.859,7389.0,7389.0
2020-02-01,888.528,7790.0,7790.0
2020-03-01,1135.102,9951.0,9951.0
2020-04-01,1447.707,12692.0,12692.0
2020-05-01,1602.332,14048.0,14048.0
2020-06-01,1404.17,12310.0,12310.0
2020-07-01,1595.184,13985.0,13985.0
2020-08-01,1338.455,11734.0,11734.0
2020-09-01,1133.127,9934.0,9934.0
2020-10-01,1121.365,9831.0,9831.0
2020-11-01,888.406,7789.0,7789.0
2020-12-01,839.765,7362.0,7362.0
2021-01-01,871.095,7704.0,7704.0
2021-02-01,881.657,7797.0,7797.0
2021-03-01,1402.585,12404.0,12404.0
2021-04-01,1922.102,16999.0,16999.0
2021-05-01,2016.915,17838.0,17838.0
2021-06-01,1704.255,15072.0,15072.0
2021-07-01,1769.096,15646.0,15646.0
2021-08-01,1616.786,14299.0,14299.0
2021-09-01,1587.593,14041.0,14041.0
2021-10-01,1314.912,11629.0,11629.0
2021-11-01,1242.385,10988.0,10988.0
2021-12-01,853.619,7549.0,7549.0
2022-01-01,1004.965,3429.0,3429.0
2022-02-01,1125.794,3841.0,3841.0
2022-03-01,1385.921,4729.0,4729.0
2022-04-01,1743.179,5948.0,5948.0
2022-05-01,1847.096,6302.0,6302.0
2022-06-01,1884.885,6431.0,6431.0
2022-07-01,1666.586,5686.0,5686.0
2022-08-01,1415.479,4830.0,4830.0
2022-09-01,1390.927,4746.0,4746.0
2022-10-01,1283.208,4378.0,4378.0
2022-11-01,853.674,2913.0,2913.0
2022-12-01,703.286,2400.0,2400.0
2023-01-01,737.0,2515.0,2515.0
2023-02-01,825.0,2815.0,2815.0
2023-03-01,1137.0,3879.0,3879.0
2023-04-01,1444.0,4927.0,4927.0
2023-05-01,1185.0,4043.0,4043.0
2023-06-01,1368.0,4668.0,4668.0
2023-07-01,602.0,2054.0,2054.0
2023-08-01,1134.0,3869.0,3869.0
2023-09-01,94.0,321.0,321.0
2023-10-01,37.0,126.0,126.0
2023-11-01,113.0,386.0,386.0
2023-12-01,515.0,1757.0,1757.0
2024-01-01,722.0,2463.0,2463.0
2024-02-01,855.0,2917.0,2917.0
2024-03-01,978.0,3337.0,3337.0
2024-04-01,1014.0,3460.0,3460.0
2024-05-01,860.0,2934.0,2934.0
2024-06-01,1367.0,4664.0,4664.0
2024-07-01,1230.0,4197.0,4197.0
2024-08-01,648.0,2211.0,2211.0
2024-09-01,167.0,570.0,570.0
2024-10-01,674.0,2300.0,2300.0
2024-11-01,633.0,2160.0,2160.0
2024-12-01,746.0,2545.0,2545.0
