measured_on,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2003-01-01,102.31,1019.0,1019.0,13.861,136.0,136.0
2003-02-01,95.778,954.0,954.0,12.976,127.0,127.0
2003-03-01,92.53,922.0,922.0,12.536000000000001,123.0,123.0
2003-04-01,88.59700000000001,883.0,883.0,12.003,118.0,118.0
2003-05-01,89.887,896.0,896.0,12.178,119.0,119.0
2003-06-01,93.799,935.0,935.0,12.708,124.0,124.0
2003-07-01,108.167,1078.0,1078.0,14.654,144.0,144.0
2003-08-01,109.668,1093.0,1093.0,14.858,146.0,146.0
2003-09-01,95.03,947.0,947.0,12.874,126.0,126.0
2003-10-01,98.536,982.0,982.0,13.35,131.0,131.0
2003-11-01,101.13600000000001,1008.0,1008.0,13.702,134.0,134.0
2003-12-01,105.561,1052.0,1052.0,14.301,140.0,140.0
2004-01-01,15.503,157.0,157.0,24.685,246.0,246.0
2004-02-01,4.496,46.0,46.0,16.244,162.0,162.0
2004-03-01,3.576,36.0,36.0,14.285,142.0,142.0
2004-04-01,8.443,86.0,86.0,29.938000000000002,298.0,298.0
2004-05-01,16.054000000000002,163.0,163.0,17.084,170.0,170.0
2004-06-01,7.963,81.0,81.0,21.046,210.0,210.0
2004-07-01,44.026,446.0,446.0,18.9,188.0,188.0
2004-08-01,5.293,54.0,54.0,5.9430000000000005,59.0,59.0
2004-09-01,16.989,172.0,172.0,16.679000000000002,166.0,166.0
2004-10-01,3.225,33.0,33.0,29.446,293.0,293.0
2004-11-01,4.27,43.0,43.0,35.762,356.0,356.0
2004-12-01,20.162000000000003,204.0,204.0,20.987000000000002,209.0,209.0
2005-01-01,82.548,605.8,605.8,6.225,158.89,158.89
2005-02-01,28.361,208.13,208.13,4.98,127.11,127.11
2005-03-01,31.435,230.69,230.69,6.9110000000000005,176.39,176.39
2005-04-01,38.076,279.43,279.43,6.56,167.44,167.44
2005-05-01,35.363,259.52,259.52,6.273000000000001,160.12,160.12
2005-06-01,45.898,336.84,336.84,11.842,302.25,302.25
2005-07-01,46.718,342.86,342.86,15.589,397.9,397.9
2005-08-01,54.883,402.78,402.78,15.486,395.27,395.27
2005-09-01,35.927,263.66,263.66,9.376000000000001,239.31,239.31
2005-10-01,39.897,292.8,292.8,6.648000000000001,169.69,169.69
2005-11-01,32.074,235.38,235.38,5.8260000000000005,148.72,148.72
2005-12-01,67.82,497.71,497.71,7.284000000000001,185.91,185.91
2006-01-01,93.667,650.0,650.0,33.033,492.0,492.0
2006-02-01,49.013000000000005,340.0,340.0,37.341,557.0,557.0
2006-03-01,41.171,286.0,286.0,49.207,734.0,734.0
2006-04-01,78.865,548.0,548.0,40.72,607.0,607.0
2006-05-01,73.71900000000001,512.0,512.0,53.639,800.0,800.0
2006-06-01,67.006,465.0,465.0,69.093,1030.0,1030.0
2006-07-01,97.05900000000001,674.0,674.0,123.64,1843.0,1843.0
2006-08-01,94.147,654.0,654.0,109.865,1638.0,1638.0
2006-09-01,43.253,300.0,300.0,64.625,963.0,963.0
2006-10-01,45.689,317.0,317.0,70.00200000000001,1044.0,1044.0
2006-11-01,53.8,374.0,374.0,47.061,702.0,702.0
2006-12-01,59.611000000000004,414.0,414.0,47.773,712.0,712.0
2007-01-01,0.0,0.0,0.0,29.971,239.0,239.0
2007-02-01,0.0,0.0,0.0,55.021,439.0,439.0
2007-03-01,0.0,0.0,0.0,31.481,251.0,251.0
2007-04-01,0.0,0.0,0.0,40.15,320.0,320.0
2007-05-01,0.0,0.0,0.0,20.566000000000003,164.0,164.0
2007-06-01,0.0,0.0,0.0,39.176,312.0,312.0
2007-07-01,0.0,0.0,0.0,39.581,316.0,316.0
2007-08-01,0.0,0.0,0.0,44.715,356.0,356.0
2007-09-01,0.0,0.0,0.0,24.771,197.0,197.0
2007-10-01,0.0,0.0,0.0,25.98,207.0,207.0
2007-11-01,0.0,0.0,0.0,26.353,210.0,210.0
2007-12-01,0.0,0.0,0.0,44.614000000000004,356.0,356.0
2008-01-01,53.59,557.0,557.0,10.471,110.0,110.0
2008-02-01,68.503,719.0,719.0,10.36,109.0,109.0
2008-03-01,27.091,284.0,284.0,16.776,176.0,176.0
2008-04-01,30.329,319.0,319.0,5.498,58.0,58.0
