measured_on,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Generation,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Quantity Consumed For Electricity,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Total Fuel Consumed
2016-04-01,258.24,2384.0,2384.0
2016-05-01,103.43,955.0,955.0
2016-06-01,110.839,1023.0,1023.0
2016-07-01,79.81,737.0,737.0
2016-08-01,62.154,574.0,574.0
2016-09-01,22.226,205.0,205.0
2016-10-01,9.14,84.0,84.0
2016-11-01,36.946,341.0,341.0
2016-12-01,143.215,1322.0,1322.0
2017-01-01,369.606,3405.0,3405.0
2017-02-01,367.89,3389.0,3389.0
2017-03-01,453.222,4176.0,4176.0
2017-04-01,630.342,5807.0,5807.0
2017-05-01,659.481,6076.0,6076.0
2017-06-01,503.857,4642.0,4642.0
2017-07-01,419.588,3866.0,3866.0
2017-08-01,263.882,2431.0,2431.0
2017-09-01,199.025,1834.0,1834.0
2017-10-01,191.506,1764.0,1764.0
2017-11-01,453.385,4177.0,4177.0
2017-12-01,351.216,3236.0,3236.0
2018-01-01,222.326,2024.0,2024.0
2018-02-01,237.924,2166.0,2166.0
2018-03-01,263.658,2400.0,2400.0
2018-04-01,316.093,2878.0,2878.0
2018-05-01,257.976,2349.0,2349.0
2018-06-01,117.699,1072.0,1072.0
2018-07-01,101.713,926.0,926.0
2018-08-01,140.203,1276.0,1276.0
2018-09-01,134.503,1225.0,1225.0
2018-10-01,200.473,1825.0,1825.0
2018-11-01,275.894,2512.0,2512.0
2018-12-01,295.538,2691.0,2691.0
2019-01-01,363.682,3239.0,3239.0
2019-02-01,337.781,3008.0,3008.0
2019-03-01,356.514,3175.0,3175.0
2019-04-01,386.57,3442.0,3442.0
2019-05-01,410.667,3657.0,3657.0
2019-06-01,292.577,2605.0,2605.0
2019-07-01,177.674,1582.0,1582.0
2019-08-01,99.929,890.0,890.0
2019-09-01,88.804,791.0,791.0
2019-10-01,193.813,1726.0,1726.0
2019-11-01,236.379,2105.0,2105.0
2019-12-01,320.61,2855.0,2855.0
2020-01-01,265.696,2329.0,2329.0
2020-02-01,226.442,1985.0,1985.0
2020-03-01,309.009,2709.0,2709.0
2020-04-01,333.404,2923.0,2923.0
2020-05-01,300.456,2634.0,2634.0
2020-06-01,99.447,872.0,872.0
2020-07-01,126.315,1107.0,1107.0
2020-08-01,68.293,599.0,599.0
2020-09-01,38.876,341.0,341.0
2020-10-01,144.592,1268.0,1268.0
2020-11-01,170.497,1495.0,1495.0
2020-12-01,229.973,2016.0,2016.0
2021-01-01,227.793,2015.0,2015.0
2021-02-01,146.318,1294.0,1294.0
2021-03-01,225.362,1993.0,1993.0
2021-04-01,278.035,2459.0,2459.0
2021-05-01,213.296,1886.0,1886.0
2021-06-01,94.53,836.0,836.0
2021-07-01,188.279,1665.0,1665.0
2021-08-01,131.822,1166.0,1166.0
2021-09-01,151.787,1342.0,1342.0
2021-10-01,162.898,1441.0,1441.0
2021-11-01,230.084,2035.0,2035.0
2021-12-01,225.796,1997.0,1997.0
2022-01-01,253.456,865.0,865.0
2022-02-01,313.478,1070.0,1070.0
2022-03-01,459.766,1569.0,1569.0
2022-04-01,526.597,1797.0,1797.0
2022-05-01,383.755,1309.0,1309.0
2022-06-01,180.974,617.0,617.0
2022-07-01,103.014,351.0,351.0
2022-08-01,90.275,308.0,308.0
2022-09-01,168.687,576.0,576.0
2022-10-01,221.084,754.0,754.0
2022-11-01,245.546,838.0,838.0
2022-12-01,355.368,1213.0,1213.0
2023-01-01,383.0,1307.0,1307.0
2023-02-01,237.0,809.0,809.0
2023-03-01,210.0,717.0,717.0
2023-04-01,249.0,850.0,850.0
2023-05-01,219.0,747.0,747.0
2023-06-01,40.0,136.0,136.0
2023-07-01,117.0,399.0,399.0
2023-08-01,5.0,17.0,17.0
2023-09-01,60.0,205.0,205.0
2023-10-01,1.0,3.0,3.0
2023-11-01,407.0,1389.0,1389.0
2023-12-01,0.0,0.0,0.0
2024-01-01,0.0,0.0,0.0
2024-02-01,0.0,0.0,0.0
2024-03-01,0.0,0.0,0.0
2024-04-01,4.0,14.0,14.0
2024-05-01,0.0,0.0,0.0
2024-06-01,0.0,0.0,0.0
2024-07-01,0.0,0.0,0.0
2024-08-01,0.0,0.0,0.0
2024-09-01,0.0,0.0,0.0
2024-10-01,0.0,0.0,0.0
2024-11-01,24.0,82.0,82.0
2024-12-01,33.0,113.0,113.0
