measured_on,"Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Generation","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Quantity Consumed For Electricity","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Total Fuel Consumed","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed"
2003-01-01,77571.0,892123.0,892123.0,197.0,2268.0,2268.0
2003-02-01,67048.0,769798.0,769798.0,212.0,2432.0,2432.0
2003-03-01,68266.181,875055.0,875055.0,185.36700000000002,2376.0,2376.0
2003-04-01,51025.0,626841.0,626841.0,245.0,3005.0,3005.0
2003-05-01,23114.0,299199.0,299199.0,517.0,6696.0,6696.0
2003-06-01,63032.0,751179.0,751179.0,95.0,1134.0,1134.0
2003-07-01,76360.0,886316.0,886316.0,,,
2003-08-01,79934.0,935736.0,935736.0,265.0,3107.0,3107.0
2003-09-01,64968.0,786074.0,786074.0,194.0,2342.0,2342.0
2003-10-01,50363.0,608622.0,608622.0,282.0,3413.0,3413.0
2003-11-01,74604.0,893670.0,893670.0,426.0,5097.0,5097.0
2003-12-01,77952.0,925850.0,925850.0,611.0,7258.0,7258.0
2005-01-01,86101.0,994375.0,994375.0,189.0,2157.6,2157.6
2005-02-01,79826.0,911825.0,911825.0,9.0,98.6,98.6
2005-03-01,74020.0,891293.7,891293.7,308.0,3625.0,3625.0
2005-04-01,38786.0,453776.4,453776.4,390.0,4471.8,4471.8
2005-05-01,49948.0,581065.0,581065.0,778.0,9320.6,9320.6
2005-06-01,50872.0,645649.2,645649.2,1035.0,13009.4,13009.4
2005-07-01,61783.0,755707.8,755707.8,573.0,6931.0,6931.0
2005-08-01,72989.0,882102.0,882102.0,94.0,1131.0,1131.0
2005-09-01,66453.0,688380.0,688380.0,222.0,2542.2,2542.2
2005-10-01,66865.0,628080.0,628080.0,431.0,4919.1,4919.1
2005-11-01,76617.0,712340.0,712340.0,193.0,2183.1,2183.1
2005-12-01,89336.0,835140.0,835140.0,152.0,1721.4,1721.4
2006-01-01,81086.0,916944.0,916944.0,392.0,4480.0,4480.0
2006-02-01,74587.0,827352.0,827352.0,286.0,3215.0,3215.0
2006-03-01,77424.0,874944.0,874944.0,281.0,3209.0,3209.0
2006-04-01,59896.0,669528.0,669528.0,487.0,5512.0,5512.0
2006-05-01,33377.0,383328.0,383328.0,642.0,7461.0,7461.0
2006-06-01,61690.0,756864.0,756864.0,427.0,5301.0,5301.0
2006-07-01,70976.0,830808.0,830808.0,592.0,7011.0,7011.0
2006-08-01,76870.0,886632.0,886632.0,651.0,7604.0,7604.0
2006-09-01,29058.0,346080.0,346080.0,649.0,7826.0,7826.0
2006-10-01,36877.0,444912.0,444912.0,1137.0,13880.0,13880.0
2006-11-01,54435.0,662375.0,662375.0,704.0,8316.0,8316.0
2006-12-01,45729.0,541775.0,541775.0,413.0,4754.0,4754.0
2007-01-01,49433.951,578475.0,578475.0,470.04900000000004,5501.0,5501.0
2007-02-01,64604.043,747275.0,747275.0,275.957,3192.0,3192.0
2007-03-01,53868.066,579525.0,579525.0,815.9340000000001,8778.0,8778.0
2007-04-01,53902.557,630300.0,630300.0,371.44300000000004,4343.0,4343.0
2007-05-01,51729.563,603275.0,603275.0,807.437,9416.0,9416.0
2007-06-01,66685.09,782375.0,782375.0,328.91,3859.0,3859.0
2007-07-01,71030.472,829375.0,829375.0,349.528,4081.0,4081.0
2007-08-01,69740.263,831000.0,831000.0,193.73700000000002,2309.0,2309.0
2007-09-01,68929.162,797175.0,797175.0,321.838,3722.0,3722.0
2007-10-01,76550.407,891355.0,891355.0,313.593,3651.0,3651.0
2007-11-01,62460.425,718875.0,718875.0,214.575,2470.0,2470.0
2007-12-01,47288.864,553652.0,553652.0,369.136,4322.0,4322.0
2008-01-01,72296.097,829816.0,829816.0,287.903,3305.0,3305.0
2008-02-01,58073.711,676333.0,676333.0,391.28900000000004,4557.0,4557.0
2008-03-01,55106.232,650454.0,650454.0,466.76800000000003,5510.0,5510.0
2008-04-01,49020.931,586030.0,586030.0,328.069,3922.0,3922.0
2008-05-01,22143.8,278002.0,278002.0,737.2,9255.0,9255.0
2008-06-01,48679.743,589361.0,589361.0,1025.257,12413.0,12413.0
2008-07-01,51410.723,635177.0,635177.0,1368.277,16905.0,16905.0
2008-08-01,16717.832000000002,212873.0,212873.0,759.168,9667.0,9667.0
2008-09-01,18374.995000000003,230241.0,230241.0,710.005,8896.0,8896.0
2008-10-01,16840.63,206446.0,206446.0,710.37,8708.0,8708.0
2008-11-01,45327.369,542602.0,542602.0,857.6310000000001,10266.0,10266.0
2008-12-01,65370.024,771747.0,771747.0,390.976,4616.0,4616.0
2009-01-01,72414.193,839128.0,839128.0,191.80700000000002,2223.0,2223.0
2009-02-01,41369.606,492834.0,492834.0,546.394,6509.0,6509.0
2009-03-01,34782.562,411730.0,411730.0,770.438,9120.0,9120.0
2009-04-01,28673.102,313472.0,313472.0,886.898,9696.0,9696.0
2009-05-01,22878.884,282092.0,282092.0,369.11600000000004,4551.0,4551.0
2009-06-01,33273.999,396503.0,396503.0,489.00100000000003,5827.0,5827.0
2009-07-01,16275.324,199112.0,199112.0,516.676,6321.0,6321.0
2009-08-01,35707.338,429118.0,429118.0,243.662,2928.0,2928.0
2009-09-01,17452.546000000002,210209.0,210209.0,456.454,5498.0,5498.0
2009-10-01,25367.699,308635.0,308635.0,425.30100000000004,5174.0,5174.0
2009-11-01,13890.921,171907.0,171907.0,285.079,3528.0,3528.0
2009-12-01,47963.135,571651.0,571651.0,380.865,4539.0,4539.0
2010-01-01,70430.351,816922.0,816922.0,412.649,4786.0,4786.0
2010-02-01,69871.526,808958.0,808958.0,256.474,2969.0,2969.0
2010-03-01,26734.892,315369.0,315369.0,290.108,3422.0,3422.0
2010-04-01,19573.805,232021.0,232021.0,352.195,4175.0,4175.0
2010-05-01,23962.784,290050.0,290050.0,317.216,3840.0,3840.0
2010-06-01,69119.012,812877.0,812877.0,268.988,3163.0,3163.0
2010-07-01,63442.066,760254.0,760254.0,292.934,3510.0,3510.0
2010-08-01,53545.166,648058.0,648058.0,382.834,4633.0,4633.0
2010-09-01,14354.651,175368.0,175368.0,261.349,3193.0,3193.0
2010-10-01,4432.17,54759.0,54759.0,131.83,1629.0,1629.0
2010-11-01,7333.734,83856.0,83856.0,244.26600000000002,2793.0,2793.0
2010-12-01,60011.139,686369.0,686369.0,395.86100000000005,4528.0,4528.0
2011-01-01,49149.949,569798.0,569798.0,391.051,4533.0,4533.0
2011-02-01,13871.473,164942.0,164942.0,177.527,2111.0,2111.0
2011-03-01,3638.029,44324.0,44324.0,97.971,1194.0,1194.0
2011-04-01,7519.859,92993.0,92993.0,162.141,2005.0,2005.0
2011-05-01,22766.836,288363.0,288363.0,478.164,6056.0,6056.0
2011-06-01,32072.041,409042.0,409042.0,532.959,6797.0,6797.0
2011-07-01,40461.836,522626.0,522626.0,471.164,6086.0,6086.0
2011-08-01,13349.731,172125.0,172125.0,137.269,1770.0,1770.0
2011-09-01,9325.39,123054.0,123054.0,277.61,3663.0,3663.0
2011-10-01,0.0,0.0,0.0,0.0,118.0,118.0
2011-11-01,20914.814,235943.0,235943.0,164.186,1852.0,1852.0
2011-12-01,883.517,14400.0,14400.0,76.483,1247.0,1247.0
2012-01-01,2903.354,36036.0,36036.0,114.646,1423.0,1423.0
2012-02-01,5757.04,66980.0,66980.0,89.96,1047.0,1047.0
2012-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-01,31777.94,344085.0,344085.0,171.06,1852.0,1852.0
2012-05-01,32687.192,381139.0,381139.0,389.808,4545.0,4545.0
2012-06-01,32176.897,382978.0,382978.0,322.103,3834.0,3834.0
2012-07-01,41091.699,488586.0,488586.0,334.301,3975.0,3975.0
2012-08-01,8878.313,118037.0,118037.0,289.687,3851.0,3851.0
2012-09-01,4890.784,63472.0,63472.0,186.216,2417.0,2417.0
2012-10-01,2025.656,27387.0,27387.0,131.344,1776.0,1776.0
2012-11-01,6206.796,76344.0,76344.0,126.204,1552.0,1552.0
2012-12-01,0.0,0.0,0.0,0.0,218.0,218.0
2013-01-01,10968.627,131927.0,131927.0,137.373,1652.0,1652.0
2013-02-01,10817.028,117147.0,117147.0,182.972,1982.0,1982.0
2013-03-01,35287.518,432706.0,432706.0,316.482,3881.0,3881.0
2013-04-01,22488.543,276647.0,276647.0,261.457,3216.0,3216.0
2013-05-01,19554.196,243542.0,243542.0,358.804,4469.0,4469.0
2013-06-01,19978.969,253817.0,253817.0,230.031,2922.0,2922.0
2013-07-01,50375.527,631528.0,631528.0,265.473,3328.0,3328.0
2013-08-01,46208.132,590726.0,590726.0,104.868,1341.0,1341.0
2013-09-01,50920.597,617787.0,617787.0,129.403,1570.0,1570.0
2013-10-01,28053.426,351699.0,351699.0,127.574,1599.0,1599.0
2013-11-01,28314.527,337092.0,337092.0,366.473,4363.0,4363.0
2013-12-01,45276.025,543162.0,543162.0,199.975,2399.0,2399.0
2014-01-01,62276.229,738027.0,738027.0,223.771,2652.0,2652.0
2014-02-01,69820.806,819973.0,819973.0,142.194,1670.0,1670.0
2014-03-01,70294.458,839105.0,839105.0,196.542,2346.0,2346.0
2014-04-01,45347.336,568825.0,568825.0,372.664,4675.0,4675.0
2014-05-01,29439.835,366539.0,366539.0,244.165,3040.0,3040.0
2014-06-01,31559.593,393142.0,393142.0,600.407,7479.0,7479.0
2014-07-01,11587.209,149854.0,149854.0,252.791,3269.0,3269.0
2014-08-01,14481.613,191550.0,191550.0,249.387,3299.0,3299.0
2014-09-01,12035.509,158435.0,158435.0,276.491,3640.0,3640.0
2014-10-01,25370.724,316012.0,316012.0,350.276,4363.0,4363.0
2014-11-01,48278.989,579956.0,579956.0,209.011,2511.0,2511.0
2014-12-01,30797.563,387027.0,387027.0,292.437,3675.0,3675.0
2015-01-01,43101.825,529915.0,529915.0,293.175,3604.0,3604.0
2015-02-01,53642.178,634746.0,634746.0,189.822,2246.0,2246.0
2015-03-01,23514.911,298344.0,298344.0,208.089,2640.0,2640.0
2015-04-01,6991.131,94109.0,94109.0,280.869,3781.0,3781.0
2015-05-01,8378.2,100638.0,100638.0,172.8,2076.0,2076.0
2015-06-01,54173.229,639163.0,639163.0,222.771,2628.0,2628.0
2015-07-01,60259.774,717311.0,717311.0,145.226,1729.0,1729.0
2015-08-01,37398.956,451473.0,451473.0,168.044,2029.0,2029.0
2015-09-01,21453.93,263520.0,263520.0,448.07,5504.0,5504.0
2015-10-01,14.53,320.0,320.0,12.47,275.0,275.0
2015-11-01,2949.601,38047.0,38047.0,118.399,1527.0,1527.0
2015-12-01,21498.945,257236.0,257236.0,282.055,3375.0,3375.0
2016-01-01,39339.693,473122.0,473122.0,374.307,4502.0,4502.0
2016-02-01,22112.593,265741.0,265741.0,249.407,2997.0,2997.0
2016-03-01,11637.093,142026.0,142026.0,195.907,2391.0,2391.0
2016-04-01,36035.716,419688.0,419688.0,187.284,2181.0,2181.0
2016-05-01,9335.724,121190.0,121190.0,227.276,2950.0,2950.0
2016-06-01,30189.128,366762.0,366762.0,542.872,6595.0,6595.0
2016-07-01,37393.826,460134.0,460134.0,483.174,5946.0,5946.0
2016-08-01,59663.964,723085.0,723085.0,120.036,1455.0,1455.0
2016-09-01,27604.455,354840.0,354840.0,329.545,4236.0,4236.0
2016-10-01,9588.484,125089.0,125089.0,190.516,2485.0,2485.0
2016-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-01,13665.484,164782.0,164782.0,249.516,3009.0,3009.0
2017-01-01,8047.33,96111.0,96111.0,120.67,1441.0,1441.0
2017-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-01,12971.528,150092.0,150092.0,131.472,1521.0,1521.0
2017-04-01,1342.101,18034.0,18034.0,34.899,469.0,469.0
2017-05-01,3016.033,43054.0,43054.0,48.967,699.0,699.0
2017-06-01,9770.21,122931.0,122931.0,132.79,1671.0,1671.0
2017-07-01,36256.915,464491.0,464491.0,214.085,2743.0,2743.0
2017-08-01,39222.769,504697.0,504697.0,72.231,929.0,929.0
2017-09-01,17568.111,217217.0,217217.0,232.889,2880.0,2880.0
2017-10-01,6653.917,86215.0,86215.0,125.083,1621.0,1621.0
2017-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-01,14939.64,177554.0,177554.0,200.36,2381.0,2381.0
2018-01-01,33155.334,384482.0,384482.0,182.666,2118.0,2118.0
2018-02-01,7269.438,83732.0,83732.0,73.562,847.0,847.0
2018-03-01,16802.268,220439.0,220439.0,500.732,6569.0,6569.0
2018-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-01,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-01,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2018-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-01,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-01,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-01,0.0,0.0,0.0,0.0,0.0,0.0
