measured_on,"Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2022-01-01,29.067,416.0,416.0
2022-02-01,25.878,370.0,370.0
2022-03-01,20.607,294.0,294.0
2022-04-01,21.481,306.0,306.0
2022-05-01,31.734,452.0,452.0
2022-06-01,38.629,551.0,551.0
2022-07-01,45.52,649.0,649.0
2022-08-01,45.757,653.0,653.0
2022-09-01,38.57,551.0,551.0
2022-10-01,29.81,426.0,426.0
2022-11-01,27.94,398.0,398.0
2022-12-01,31.007,443.0,443.0
2023-01-01,28.904,407.0,407.0
2023-02-01,27.262,386.0,386.0
2023-03-01,26.905,382.0,382.0
2023-04-01,25.985,368.0,368.0
2023-05-01,37.098,526.0,526.0
2023-06-01,42.855,607.0,607.0
2023-07-01,46.999,666.0,666.0
2023-08-01,51.73,733.0,733.0
2023-09-01,43.579,617.0,617.0
2023-10-01,32.168,456.0,456.0
2023-11-01,29.824,422.0,422.0
2023-12-01,31.691,449.0,449.0
2024-01-01,28.255,400.0,400.0
2024-02-01,19.507,277.0,277.0
2024-03-01,22.137,314.0,314.0
2024-04-01,20.798,295.0,295.0
2024-05-01,27.788,395.0,395.0
2024-06-01,31.35,445.0,445.0
2024-07-01,33.887,481.0,481.0
2024-08-01,38.29,544.0,544.0
2024-09-01,31.77,451.0,451.0
2024-10-01,27.52,391.0,391.0
2024-11-01,22.047,313.0,313.0
2024-12-01,23.651,336.0,336.0
