measured_on,"Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2003-01-01,11636.0,159027.0,159027.0
2003-02-01,10619.0,159868.0,159868.0
2003-03-01,11157.726,174854.0,174854.0
2003-04-01,10043.0,146821.0,146821.0
2003-05-01,11376.0,169218.0,169218.0
2003-06-01,12144.0,170332.0,170332.0
2003-07-01,12410.0,166668.0,166668.0
2003-08-01,12444.0,167127.0,167127.0
2003-09-01,12046.0,168955.0,168955.0
2003-10-01,11859.0,166286.0,166286.0
2003-11-01,11957.0,167697.0,167697.0
2003-12-01,11798.0,170468.0,170468.0
2004-01-01,11905.0,166286.0,166286.0
2004-02-01,11623.0,163022.0,163022.0
2004-03-01,12493.0,175219.0,175219.0
2004-04-01,8543.0,132124.0,132124.0
2004-05-01,11474.0,187400.0,187400.0
2004-06-01,10866.0,172269.0,172269.0
2004-07-01,11653.0,177444.0,177444.0
2004-08-01,11653.0,167518.0,167518.0
2004-09-01,11322.0,169482.0,169482.0
2004-10-01,11120.0,170706.0,170706.0
2004-11-01,11159.0,174616.0,174616.0
2004-12-01,11202.0,173511.0,173511.0
2005-01-01,9549.0,149455.5,149455.5
2005-02-01,9691.0,150271.5,150271.5
2005-03-01,11120.0,171462.0,171462.0
2005-04-01,8332.0,130500.5,130500.5
2005-05-01,11721.0,181109.5,181109.5
2005-06-01,11265.0,185291.5,185291.5
2005-07-01,11546.0,166430.0,166430.0
2005-08-01,11489.0,165614.0,165614.0
2005-09-01,11236.0,168427.5,168427.5
2005-10-01,11403.0,175780.0,175780.0
2005-11-01,11063.0,190459.5,190459.5
2005-12-01,11337.0,180693.0,180693.0
2006-01-01,10632.0,164543.0,164543.0
2006-02-01,10267.0,154377.0,154377.0
2006-03-01,11333.0,170859.0,170859.0
2006-04-01,10970.0,166048.0,166048.0
2006-05-01,11299.0,170893.0,170893.0
2006-06-01,8380.0,124491.0,124491.0
2006-07-01,11085.0,160616.0,160616.0
2006-08-01,11506.0,165529.0,165529.0
2006-09-01,11193.0,168513.0,168513.0
2006-10-01,11592.0,179571.0,179571.0
2006-11-01,10633.0,164297.0,164297.0
2006-12-01,10373.0,161254.0,161254.0
2007-01-01,11133.0,173868.0,173868.0
2007-02-01,10385.0,161925.0,161925.0
2007-03-01,11426.0,179954.0,179954.0
2007-04-01,9762.0,179189.0,179189.0
2007-05-01,9743.0,160659.0,160659.0
2007-06-01,10934.0,170578.0,170578.0
2007-07-01,11139.0,170476.0,170476.0
2007-08-01,11367.0,177200.0,177200.0
2007-09-01,11023.0,171165.0,171165.0
2007-10-01,10938.0,164671.0,164671.0
2007-11-01,10997.0,170085.0,170085.0
2007-12-01,11554.0,153910.0,153910.0
2008-01-01,11367.0,169967.0,169967.0
2008-02-01,10181.0,146362.0,146362.0
2008-03-01,7126.0,99281.0,99281.0
2008-04-01,10948.0,144029.0,144029.0
2008-05-01,10272.0,147024.0,147024.0
2008-06-01,9757.0,132199.0,132199.0
2008-07-01,10533.0,150941.0,150941.0
2008-08-01,9021.0,129478.0,129478.0
