measured_on,"Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Generation","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Quantity Consumed For Electricity","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Total Fuel Consumed","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed"
2003-01-01,221708.0,2181667.0,2181667.0,106.0,1048.0,1048.0
2003-02-01,196140.0,1964828.0,1964828.0,129.0,1296.0,1296.0
2003-03-01,226415.0,2264156.0,2264156.0,56.0,556.0,556.0
2003-04-01,194539.0,1942588.0,1942588.0,269.0,2682.0,2682.0
2003-05-01,107947.0,1104537.0,1104537.0,252.0,2582.0,2582.0
2003-06-01,147184.0,1497346.0,1497346.0,313.0,3180.0,3180.0
2003-07-01,165542.0,1721591.0,1721591.0,304.0,3157.0,3157.0
2003-08-01,153824.0,1593075.0,1593075.0,442.0,4573.0,4573.0
2003-09-01,149873.0,1519251.0,1519251.0,214.0,2173.0,2173.0
2003-10-01,209562.0,2035776.0,2035776.0,120.0,1168.0,1168.0
2003-11-01,183718.0,1812248.0,1812248.0,388.0,3823.0,3823.0
2003-12-01,207402.0,2046365.0,2046365.0,221.0,2177.0,2177.0
2004-01-01,204143.0,2015074.0,2015074.0,194.0,1912.0,1912.0
2004-02-01,204256.0,2058068.0,2058068.0,102.0,1024.0,1024.0
2004-03-01,182165.0,1810332.0,1810332.0,255.0,2534.0,2534.0
2004-04-01,202251.0,2003035.0,2003035.0,126.0,1249.0,1249.0
2004-05-01,112022.0,1124701.0,1124701.0,176.0,1764.0,1764.0
2004-06-01,159417.0,1607682.0,1607682.0,282.0,2842.0,2842.0
2004-07-01,183705.0,1857511.0,1857511.0,165.0,1669.0,1669.0
2004-08-01,164228.0,1658326.0,1658326.0,346.0,3499.0,3499.0
2004-09-01,169470.0,1706133.0,1706133.0,301.0,3032.0,3032.0
2004-10-01,206881.0,2043256.0,2043256.0,180.0,1783.0,1783.0
2004-11-01,151777.0,1526802.0,1526802.0,369.0,3713.0,3713.0
2004-12-01,120004.0,1209844.0,1209844.0,299.0,3014.0,3014.0
2005-01-01,115787.0,1165645.02,1165645.02,467.0,4702.07,4702.07
2005-02-01,161643.0,1613363.75,1613363.75,172.0,1717.38,1717.38
2005-03-01,197749.0,1943884.66,1943884.66,108.0,1065.96,1065.96
2005-04-01,173633.0,1724890.78,1724890.78,116.0,1154.79,1154.79
2005-05-01,62788.0,649566.86,649566.86,366.0,3784.16,3784.16
2005-06-01,169118.0,1690809.6,1690809.6,358.0,3570.97,3570.97
2005-07-01,188084.0,1923156.05,1923156.05,163.0,1670.0,1670.0
2005-08-01,196987.0,2003623.87,2003623.87,95.0,965.29,965.29
