measured_on,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2022-02-01,263.71,900.0,900.0
2022-03-01,319.292,1089.0,1089.0
2022-04-01,386.593,1319.0,1319.0
2022-05-01,396.517,1353.0,1353.0
2022-06-01,351.972,1201.0,1201.0
2022-07-01,407.705,1391.0,1391.0
2022-08-01,410.884,1402.0,1402.0
2022-09-01,357.991,1221.0,1221.0
2022-10-01,295.435,1008.0,1008.0
2022-11-01,216.565,739.0,739.0
2022-12-01,191.336,653.0,653.0
2023-01-01,196.0,669.0,669.0
2023-02-01,288.0,983.0,983.0
2023-03-01,226.0,771.0,771.0
2023-04-01,367.0,1252.0,1252.0
2023-05-01,363.0,1239.0,1239.0
2023-06-01,374.0,1276.0,1276.0
2023-07-01,417.0,1423.0,1423.0
2023-08-01,399.0,1361.0,1361.0
2023-09-01,373.0,1273.0,1273.0
2023-10-01,286.0,976.0,976.0
2023-11-01,203.0,693.0,693.0
2023-12-01,170.0,580.0,580.0
2024-01-01,214.0,730.0,730.0
2024-02-01,254.0,867.0,867.0
2024-03-01,324.0,1105.0,1105.0
2024-04-01,359.0,1225.0,1225.0
2024-05-01,428.0,1460.0,1460.0
2024-06-01,419.0,1430.0,1430.0
2024-07-01,273.0,931.0,931.0
2024-08-01,347.0,1184.0,1184.0
2024-09-01,367.0,1252.0,1252.0
2024-10-01,280.0,955.0,955.0
2024-11-01,201.0,686.0,686.0
2024-12-01,179.0,611.0,611.0
