measured_on,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed
2002-01-01,343.033,3583.0,3583.0
2002-02-01,291.86600000000004,3048.0,3048.0
2002-03-01,309.194,3229.0,3229.0
2002-04-01,283.176,2958.0,2958.0
2002-05-01,274.791,2870.0,2870.0
2002-06-01,283.546,2962.0,2962.0
2002-07-01,275.587,2878.0,2878.0
2002-08-01,257.66200000000003,2691.0,2691.0
2002-09-01,269.704,2817.0,2817.0
2002-10-01,293.588,3066.0,3066.0
2002-11-01,304.87800000000004,3184.0,3184.0
2002-12-01,338.974,3540.0,3540.0
2003-01-01,301.06800000000004,3323.0,3323.0
2003-02-01,266.713,2944.0,2944.0
2003-03-01,275.475,3041.0,3041.0
2003-04-01,241.89800000000002,2670.0,2670.0
2003-05-01,237.399,2620.0,2620.0
2003-06-01,225.89700000000002,2493.0,2493.0
2003-07-01,241.76600000000002,2668.0,2668.0
2003-08-01,231.46800000000002,2555.0,2555.0
2003-09-01,247.58800000000002,2733.0,2733.0
2003-10-01,266.896,2946.0,2946.0
2003-11-01,280.052,3091.0,3091.0
2003-12-01,312.778,3452.0,3452.0
2004-01-01,224.01600000000002,2934.0,2934.0
2004-02-01,289.771,3795.0,3795.0
2004-03-01,260.059,3406.0,3406.0
2004-04-01,176.333,2310.0,2310.0
2004-05-01,191.226,2505.0,2505.0
2004-06-01,183.685,2406.0,2406.0
2004-07-01,292.528,3831.0,3831.0
2004-08-01,309.68100000000004,4056.0,4056.0
2004-09-01,252.197,3303.0,3303.0
2004-10-01,184.45600000000002,2416.0,2416.0
2004-11-01,107.209,1404.0,1404.0
2004-12-01,103.84,1360.0,1360.0
2005-01-01,385.78700000000003,5152.21,5152.21
2005-02-01,132.544,1770.14,1770.14
2005-03-01,146.90900000000002,1961.97,1961.97
2005-04-01,177.948,2376.51,2376.51
2005-05-01,165.268,2207.17,2207.17
2005-06-01,214.502,2864.7,2864.7
2005-07-01,218.33700000000002,2915.9,2915.9
2005-08-01,256.493,3425.48,3425.48
2005-09-01,167.90300000000002,2242.35,2242.35
2005-10-01,186.459,2490.17,2490.17
2005-11-01,149.89700000000002,2001.88,2001.88
2005-12-01,316.95300000000003,4232.92,4232.92
2006-01-01,293.81,3166.0,3166.0
2006-02-01,153.74200000000002,1656.0,1656.0
2006-03-01,129.145,1391.0,1391.0
2006-04-01,247.382,2665.0,2665.0
2006-05-01,231.24,2491.0,2491.0
2006-06-01,210.181,2265.0,2265.0
2006-07-01,304.452,3280.0,3280.0
2006-08-01,295.317,3182.0,3182.0
