measured_on,Electricity used for energy storage Generation,Electricity used for energy storage Quantity Consumed For Electricity,Electricity used for energy storage Total Fuel Consumed
2019-03-01,-3.634,0.0,0.0
2019-04-01,-3.449,0.0,0.0
2019-05-01,-3.091,0.0,0.0
2019-06-01,-3.11,0.0,0.0
2019-07-01,-3.383,0.0,0.0
2019-08-01,-3.752,0.0,0.0
2019-09-01,-3.629,0.0,0.0
2019-10-01,-3.609,0.0,0.0
2019-11-01,-3.577,0.0,0.0
2019-12-01,-3.766,0.0,0.0
2020-01-01,-0.722,0.0,0.0
2020-02-01,-0.614,0.0,0.0
2020-03-01,-0.682,0.0,0.0
2020-04-01,-0.667,0.0,0.0
2020-05-01,-0.688,0.0,0.0
2020-06-01,-0.505,0.0,0.0
2020-07-01,-0.66,0.0,0.0
2020-08-01,-0.692,0.0,0.0
2020-09-01,-0.684,0.0,0.0
2020-10-01,-0.705,0.0,0.0
2020-11-01,-0.688,0.0,0.0
2020-12-01,-0.693,0.0,0.0
2021-01-01,-6.145,0.0,0.0
2021-02-01,-5.647,0.0,0.0
2021-03-01,-6.164,0.0,0.0
2021-04-01,-5.368,0.0,0.0
2021-05-01,-6.071,0.0,0.0
2021-06-01,-5.895,0.0,0.0
2021-07-01,-6.221,0.0,0.0
2021-08-01,-5.954,0.0,0.0
2021-09-01,-5.886,0.0,0.0
2021-10-01,-6.277,0.0,0.0
2021-11-01,-5.806,0.0,0.0
2021-12-01,-6.566,0.0,0.0
2022-01-01,-5.762,0.0,0.0
2022-02-01,-4.781,0.0,0.0
2022-03-01,-4.944,0.0,0.0
2022-04-01,-5.918,0.0,0.0
2022-05-01,-5.919,0.0,0.0
2022-06-01,-6.015,0.0,0.0
2022-07-01,-5.761,0.0,0.0
2022-08-01,-5.644,0.0,0.0
2022-09-01,-5.753,0.0,0.0
2022-10-01,-5.933,0.0,0.0
2022-11-01,-5.722,0.0,0.0
2022-12-01,-5.848,0.0,0.0
2023-01-01,-6.0,0.0,0.0
2023-02-01,-5.0,0.0,0.0
2023-03-01,-6.0,0.0,0.0
2023-04-01,-5.0,0.0,0.0
2023-05-01,-7.0,0.0,0.0
2023-06-01,-5.0,0.0,0.0
2023-07-01,-5.0,0.0,0.0
2023-08-01,-6.0,0.0,0.0
2023-09-01,-5.0,0.0,0.0
2023-10-01,-5.0,0.0,0.0
2023-11-01,-4.0,0.0,0.0
2023-12-01,-5.0,0.0,0.0
2024-01-01,0.0,0.0,0.0
2024-02-01,-4.0,0.0,0.0
2024-03-01,-1.0,0.0,0.0
2024-04-01,-2.0,0.0,0.0
2024-05-01,-7.0,0.0,0.0
2024-06-01,-4.0,0.0,0.0
2024-07-01,-3.0,0.0,0.0
2024-08-01,-2.0,0.0,0.0
2024-09-01,-6.0,0.0,0.0
2024-10-01,-2.0,0.0,0.0
2024-11-01,-4.0,0.0,0.0
2024-12-01,-1.0,0.0,0.0
