measured_on,"Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2003-01-01,856.94,5632.0,167870.0,,,
2003-02-01,728.1990000000001,4786.0,142650.0,,,
2003-03-01,804.663,5288.0,157629.0,,,
2003-04-01,697.9110000000001,4587.0,136717.0,,,
2003-05-01,628.017,4127.0,123025.0,,,
2003-06-01,751.02,4936.0,147121.0,,,
2003-07-01,908.0360000000001,5968.0,177880.0,,,
2003-08-01,856.298,5628.0,167744.0,,,
2003-09-01,795.795,5230.0,155892.0,,,
2003-10-01,778.2130000000001,5114.0,152448.0,,,
2003-11-01,741.741,4875.0,145303.0,,,
2003-12-01,838.164,5508.0,164192.0,,,
2004-01-01,745.20047,3314.98,211275.57,688.63853,3063.37,195239.41
2004-02-01,375.18356,1668.98,106374.8,352.74144,1569.15,100011.84
2004-03-01,257.95704,1147.51,73094.38,190.55196,847.66,53994.56
2004-04-01,347.38513,1545.32,98415.75,237.31486999999998,1055.68,67232.36
2004-05-01,804.14705,3577.2,227480.2,277.85795,1236.04,78601.52
2004-06-01,519.23905,2309.8,147205.31,471.11395,2095.72,133561.75
2004-07-01,460.37715000000003,2047.96,130677.7,685.30885,3048.56,194524.38
2004-08-01,636.60155,2831.89,180095.14,227.01845,1009.88,64223.72
2004-09-01,646.57919,2876.27,182666.91,92.47881,411.39,26126.45
2004-10-01,195.9026,871.46,55308.03,12.0134,53.44,3391.67
2004-11-01,318.97016,1418.92,90182.65,80.92684,360.0,22880.5
2004-12-01,390.81822999999997,1738.53,110421.94,60.99377,271.33,17233.2
2005-01-01,433.37718,1927.86,116098.86,375.19482,1669.03,100512.19
2005-02-01,383.66295,1706.71,102924.65,152.96705,680.47,41036.23
2005-03-01,457.94255,2037.13,122822.52,210.55545,936.64,56472.04
2005-04-01,469.10188,2086.77,125923.22,121.46512,540.33,32605.45
