measured_on,"Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2005-05-01,380.28696,1691.68,102153.87,49.85004,221.75,13390.87
2005-06-01,647.92091,2882.24,173793.91,279.88309,1245.05,75073.94
2005-07-01,834.86172,3713.84,223957.91,341.12128,1517.46,91508.34
2005-08-01,892.73299,3971.27,239444.52,401.52701,1786.17,107695.63
2005-09-01,590.72026,2627.78,158394.75,313.64274,1395.22,84099.64
2005-10-01,408.72468,1818.19,109538.22,287.49032,1278.89,77047.41
2005-11-01,366.45469,1630.15,98322.9,132.68631,590.25,35600.86
2005-12-01,396.65206,1764.48,106231.47,394.81694,1756.32,105739.99
2006-01-01,665.01067,2958.26,1466280.52,19.825329999999997,88.19,43712.83
2006-02-01,652.94137,2904.57,1462006.75,17.99263,80.04,40287.47
2006-03-01,694.7022000000001,3090.34,1594970.42,16.6588,74.11,38247.02
2006-04-01,575.3673699999999,2559.49,1340993.48,12.59363,56.02,29351.64
2006-05-01,552.53219,2457.91,1300856.77,11.328809999999999,50.4,26672.04
2006-06-01,681.03053,3029.53,1664046.68,10.601469999999999,47.16,25903.88
2006-07-01,994.90083,4425.76,2492014.69,12.33217,54.86,30889.47
2006-08-01,928.17039,4128.91,2346164.92,10.44561,46.47,26403.69
2006-09-01,686.46906,3053.72,1664134.92,11.393939999999999,50.69,27621.13
2006-10-01,750.9829000000001,3340.71,1855920.08,10.5911,47.11,26174.01
2006-11-01,675.98086,3007.06,1596339.3,13.58114,60.41,32072.07
2006-12-01,699.94668,3113.67,1559849.86,19.770319999999998,87.95,44058.69
2007-01-01,672.08,2990.0,148387.0,314.41,1400.0,69418.0
2007-02-01,634.043,2821.0,133144.0,228.287,1018.0,47939.0
2007-03-01,626.782,2788.0,139074.0,321.87800000000004,1429.0,71420.0
2007-04-01,550.135,2448.0,100775.0,371.365,1650.0,68027.0
2007-05-01,647.75,2882.0,123517.0,316.43,1405.0,60339.0
2007-06-01,599.202,2665.0,112251.0,207.83800000000002,926.0,38935.0
2007-07-01,864.407,3846.0,170962.0,60.003,266.0,11867.0
2007-08-01,778.3860000000001,3463.0,178833.0,63.574000000000005,285.0,14606.0
2007-09-01,757.3140000000001,3369.0,154744.0,83.676,371.0,17098.0
2007-10-01,905.98,4030.0,80999.0,0.0,0.0,0.0
2007-11-01,916.65,4078.0,206990.0,0.0,0.0,0.0
2007-12-01,709.864,3158.0,191491.0,9.876000000000001,46.0,2664.0
2008-01-01,853.792,3798.0,201705.0,101.658,452.0,24016.0
2008-02-01,781.1750000000001,3475.0,185544.0,96.67500000000001,430.0,22962.0
2008-03-01,893.379,3974.0,197623.0,109.601,488.0,24245.0
2008-04-01,1033.05,4595.0,266890.0,0.0,0.0,0.0
2008-05-01,696.845,3100.0,136464.0,273.15500000000003,1215.0,53493.0
2008-06-01,745.92,3318.0,128182.0,293.92,1307.0,50508.0
2008-07-01,964.1800000000001,4289.0,154230.0,0.0,0.0,0.0
2008-08-01,1052.45,4682.0,188171.0,0.0,0.0,0.0
2008-09-01,962.24,4280.0,187007.0,0.0,0.0,0.0
2008-10-01,882.7,3927.0,181445.0,0.0,0.0,0.0
2008-11-01,913.74,4065.0,199719.0,0.0,0.0,0.0
2008-12-01,0.0,0.0,206050.0,0.0,0.0,0.0
2009-01-01,0.0,0.0,153465.0,0.0,0.0,62117.0
2009-02-01,0.0,0.0,134784.0,0.0,0.0,58983.0
2009-03-01,0.0,0.0,136735.0,0.0,0.0,67456.0
2009-04-01,0.0,0.0,140173.0,0.0,0.0,48213.0
2009-05-01,388.0,1726.0,217190.0,0.0,0.0,0.0
2009-06-01,0.0,0.0,186301.0,0.0,0.0,0.0
2009-07-01,0.0,0.0,187988.0,0.0,0.0,0.0
2009-08-01,0.0,0.0,158660.0,0.0,0.0,0.0
2009-09-01,0.0,0.0,189097.0,0.0,0.0,0.0
2009-10-01,0.0,0.0,202488.0,0.0,0.0,0.0
2009-11-01,0.0,0.0,194051.0,0.0,0.0,0.0
2009-12-01,0.0,0.0,203208.0,0.0,0.0,0.0
2010-01-01,0.0,0.0,229585.0,0.0,0.0,0.0
2010-02-01,0.0,0.0,202681.0,0.0,0.0,0.0
2010-03-01,0.0,0.0,210850.0,0.0,0.0,0.0
2010-04-01,0.0,0.0,196104.0,0.0,0.0,0.0
2010-05-01,0.0,0.0,198722.0,0.0,0.0,0.0
2010-06-01,0.0,0.0,143813.0,0.0,0.0,0.0
2010-07-01,0.0,0.0,134309.0,0.0,0.0,0.0
2010-08-01,0.0,0.0,180918.0,0.0,0.0,0.0
2010-09-01,0.0,0.0,184865.0,0.0,0.0,0.0
2010-10-01,303.61,1351.0,188826.0,0.0,0.0,0.0
2010-11-01,1176.6100000000001,5234.0,211357.0,0.0,0.0,0.0
2010-12-01,956.4200000000001,4255.0,200444.0,0.0,0.0,0.0
2011-01-01,1285.456,5718.0,218097.0,0.0,0.0,0.0
2011-02-01,905.873,4030.0,153696.0,0.0,0.0,0.0
2011-03-01,1037.533,4615.0,176034.0,0.0,0.0,0.0
2011-04-01,725.685,3228.0,123124.0,0.0,0.0,0.0
2011-05-01,963.027,4284.0,163393.0,0.0,0.0,0.0
2011-06-01,1018.242,4530.0,172762.0,0.0,0.0,0.0
2011-07-01,2509.462,11163.0,425772.0,0.0,0.0,0.0
2011-08-01,1636.927,7282.0,277731.0,0.0,0.0,0.0
2011-09-01,595.856,2651.0,101097.0,0.0,0.0,0.0
2011-10-01,811.774,3611.0,137731.0,0.0,0.0,0.0
2011-11-01,1121.79,4990.0,190330.0,0.0,0.0,0.0
2011-12-01,1376.745,6124.0,233588.0,0.0,0.0,0.0
2012-01-01,-9693.904,4977.0,178624.0,0.0,0.0,0.0
2012-02-01,-10095.45,5183.0,186023.0,0.0,0.0,0.0
2012-03-01,-11205.05,5753.0,206470.0,0.0,0.0,0.0
2012-04-01,-14198.39,7290.0,261625.0,0.0,0.0,0.0
2012-05-01,-13466.41,6914.0,248138.0,0.0,0.0,0.0
2012-06-01,-14096.0,7237.0,259739.0,0.0,0.0,0.0
2012-07-01,-19381.04,9951.0,357123.0,0.0,0.0,0.0
2012-08-01,-10431.16,5356.0,192209.0,0.0,0.0,0.0
2012-09-01,-7193.765,3693.0,132556.0,0.0,0.0,0.0
2012-10-01,-5495.499,2821.0,101263.0,0.0,0.0,0.0
2012-11-01,-5536.366,2842.0,102016.0,0.0,0.0,0.0
2012-12-01,-3592.969,1845.0,66205.0,0.0,0.0,0.0
2013-01-01,1297.86,5773.0,211318.0,0.0,0.0,0.0
2013-02-01,1096.1,4876.0,191141.0,0.0,0.0,0.0
2013-03-01,1297.86,5773.0,184081.0,0.0,0.0,0.0
2013-04-01,1120.35,4984.0,189472.0,0.0,0.0,0.0
2013-05-01,1143.63,5087.0,181074.0,0.0,0.0,0.0
2013-06-01,1025.29,4561.0,159973.0,0.0,0.0,0.0
2013-07-01,1272.64,5661.0,186160.0,0.0,0.0,0.0
2013-08-01,1225.11,5450.0,180615.0,0.0,0.0,0.0
2013-09-01,1140.72,5074.0,186463.0,0.0,0.0,0.0
2013-10-01,1183.4,5264.0,184514.0,0.0,0.0,0.0
2013-11-01,1196.98,5325.0,197013.0,0.0,0.0,0.0
2013-12-01,1186.31,5277.0,196429.0,0.0,0.0,0.0
2014-01-01,-123407.0,62412.0,2254921.0,0.0,0.0,0.0
2015-01-01,-11637.7,5191.0,211548.0,0.0,0.0,0.0
2015-02-01,-12040.44,5370.0,218869.0,0.0,0.0,0.0
2015-03-01,-11766.56,5248.0,213890.0,0.0,0.0,0.0
2015-04-01,-8630.19,3849.0,156878.0,0.0,0.0,0.0
2015-05-01,-9910.357,4420.0,180148.0,0.0,0.0,0.0
2015-06-01,-11297.5,5039.0,205364.0,0.0,0.0,0.0
2015-07-01,-13697.46,6109.0,248990.0,0.0,0.0,0.0
2015-08-01,-11599.99,5174.0,210862.0,0.0,0.0,0.0
2015-09-01,-11482.7,5122.0,208730.0,0.0,0.0,0.0
2015-10-01,-12972.27,5786.0,235807.0,0.0,0.0,0.0
2015-11-01,-11939.92,5325.0,217041.0,0.0,0.0,0.0
2015-12-01,-14038.92,6262.0,255197.0,0.0,0.0,0.0
2016-01-01,-8865.83,4906.0,152366.0,0.0,0.0,0.0
2016-02-01,-8974.365,4966.0,154232.0,0.0,0.0,0.0
2016-03-01,-10214.28,5652.0,175541.0,0.0,0.0,0.0
2016-04-01,-11732.3,6492.0,201629.0,0.0,0.0,0.0
2016-05-01,-12080.55,6685.0,207614.0,0.0,0.0,0.0
2016-06-01,-11491.88,6359.0,197497.0,0.0,0.0,0.0
2016-07-01,-12937.28,7159.0,222338.0,0.0,0.0,0.0
2016-08-01,-15451.51,8550.0,265547.0,0.0,0.0,0.0
2016-09-01,-9247.279,5117.0,158922.0,0.0,0.0,0.0
2016-10-01,-8943.051,4949.0,153693.0,0.0,0.0,0.0
2016-11-01,-9274.569,5132.0,159391.0,0.0,0.0,0.0
2016-12-01,-8294.114,4589.0,142541.0,0.0,0.0,0.0
2017-01-01,-9614.244,5263.0,168740.0,0.0,0.0,0.0
2017-02-01,-7846.461,4295.0,137713.0,0.0,0.0,0.0
2017-03-01,-12410.9,6794.0,217823.0,0.0,0.0,0.0
2017-04-01,-8840.41,4840.0,155157.0,0.0,0.0,0.0
2017-05-01,-10331.93,5656.0,181335.0,0.0,0.0,0.0
2017-06-01,-11586.09,6343.0,203347.0,0.0,0.0,0.0
2017-07-01,-13808.4,7559.0,242350.0,0.0,0.0,0.0
2017-08-01,-12311.96,6740.0,216087.0,0.0,0.0,0.0
2017-09-01,-10831.71,5930.0,190107.0,0.0,0.0,0.0
2017-10-01,-11895.45,6512.0,208777.0,0.0,0.0,0.0
2017-11-01,-10055.48,5505.0,176483.0,0.0,0.0,0.0
2017-12-01,-12499.98,6843.0,219387.0,0.0,0.0,0.0
2018-01-01,-12799.85,6533.0,212893.0,0.0,0.0,0.0
2018-02-01,-11096.31,5663.0,184558.0,0.0,0.0,0.0
2018-03-01,-14715.14,7510.0,244748.0,0.0,0.0,0.0
2018-04-01,-12247.67,6251.0,203708.0,0.0,0.0,0.0
2018-05-01,-13371.02,6824.0,222392.0,0.0,0.0,0.0
2018-06-01,-11695.85,5969.0,194530.0,0.0,0.0,0.0
2018-07-01,-12893.23,6580.0,214446.0,0.0,0.0,0.0
2018-08-01,-13389.48,6833.0,222699.0,0.0,0.0,0.0
2018-09-01,-11128.6,5680.0,185096.0,0.0,0.0,0.0
2018-10-01,-10543.94,5381.0,175371.0,0.0,0.0,0.0
2018-11-01,-9380.03,4787.0,156012.0,0.0,0.0,0.0
2018-12-01,-10330.89,5272.0,171828.0,0.0,0.0,0.0
2019-01-01,1123.079,5725.0,198148.0,0.0,0.0,0.0
2019-02-01,960.25,4895.0,169420.0,0.0,0.0,0.0
2019-03-01,1028.959,5245.0,181542.0,0.0,0.0,0.0
2019-04-01,1062.157,5415.0,187399.0,0.0,0.0,0.0
2019-05-01,1005.968,5128.0,177486.0,0.0,0.0,0.0
2019-06-01,1047.593,5340.0,184829.0,0.0,0.0,0.0
2019-07-01,1430.075,7290.0,252312.0,0.0,0.0,0.0
2019-08-01,1339.327,6828.0,236300.0,0.0,0.0,0.0
2019-09-01,1062.611,5417.0,187479.0,0.0,0.0,0.0
2019-10-01,1250.849,6377.0,220690.0,0.0,0.0,0.0
2019-11-01,1135.152,5787.0,200278.0,0.0,0.0,0.0
2019-12-01,1192.18,6078.0,210339.0,0.0,0.0,0.0
2020-01-01,-12630.14,7241.0,240950.0,0.0,0.0,0.0
2020-02-01,-11116.86,6374.0,212079.0,0.0,0.0,0.0
2020-03-01,-10578.28,6065.0,201804.0,0.0,0.0,0.0
2020-04-01,-9410.848,5395.0,179533.0,0.0,0.0,0.0
2020-05-01,-9535.72,5467.0,181915.0,0.0,0.0,0.0
2020-06-01,-10398.58,5962.0,198376.0,0.0,0.0,0.0
2020-07-01,-13991.64,8022.0,266922.0,0.0,0.0,0.0
2020-08-01,-11176.07,6407.0,213209.0,0.0,0.0,0.0
2020-09-01,-9686.008,5553.0,184782.0,0.0,0.0,0.0
2020-10-01,-10595.09,6074.0,202125.0,0.0,0.0,0.0
2020-11-01,-8101.875,4645.0,154561.0,0.0,0.0,0.0
2020-12-01,-10084.9,5782.0,192392.0,0.0,0.0,0.0
