measured_on,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Generation,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Distillate Fuel Oil-Combined Cycle Steam Part Generation,Distillate Fuel Oil-Combined Cycle Steam Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Steam Part Total Fuel Consumed,Jet Fuel-Combined Cycle Combustion Turbine Part Generation,Jet Fuel-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Jet Fuel-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Jet Fuel-Combined Cycle Steam Part Generation,Jet Fuel-Combined Cycle Steam Part Quantity Consumed For Electricity,Jet Fuel-Combined Cycle Steam Part Total Fuel Consumed,Natural Gas-Combined Cycle Combustion Turbine Part Generation,Natural Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Natural Gas-Combined Cycle Steam Part Generation,Natural Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Steam Part Total Fuel Consumed,Other Gases-Combined Cycle Combustion Turbine Part Generation,Other Gases-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Other Gases-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Other Gases-Combined Cycle Steam Part Generation,Other Gases-Combined Cycle Steam Part Quantity Consumed For Electricity,Other Gases-Combined Cycle Steam Part Total Fuel Consumed
2021-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1067.0,14822.0,14822.0,309.0,0.0,0.0,,,,,,
2021-04-01,75.579,1051.0,1051.0,11.551,0.0,0.0,,,,,,,1069.421,14869.0,14869.0,163.449,0.0,0.0,,,,,,
2021-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,8626.0,157124.0,157124.0,8626.0,0.0,0.0,,,,,,
2021-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,20792.0,408424.0,408424.0,20792.0,0.0,0.0,,,,,,
2021-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,16516.0,302989.0,302989.0,16516.0,0.0,0.0,,,,,,
2021-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,32040.0,569019.0,569019.0,32040.0,0.0,0.0,,,,,,
2021-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,4506.0,88017.0,88017.0,4506.0,0.0,0.0,,,,,,
2021-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,4834.0,91408.0,91408.0,4834.0,0.0,0.0,,,,,,
2021-11-01,8.849,204.0,204.0,8.849,0.0,0.0,,,,,,,3151.151,72764.0,72764.0,3151.151,0.0,0.0,,,,,,
2021-12-01,9.983,146.0,146.0,1.741,0.0,0.0,,,,,,,1085.017,15862.0,15862.0,189.259,0.0,0.0,,,,,,
2022-01-01,825.427,10998.0,10998.0,229.34,0.0,0.0,,,,,,,9.573,128.0,128.0,2.66,0.0,0.0,,,,,,
2022-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,806.0,10490.0,10490.0,253.0,0.0,0.0,,,,,,
2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,516.0,6776.0,6776.0,173.0,0.0,0.0,,,,,,
2022-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2077.0,27174.0,27174.0,840.0,0.0,0.0,,,,,,
2022-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,3431.0,45069.0,45069.0,1267.0,0.0,0.0,,,,,,
2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,13586.0,185219.0,185219.0,5155.0,0.0,0.0,,,,,,
2022-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,69461.0,906810.0,906810.0,29566.0,0.0,0.0,,,,,,
2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,55226.0,735519.0,735519.0,23473.0,0.0,0.0,,,,,,
2022-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,13123.0,173739.0,173739.0,5398.0,0.0,0.0,,,,,,
2022-10-01,7.441,98.0,98.0,2.972,0.0,0.0,,,,,,,9642.559,127114.0,127114.0,3852.028,0.0,0.0,,,,,,
2022-11-01,19.559,300.0,300.0,4.945,0.0,0.0,,,,,,,514.441,7891.0,7891.0,130.055,0.0,0.0,,,,,,
2022-12-01,2621.649,38249.0,38249.0,886.122,0.0,0.0,,,,,,,591.351,8628.0,8628.0,199.878,0.0,0.0,,,,,,
2023-01-01,30.33,421.0,421.0,7.457,0.0,0.0,,,,,,,453.67,6300.0,6300.0,111.543,0.0,0.0,,,,,,
2023-02-01,11.478,156.0,156.0,3.597,0.0,0.0,,,,,,,639.522,8680.0,8680.0,200.403,0.0,0.0,,,,,,
2023-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2714.0,35587.0,35587.0,773.0,0.0,0.0,,,,,,
2023-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1612.0,21449.0,21449.0,464.0,0.0,0.0,,,,,,
2023-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,968.0,12763.0,12763.0,356.0,0.0,0.0,,,,,,
2023-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,10318.0,136834.0,136834.0,3947.0,0.0,0.0,,,,,,
2023-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,60486.0,786284.0,786284.0,25774.0,0.0,0.0,,,,,,
2023-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,31069.0,404305.0,404305.0,12891.0,0.0,0.0,,,,,,
2023-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,16269.0,206203.0,206203.0,6835.0,0.0,0.0,,,,,,
2023-10-01,78.32,987.0,987.0,30.319,0.0,0.0,,,,,,,31183.68,392850.0,392850.0,12071.681,0.0,0.0,,,,,,
2023-11-01,11.238,144.0,144.0,4.233,0.0,0.0,,,,,,,13325.762,171042.0,171042.0,5018.767,0.0,0.0,,,,,,
2023-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,655.0,8347.0,8347.0,186.0,0.0,0.0,,,,,,
2024-01-01,212.898,2793.0,2793.0,47.638,0.0,0.0,,,,,,,654.102,8580.0,8580.0,146.362,0.0,0.0,,,,,,
2024-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,645.0,8171.0,8171.0,170.0,0.0,0.0,,,,,,
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1472.0,19334.0,19334.0,460.0,0.0,0.0,,,,,,
2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,637.0,7863.0,7863.0,203.0,0.0,0.0,,,,,,
2024-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,6800.0,88899.0,88899.0,2653.0,0.0,0.0,,,,,,
2024-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,22351.0,290442.0,290442.0,8952.0,0.0,0.0,,,,,,
2024-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,42077.0,517955.0,517955.0,17231.0,0.0,0.0,,,,,,
2024-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,25233.0,320670.0,320670.0,10123.0,0.0,0.0,,,,,,
2024-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,3152.0,41232.0,41232.0,1295.0,0.0,0.0,,,,,,
2024-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,16771.0,217375.0,217375.0,6806.0,0.0,0.0,,,,,,
2024-11-01,151.247,2002.0,2002.0,56.608,0.0,0.0,,,,,,,3308.753,43801.0,43801.0,1238.392,0.0,0.0,,,,,,
2024-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1082.0,15781.0,15781.0,292.0,0.0,0.0,,,,,,
