measured_on,Hydroelectric Generation,Hydroelectric Quantity Consumed For Electricity,Hydroelectric Total Fuel Consumed
2001-01-01,236.13400000000001,2439.97,2439.97
2001-02-01,185.45,1916.25,1916.25
2001-03-01,262.779,2715.3,2715.3
2001-04-01,346.71700000000004,3582.63,3582.63
2001-05-01,365.071,3772.28,3772.28
2001-06-01,412.161,4258.86,4258.86
2001-07-01,400.86100000000005,4142.1,4142.1
2001-08-01,473.775,4895.52,4895.52
2001-09-01,418.305,4322.35,4322.35
2001-10-01,403.754,4171.99,4171.99
2001-11-01,344.6,3560.75,3560.75
2001-12-01,439.39300000000003,4540.25,4540.25
2002-01-01,387.731,3944.39,3944.39
2002-02-01,300.976,3061.83,3061.83
2002-03-01,307.168,3124.82,3124.82
2002-04-01,311.56,3169.5,3169.5
2002-05-01,392.185,3989.7,3989.7
2002-06-01,375.047,3815.35,3815.35
2002-07-01,450.43100000000004,4582.23,4582.23
2002-08-01,419.81300000000005,4270.76,4270.76
2002-09-01,303.314,3085.61,3085.61
2002-10-01,341.23400000000004,3471.37,3471.37
2002-11-01,359.14300000000003,3653.56,3653.56
2002-12-01,340.398,3462.87,3462.87
