measured_on,"Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2006-05-01,114444.0,1301447.0,1301447.0,5042.0,57399.0,57399.0
2006-06-01,141948.0,1561494.0,1561494.0,28482.0,313658.0,313658.0
2006-07-01,250406.0,2661644.0,2661644.0,65900.0,701234.0,701234.0
2006-08-01,227083.0,2410726.0,2410726.0,64436.0,684797.0,684797.0
2006-09-01,119256.0,1396240.0,1396240.0,6877.0,80602.0,80602.0
2006-10-01,98900.0,1070817.0,1070817.0,29737.0,322321.0,322321.0
2006-11-01,57171.0,689036.0,689036.0,12212.0,147338.0,147338.0
2006-12-01,92008.0,1038253.0,1038253.0,56905.0,642827.0,642827.0
2007-01-01,54736.836,597984.0,597984.0,59696.164000000004,652163.0,652163.0
2007-02-01,41393.998,433539.0,433539.0,160681.002,1682888.0,1682888.0
2007-03-01,155566.965,1718267.0,1718267.0,39300.035,434076.0,434076.0
2007-04-01,113639.159,1223682.0,1223682.0,10226.841,110124.0,110124.0
2007-05-01,157352.521,1759852.0,1759852.0,8280.479000000001,92610.0,92610.0
2007-06-01,167149.338,1811050.0,1811050.0,32320.662,350192.0,350192.0
2007-07-01,194113.131,2109636.0,2109636.0,43158.869,469054.0,469054.0
2007-08-01,176917.387,1887929.0,1887929.0,38958.613,415737.0,415737.0
2007-09-01,136743.814,1529767.0,1529767.0,26599.186,297568.0,297568.0
2007-10-01,140624.082,1526360.0,1526360.0,9915.918,107629.0,107629.0
2007-11-01,0.0,7547.0,7547.0,0.0,0.0,0.0
2007-12-01,58091.234,716600.0,716600.0,19849.766,244862.0,244862.0
2008-01-01,96233.388,1129936.0,1129936.0,22042.612,258816.0,258816.0
2008-02-01,119890.749,1357425.0,1357425.0,7035.251,79654.0,79654.0
2008-03-01,116195.346,1342379.0,1342379.0,160.654,1856.0,1856.0
2008-04-01,149944.0,1671504.0,1671504.0,0.0,0.0,0.0
2008-05-01,210573.0,2327054.0,2327054.0,0.0,0.0,0.0
2008-06-01,273518.402,2886566.0,2886566.0,24366.597999999998,257152.0,257152.0
2008-07-01,241106.0,2546277.0,2546277.0,0.0,0.0,0.0
2008-08-01,179839.257,1933721.0,1933721.0,2181.743,23459.0,23459.0
2008-09-01,214872.118,2359188.0,2359188.0,272.882,2996.0,2996.0
2008-10-01,155001.45,1750955.0,1750955.0,0.55,6.0,6.0
2008-11-01,147520.0,1656798.0,1656798.0,0.0,0.0,0.0
2008-12-01,112170.578,1287737.0,1287737.0,8103.4220000000005,93029.0,93029.0
2009-01-01,63779.476,764139.0,764139.0,46195.524,553466.0,553466.0
2009-02-01,118809.93,1366538.0,1366538.0,11616.07,133607.0,133607.0
2009-03-01,117024.13,1314277.0,1314277.0,18881.87,212059.0,212059.0
2009-04-01,113720.0,1256076.0,1256076.0,0.0,0.0,0.0
2009-05-01,129487.249,1436013.0,1436013.0,34.751000000000005,385.0,385.0
2009-06-01,54969.038,619915.0,619915.0,214.96200000000002,2424.0,2424.0
2009-07-01,222472.132,2420883.0,2420883.0,383.868,4177.0,4177.0
2009-08-01,241754.701,2604109.0,2604109.0,1346.299,14502.0,14502.0
2009-09-01,143071.0,1578805.0,1578805.0,0.0,0.0,0.0
2009-10-01,115771.0,1320128.0,1320128.0,0.0,0.0,0.0
2009-11-01,72447.0,839743.0,839743.0,0.0,0.0,0.0
2009-12-01,23211.301,289461.0,289461.0,43772.699,545877.0,545877.0
2010-01-01,79358.032,1017511.0,1017511.0,32533.968,417143.0,417143.0
2010-02-01,0.0,0.0,0.0,0.0,0.0,0.0
