measured_on,"Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2003-01-01,98748.0,996258.0,996258.0,194698.0,2005756.0,2005756.0
2003-02-01,58597.0,583820.0,583820.0,162624.0,1622048.0,1622048.0
2003-03-01,100261.0,1140599.0,1140599.0,5864.0,66780.0,66780.0
2003-04-01,146458.0,1602690.0,1602690.0,43963.0,481616.0,481616.0
2003-05-01,190850.0,2075688.0,2075688.0,9153.0,99653.0,99653.0
2003-06-01,153352.0,1696743.0,1696743.0,9027.0,101984.0,101984.0
2003-07-01,200745.0,2087861.0,2087861.0,46388.0,492641.0,492641.0
2003-08-01,225672.0,2462558.0,2462558.0,53214.0,581307.0,581307.0
2003-09-01,200155.0,2189484.0,2189484.0,10274.0,112512.0,112512.0
2003-10-01,217634.0,2808796.0,2808796.0,22883.0,251301.0,251301.0
2003-11-01,128467.0,1400627.0,1400627.0,67076.0,732098.0,732098.0
2003-12-01,35529.0,365557.0,365557.0,248563.0,2560194.0,2560194.0
2004-01-01,27305.0,280262.0,280262.0,243176.0,2498681.0,2498681.0
2004-02-01,130895.0,1424163.0,1424163.0,92193.0,1004163.0,1004163.0
2004-03-01,28078.0,298862.0,298862.0,9842.0,104870.0,104870.0
2004-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2004-05-01,85323.0,992865.0,992865.0,5600.0,65230.0,65230.0
2004-06-01,158347.0,1736802.0,1736802.0,26578.0,291829.0,291829.0
2004-07-01,182334.0,2018124.0,2018124.0,28075.0,311075.0,311075.0
2004-08-01,239904.0,2593996.0,2593996.0,28161.0,304819.0,304819.0
2004-09-01,252215.0,2744530.0,2744530.0,18371.0,200120.0,200120.0
2004-10-01,151570.0,1667428.0,1667428.0,51813.0,570623.0,570623.0
2004-11-01,123648.0,1373312.0,1373312.0,19749.0,219587.0,219587.0
2004-12-01,2012.0,20455.0,20455.0,178865.0,1768668.0,1768668.0
2005-01-01,46407.0,485985.12,485985.12,185033.0,1939788.9,1939788.9
2005-02-01,131360.0,1457925.78,1457925.78,49239.0,547079.4,547079.4
2005-03-01,177741.0,1909558.32,1909558.32,79947.0,859842.9,859842.9
2005-04-01,84814.0,895249.92,895249.92,27419.0,289730.7,289730.7
2005-05-01,159148.0,1201243.8,1201243.8,2249.0,16991.1,16991.1
2005-06-01,225196.0,2398056.72,2398056.72,46203.0,492540.3,492540.3
2005-07-01,221861.0,2324758.5,2324758.5,52216.0,547740.9,547740.9
2005-08-01,201118.0,2199550.44,2199550.44,62711.0,686592.9,686592.9
2005-09-01,120895.0,1364317.32,1364317.32,52722.0,595614.6,595614.6
2005-10-01,138664.0,1615738.14,1615738.14,13388.0,156164.4,156164.4
2005-11-01,23828.0,274469.76,274469.76,25551.0,294625.8,294625.8
2005-12-01,36767.0,375468.12,375468.12,236215.0,2414897.1,2414897.1
2006-01-01,70499.0,794324.0,794324.0,69663.0,785755.0,785755.0
2006-02-01,38550.0,444968.0,444968.0,78782.0,910325.0,910325.0
2006-03-01,172316.0,1960319.0,1960319.0,10085.0,114849.0,114849.0
2006-04-01,74663.0,915384.0,915384.0,0.0,0.0,0.0
