measured_on,"Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2022-01-01,46.236,727.0,727.0
2022-02-01,41.163,648.0,648.0
2022-03-01,32.779,516.0,516.0
2022-04-01,34.17,538.0,538.0
2022-05-01,50.478,794.0,794.0
2022-06-01,61.446,967.0,967.0
2022-07-01,72.408,1139.0,1139.0
2022-08-01,72.785,1145.0,1145.0
2022-09-01,61.353,965.0,965.0
2022-10-01,47.418,746.0,746.0
2022-11-01,44.443,700.0,700.0
2022-12-01,49.321,776.0,776.0
2023-01-01,43.867,664.0,664.0
2023-02-01,41.374,628.0,628.0
2023-03-01,40.833,619.0,619.0
2023-04-01,39.435,598.0,598.0
2023-05-01,56.302,853.0,853.0
2023-06-01,65.038,986.0,986.0
2023-07-01,71.327,1081.0,1081.0
2023-08-01,78.508,1190.0,1190.0
2023-09-01,66.138,1002.0,1002.0
2023-10-01,48.819,740.0,740.0
2023-11-01,45.263,686.0,686.0
2023-12-01,48.096,728.0,728.0
2024-01-01,33.524,553.0,553.0
2024-02-01,23.146,382.0,382.0
2024-03-01,26.266,433.0,433.0
2024-04-01,24.678,407.0,407.0
2024-05-01,32.972,544.0,544.0
2024-06-01,37.198,613.0,613.0
2024-07-01,40.209,662.0,662.0
2024-08-01,45.433,749.0,749.0
2024-09-01,37.697,622.0,622.0
2024-10-01,32.654,538.0,538.0
2024-11-01,26.16,431.0,431.0
2024-12-01,28.063,462.0,462.0
