measured_on,"Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2003-01-01,,,,20825.0,343479.0,343479.0
2003-02-01,,,,19642.0,305306.0,305306.0
2003-03-01,,,,19641.0,310892.0,310892.0
2003-04-01,,,,20185.0,322623.0,322623.0
2003-05-01,,,,14308.0,238898.0,238898.0
2003-06-01,,,,13799.0,217322.0,217322.0
2003-07-01,,,,20422.0,307654.0,307654.0
2003-08-01,,,,21166.0,343829.0,343829.0
2003-09-01,,,,17544.0,291971.0,291971.0
2003-10-01,,,,14454.0,240436.0,240436.0
2003-11-01,,,,15553.0,256950.0,256950.0
2003-12-01,,,,17897.0,306249.0,306249.0
2004-01-01,,,,18100.0,299494.0,299494.0
2004-02-01,,,,15784.0,250052.0,250052.0
2004-03-01,,,,15391.0,249583.0,249583.0
2004-04-01,,,,18747.0,272465.0,272465.0
2004-05-01,,,,17304.0,260712.0,260712.0
2004-06-01,,,,19456.0,311562.0,311562.0
2004-07-01,,,,20953.0,313628.0,313628.0
2004-08-01,,,,19913.0,297252.0,297252.0
2004-09-01,,,,18542.0,287333.0,287333.0
2004-10-01,,,,19983.0,306167.0,306167.0
2004-11-01,,,,15263.0,229893.0,229893.0
2004-12-01,,,,20783.0,328637.0,328637.0
2005-01-01,,,,17960.0,310646.7,310646.7
2005-02-01,,,,15837.0,329319.9,329319.9
2005-03-01,,,,14075.0,234343.2,234343.2
2005-04-01,,,,18954.0,305323.2,305323.2
2005-05-01,,,,17418.0,268186.1,268186.1
2005-06-01,,,,18272.0,268268.0,268268.0
2005-07-01,,,,19026.0,282300.2,282300.2
2005-08-01,,,,21710.0,321339.2,321339.2
2005-09-01,,,,15239.0,219464.7,219464.7
2005-10-01,,,,19922.0,289489.2,289489.2
2005-11-01,,,,17775.0,270907.0,270907.0
2005-12-01,,,,22788.0,357648.2,357648.2
2006-01-01,,,,19684.0,310647.0,310647.0
2006-02-01,,,,19124.0,314241.0,314241.0
2006-03-01,,,,13917.0,236809.0,236809.0
2006-04-01,,,,19608.0,312621.0,312621.0
2006-05-01,,,,19179.0,305733.0,305733.0
2006-06-01,,,,17327.0,289262.0,289262.0
2006-07-01,,,,21903.0,335235.0,335235.0
2006-08-01,,,,20399.0,313486.0,313486.0
2006-09-01,,,,18908.0,291136.0,291136.0
2006-10-01,,,,11536.0,178997.0,178997.0
2006-11-01,,,,20524.0,336354.0,336354.0
2006-12-01,,,,18574.0,309318.0,309318.0
2007-01-01,,,,19284.0,309564.0,309564.0
2007-02-01,,,,20050.0,309127.0,309127.0
2007-03-01,,,,17344.0,272463.0,272463.0
2007-04-01,,,,9839.0,166921.0,166921.0
2007-05-01,,,,8333.0,131122.0,131122.0
2007-06-01,,,,18171.0,287342.0,287342.0
2007-07-01,,,,16945.0,259614.0,259614.0
2007-08-01,,,,21337.0,322386.0,322386.0
2007-09-01,,,,18796.0,289535.0,289535.0
2007-10-01,,,,18157.0,276740.0,276740.0
2007-11-01,,,,18848.0,279552.0,279552.0
2007-12-01,,,,19323.0,287442.0,287442.0
2008-01-01,,,,21824.0,308794.0,308794.0
2008-02-01,,,,21452.0,307006.0,307006.0
2008-03-01,,,,19803.0,291466.0,291466.0
2008-04-01,,,,20533.0,303713.0,303713.0
2008-05-01,,,,16470.0,249868.0,249868.0
2008-06-01,,,,18268.0,277262.0,277262.0
2008-07-01,,,,18039.0,272821.0,272821.0
2008-08-01,,,,18792.0,297643.0,297643.0
2008-09-01,,,,13122.0,209773.0,209773.0
2008-10-01,,,,16751.0,263609.0,263609.0
2008-11-01,,,,14510.0,240440.0,240440.0
2008-12-01,,,,15081.0,239971.0,239971.0
2009-01-01,,,,15774.0,288661.0,288661.0
2009-02-01,,,,14461.0,264455.0,264455.0
2009-03-01,,,,8820.0,176922.0,176922.0
2009-04-01,,,,10347.0,217117.0,217117.0
2009-05-01,,,,11662.0,197224.0,197224.0
2009-06-01,,,,11448.0,239002.0,239002.0
2009-07-01,,,,11839.0,203876.0,203876.0
2009-08-01,,,,13233.0,241687.0,241687.0
2009-09-01,,,,8930.0,168068.0,168068.0
2009-10-01,,,,20970.0,346756.0,346756.0
2009-11-01,,,,15308.0,266803.0,266803.0
2009-12-01,,,,18295.0,310419.0,310419.0
2010-01-01,,,,21256.0,345245.0,345245.0
2010-02-01,,,,21709.0,344572.0,344572.0
2010-03-01,,,,14920.0,276422.0,276422.0
2010-04-01,,,,19011.0,353872.0,353872.0
2010-05-01,,,,22680.0,388397.0,388397.0
2010-06-01,,,,16516.0,294067.0,294067.0
2010-07-01,,,,18637.0,331531.0,331531.0
2010-08-01,,,,16806.0,297588.0,297588.0
2010-09-01,,,,10540.0,186832.0,186832.0
2010-10-01,,,,14384.0,254309.0,254309.0
2010-11-01,,,,13320.0,274101.0,274101.0
2010-12-01,,,,16574.0,289444.0,289444.0
2011-01-01,,,,17318.0,301201.0,301201.0
2011-02-01,,,,15510.0,271935.0,271935.0
2011-03-01,,,,11378.0,202002.0,202002.0
2011-04-01,,,,16005.0,282874.0,282874.0
2011-05-01,,,,16131.0,273855.0,273855.0
2011-06-01,,,,15938.0,267240.0,267240.0
2011-07-01,,,,22782.0,345738.0,345738.0
2011-08-01,,,,16046.0,256774.0,256774.0
2011-09-01,,,,11019.0,174137.0,174137.0
2011-10-01,,,,16986.0,257183.0,257183.0
2011-11-01,,,,15674.0,252760.0,252760.0
2011-12-01,,,,13314.0,221744.0,221744.0
2012-01-01,,,,14877.0,240086.0,240086.0
2012-02-01,,,,11055.0,190843.0,190843.0
2012-03-01,,,,7352.0,131417.0,131417.0
2012-04-01,,,,10612.0,191866.0,191866.0
2012-05-01,,,,12608.0,220177.0,220177.0
2012-06-01,,,,12372.0,215603.0,215603.0
2012-07-01,,,,18512.0,311856.0,311856.0
2012-08-01,,,,14140.0,240816.0,240816.0
2012-09-01,,,,11271.0,188814.0,188814.0
2012-10-01,,,,13142.0,225037.0,225037.0
2012-11-01,,,,15201.0,240104.0,240104.0
2012-12-01,,,,12970.0,200633.0,200633.0
2013-01-01,,,,12875.0,199013.0,199013.0
2013-02-01,,,,9764.0,162808.0,162808.0
2013-03-01,,,,10356.0,174137.0,174137.0
2013-04-01,,,,15699.0,254585.0,254585.0
2013-05-01,,,,17486.0,278241.0,278241.0
2013-06-01,,,,15305.0,246486.0,246486.0
2013-07-01,,,,18893.0,294830.0,294830.0
2013-08-01,,,,12810.0,210120.0,210120.0
2013-09-01,,,,10280.0,168370.0,168370.0
2013-10-01,,,,13271.0,216466.0,216466.0
2013-11-01,,,,10592.0,174289.0,174289.0
2013-12-01,,,,15312.0,245035.0,245035.0
2014-01-01,0.0,0.0,0.0,20156.0,321958.0,321958.0
2014-02-01,18.256,292.0,292.0,22058.744,352485.0,352485.0
2014-03-01,0.0,0.0,0.0,15895.0,259124.0,259124.0
2014-04-01,23.035,395.0,395.0,3621.965,62069.0,62069.0
2014-05-01,45.987,758.0,758.0,16431.013,270783.0,270783.0
2014-06-01,0.0,0.0,0.0,16618.0,271601.0,271601.0
2014-07-01,0.0,0.0,0.0,13462.0,217854.0,217854.0
2014-08-01,30.248,492.0,492.0,12756.752,207343.0,207343.0
2014-09-01,17.664,281.0,281.0,12539.336,199120.0,199120.0
2014-10-01,2.632,42.0,42.0,13365.368,212327.0,212327.0
2014-11-01,0.0,0.0,0.0,14844.0,236144.0,236144.0
2014-12-01,0.902,14.0,14.0,13425.098,212630.0,212630.0
2015-01-01,0.0,0.0,0.0,11758.0,187443.0,187443.0
2015-02-01,2.981,49.0,49.0,11449.019,188013.0,188013.0
