measured_on,"Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2015-03-01,0.0,0.0,0.0,10139.0,170524.0,170524.0
2015-04-01,0.0,0.0,0.0,10229.0,172268.0,172268.0
2015-05-01,0.0,0.0,0.0,11604.0,192596.0,192596.0
2015-06-01,8.049,137.0,137.0,10877.951,184711.0,184711.0
2015-07-01,0.0,0.0,0.0,12381.0,210227.0,210227.0
2015-08-01,0.0,0.0,0.0,11583.0,195862.0,195862.0
2015-09-01,16.48,273.0,273.0,8397.52,139294.0,139294.0
2015-10-01,5.874,98.0,98.0,10408.126,173514.0,173514.0
2015-11-01,0.0,0.0,0.0,10147.0,168602.0,168602.0
2015-12-01,4.208,71.0,71.0,10368.792,175935.0,175935.0
2016-01-01,0.0,0.0,0.0,10454.0,176193.0,176193.0
2016-02-01,0.0,0.0,0.0,9817.0,169331.0,169331.0
2016-03-01,21.906,381.0,381.0,8413.094,146512.0,146512.0
2016-04-01,0.0,0.0,0.0,10080.0,173123.0,173123.0
2016-05-01,12.273,209.0,209.0,10267.727,174938.0,174938.0
2016-06-01,0.0,0.0,0.0,11494.0,193112.0,193112.0
2016-07-01,0.0,0.0,0.0,14322.0,237238.0,237238.0
2016-08-01,0.0,0.0,0.0,15846.0,258821.0,258821.0
2016-09-01,33.112,546.0,546.0,10096.888,166403.0,166403.0
2016-10-01,0.0,0.0,0.0,12457.0,200156.0,200156.0
2016-11-01,0.0,0.0,0.0,10146.0,170818.0,170818.0
2016-12-01,0.0,0.0,0.0,13671.0,224654.0,224654.0
2017-01-01,0.0,0.0,0.0,11966.0,194020.0,194020.0
2017-02-01,0.0,0.0,0.0,9793.0,162950.0,162950.0
2017-03-01,127.441,2130.0,2130.0,9610.559,160609.0,160609.0
2017-04-01,0.0,0.0,0.0,11080.0,182824.0,182824.0
2017-05-01,0.0,0.0,0.0,12613.0,204700.0,204700.0
2017-06-01,0.0,0.0,0.0,12168.0,197277.0,197277.0
2017-07-01,0.0,0.0,0.0,14250.0,232584.0,232584.0
2017-08-01,0.0,0.0,0.0,12968.0,209862.0,209862.0
2017-09-01,21.242,347.0,347.0,11147.758,181996.0,181996.0
2017-10-01,12.366,206.0,206.0,12366.634,206044.0,206044.0
2017-11-01,0.0,0.0,0.0,11363.0,186348.0,186348.0
2017-12-01,15.583,252.0,252.0,11920.417,192721.0,192721.0
2018-01-01,0.0,0.0,0.0,16932.0,262595.0,262595.0
2018-02-01,0.0,0.0,0.0,10162.0,166412.0,166412.0
2018-03-01,0.0,0.0,0.0,9214.0,151879.0,151879.0
2018-04-01,0.0,0.0,0.0,14143.0,223559.0,223559.0
2018-05-01,0.0,0.0,0.0,14985.0,227128.0,227128.0
2018-06-01,0.0,0.0,0.0,13010.0,207690.0,207690.0
2018-07-01,0.0,0.0,0.0,14860.0,234310.0,234310.0
2018-08-01,0.0,0.0,0.0,14660.0,230839.0,230839.0
2018-09-01,0.128,2.0,2.0,6653.872,105723.0,105723.0
2018-10-01,0.0,0.0,0.0,16637.0,258937.0,258937.0
2018-11-01,0.0,0.0,0.0,18196.0,279104.0,279104.0
2018-12-01,0.0,0.0,0.0,17591.0,272064.0,272064.0
2019-01-01,0.0,0.0,0.0,13253.0,235903.0,235903.0
2019-02-01,0.0,0.0,0.0,9943.0,176994.0,176994.0
2019-03-01,0.0,0.0,0.0,11850.0,210930.0,210930.0
2019-04-01,0.0,0.0,0.0,8153.0,142658.0,142658.0
2019-05-01,0.0,0.0,0.0,10732.0,171921.0,171921.0
2019-06-01,0.0,0.0,0.0,10603.0,169865.0,169865.0
2019-07-01,0.0,0.0,0.0,12331.0,192062.0,192062.0
2019-08-01,0.0,0.0,0.0,11051.0,169590.0,169590.0
2019-09-01,0.0,0.0,0.0,7796.0,114481.0,114481.0
2019-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-01,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-01,0.0,0.0,0.0,7913.0,129557.0,129557.0
2020-09-01,0.0,0.0,0.0,10080.0,175010.0,175010.0
2020-10-01,0.0,0.0,0.0,10602.0,186500.0,186500.0
2020-11-01,0.0,0.0,0.0,10551.0,220684.0,220684.0
2020-12-01,0.0,0.0,0.0,10493.0,205884.0,205884.0
2021-01-01,0.0,0.0,0.0,10406.0,219753.0,219753.0
2021-02-01,0.0,0.0,0.0,13894.0,215492.0,215492.0
2021-03-01,0.0,0.0,0.0,8283.0,178056.0,178056.0
2021-04-01,0.0,0.0,0.0,10385.0,192783.0,192783.0
2021-05-01,0.0,0.0,0.0,11209.0,206268.0,206268.0
2021-06-01,0.0,0.0,0.0,13957.0,248941.0,248941.0
2021-07-01,0.0,0.0,0.0,15592.0,275678.0,275678.0
2021-08-01,0.0,0.0,0.0,14475.0,245809.0,245809.0
2021-09-01,0.0,0.0,0.0,8165.0,140743.0,140743.0
2021-10-01,0.0,0.0,0.0,17864.0,302517.0,302517.0
2021-11-01,0.0,0.0,0.0,12109.0,200919.0,200919.0
2021-12-01,0.0,0.0,0.0,8013.0,142105.0,142105.0
2022-01-01,0.0,0.0,0.0,11944.0,237378.0,237378.0
2022-02-01,0.0,0.0,0.0,9713.0,204173.0,204173.0
2022-03-01,0.0,0.0,0.0,8563.0,180294.0,180294.0
2022-04-01,0.0,0.0,0.0,5313.0,111250.0,111250.0
2022-05-01,0.0,0.0,0.0,12103.0,221004.0,221004.0
2022-06-01,0.0,0.0,0.0,11801.0,198040.0,198040.0
2022-07-01,0.0,0.0,0.0,16514.0,263637.0,263637.0
2022-08-01,0.0,0.0,0.0,15803.0,239168.0,239168.0
2022-09-01,0.0,0.0,0.0,9099.0,150730.0,150730.0
2022-10-01,0.0,0.0,0.0,10528.0,182724.0,182724.0
2022-11-01,0.0,0.0,0.0,11089.0,198376.0,198376.0
2022-12-01,0.0,0.0,0.0,15981.0,330586.0,330586.0
2023-01-01,0.0,0.0,0.0,10801.0,291096.0,291096.0
2023-02-01,0.0,0.0,0.0,9760.0,267705.0,267705.0
2023-03-01,0.193,5.0,5.0,8300.807,219123.0,219123.0
2023-04-01,0.0,0.0,0.0,10385.0,226150.0,226150.0
2023-05-01,0.0,0.0,0.0,11015.0,221035.0,221035.0
2023-06-01,0.0,0.0,0.0,11503.0,185938.0,185938.0
2023-07-01,0.0,0.0,0.0,13238.0,199851.0,199851.0
2023-08-01,0.147,2.0,2.0,10979.853,179724.0,179724.0
2023-09-01,0.117,2.0,2.0,9482.883,194908.0,194908.0
2023-10-01,0.0,0.0,0.0,12992.0,260352.0,260352.0
2023-11-01,0.0,0.0,0.0,10801.0,248667.0,248667.0
2023-12-01,0.0,0.0,0.0,11624.0,262091.0,262091.0
2024-01-01,0.0,0.0,0.0,14357.0,264745.0,264745.0
2024-02-01,0.0,0.0,0.0,10275.0,219448.0,219448.0
2024-03-01,0.0,0.0,0.0,10932.0,233493.0,233493.0
2024-04-01,0.0,0.0,0.0,11412.0,229028.0,229028.0
2024-05-01,0.201,4.0,4.0,10300.799,209543.0,209543.0
2024-06-01,0.201,4.0,4.0,11300.799,229517.0,229517.0
2024-07-01,0.215,4.0,4.0,12284.785,233351.0,233351.0
2024-08-01,0.0,0.0,0.0,12785.0,234785.0,234785.0
2024-09-01,0.243,4.0,4.0,6486.757,108850.0,108850.0
2024-10-01,0.0,0.0,0.0,11506.0,193566.0,193566.0
2024-11-01,0.118,2.0,2.0,11256.882,194633.0,194633.0
2024-12-01,0.415,7.0,7.0,12790.585,219926.0,219926.0
