measured_on,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Generation,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Quantity Consumed For Electricity,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Total Fuel Consumed
2003-01-01,17952.0,183846.43,183846.43
2003-02-01,28652.0,293425.13,293425.13
2003-03-01,54354.0,556639.31,556639.31
2003-04-01,57061.0,584361.7,584361.7
2003-05-01,44793.0,458725.11,458725.11
2003-06-01,49554.0,507482.51,507482.51
2003-07-01,35744.0,366054.3,366054.3
2003-08-01,34325.0,351522.33,351522.33
2003-09-01,14521.0,148709.56,148709.56
2003-10-01,12117.0,124090.2,124090.2
2003-11-01,16036.0,164224.68,164224.68
2003-12-01,20734.0,212336.89,212336.89
2004-01-01,17322.168,173602.77,173602.77
2004-02-01,22247.709,222966.54,222966.54
2004-03-01,17682.097,177209.98,177209.98
2004-04-01,10947.238,109713.22,109713.22
2004-05-01,11303.075,113279.42,113279.42
2004-06-01,11524.241,115495.94,115495.94
2004-07-01,13657.03,136870.75,136870.75
2004-08-01,12846.027,128742.88,128742.88
2004-09-01,27356.47,274166.54,274166.54
2004-10-01,26579.507,266379.82,266379.82
2004-11-01,18666.833,187079.0,187079.0
2004-12-01,37403.606,374858.94,374858.94
2005-01-01,23475.206,234728.59,234728.59
2005-02-01,20296.599,202945.7,202945.7
2005-03-01,22234.077,222318.54,222318.54
2005-04-01,21238.092,212359.69,212359.69
2005-05-01,19211.74,192098.19,192098.19
2005-06-01,21640.21,216380.46,216380.46
2005-07-01,23228.092,232257.69,232257.69
2005-08-01,19653.873,196519.08,196519.08
2005-09-01,16262.493,162608.66,162608.66
2005-10-01,13879.776,138783.88,138783.88
2005-11-01,14854.12,148526.35,148526.35
2005-12-01,18181.721,181799.03,181799.03
2006-01-01,16715.926,165805.0,165805.0
2006-02-01,15072.825,149507.0,149507.0
2006-03-01,13279.371,131718.0,131718.0
2006-04-01,14454.16,143371.0,143371.0
2006-05-01,17089.626,169512.0,169512.0
2006-06-01,16791.671000000002,166557.0,166557.0
2006-07-01,17608.363,174657.0,174657.0
2006-08-01,17481.122,173395.0,173395.0
2006-09-01,11347.317,112554.0,112554.0
2006-10-01,10003.463,99224.0,99224.0
2006-11-01,11717.36,116224.0,116224.0
2006-12-01,12407.795,123073.0,123073.0
2007-01-01,24207.517,239267.0,239267.0
2007-02-01,14786.874,146153.0,146153.0
2007-03-01,22799.691,225352.0,225352.0
2007-04-01,9923.949,98088.0,98088.0
2007-05-01,11609.423999999999,114748.0,114748.0
2007-06-01,10439.462,103184.0,103184.0
2007-07-01,8898.008,87948.0,87948.0
2007-08-01,8426.285,83285.0,83285.0
2007-09-01,7817.731000000001,77270.0,77270.0
2007-10-01,6762.66,66842.0,66842.0
2007-11-01,5914.028,58454.0,58454.0
2007-12-01,6432.372,63578.0,63578.0
2008-01-01,8770.703,86427.0,86427.0
2008-02-01,10426.868,102746.0,102746.0
2008-03-01,9357.152,92205.0,92205.0
2008-04-01,11118.173,109558.0,109558.0
2008-05-01,9873.969000000001,97298.0,97298.0
2008-06-01,8773.881000000001,86458.0,86458.0
2008-07-01,8125.9580000000005,80073.0,80073.0
2008-08-01,7777.677000000001,76641.0,76641.0
2008-09-01,8816.516,86878.0,86878.0
2008-10-01,8788.293,86600.0,86600.0
2008-11-01,8560.909,84359.0,84359.0
2008-12-01,12019.901,118444.0,118444.0
2009-01-01,15603.218,152287.0,152287.0
2009-02-01,8361.863000000001,81612.0,81612.0
2009-03-01,18810.504,183591.0,183591.0
2009-04-01,17275.909,168613.0,168613.0
2009-05-01,15261.465,148952.0,148952.0
2009-06-01,17427.754,170095.0,170095.0
2009-07-01,11156.457,108887.0,108887.0
2009-08-01,10850.773,105904.0,105904.0
2009-09-01,9765.138,95308.0,95308.0
2009-10-01,11996.788,117089.0,117089.0
2009-11-01,37681.787,367774.0,367774.0
2009-12-01,60585.344,591313.0,591313.0
2010-01-01,39720.448000000004,387513.0,387513.0
2010-02-01,42402.584,413680.0,413680.0
2010-03-01,21352.314,208313.0,208313.0
2010-04-01,14528.655,141742.0,141742.0
2010-05-01,14175.624,138297.0,138297.0
2010-06-01,15069.824,147021.0,147021.0
2010-07-01,9303.398000000001,90764.0,90764.0
2010-08-01,12236.435,119379.0,119379.0
2010-09-01,8290.023000000001,80877.0,80877.0
2010-10-01,8027.962,78321.0,78321.0
2010-11-01,7890.1900000000005,76977.0,76977.0
2010-12-01,8974.543,87556.0,87556.0
2011-01-01,12274.231,119256.0,119256.0
2011-02-01,8732.71,84847.0,84847.0
2011-03-01,16147.335,156888.0,156888.0
2011-04-01,21317.205,207118.0,207118.0
2011-05-01,11221.628,109029.0,109029.0
2011-06-01,9471.467,92025.0,92025.0
2011-07-01,12329.585,119794.0,119794.0
2011-08-01,9820.604,95417.0,95417.0
2011-09-01,9280.866,90173.0,90173.0
2011-10-01,8635.618,83904.0,83904.0
2011-11-01,7980.158,77535.0,77535.0
2011-12-01,8831.593,85808.0,85808.0
2012-01-01,11811.254,112396.0,112396.0
2012-02-01,10125.556,96355.0,96355.0
2012-03-01,12059.36,114757.0,114757.0
2012-04-01,10828.652,103045.0,103045.0
2012-05-01,12431.327,118297.0,118297.0
2012-06-01,10373.277,98712.0,98712.0
2012-07-01,9921.946,94417.0,94417.0
2012-08-01,11430.426,108772.0,108772.0
2012-09-01,10264.249,97675.0,97675.0
2012-10-01,9899.024,94199.0,94199.0
2012-11-01,8093.702,77020.0,77020.0
2012-12-01,8592.227,81764.0,81764.0
2013-01-01,15877.528,151487.0,151487.0
2013-02-01,19631.979,187309.0,187309.0
2013-03-01,18681.008,178235.0,178235.0
2013-04-01,16931.161,161540.0,161540.0
2013-05-01,25288.374,241276.0,241276.0
2013-06-01,23704.69,226166.0,226166.0
2013-07-01,59334.731,566113.0,566113.0
2013-08-01,40815.703,389423.0,389423.0
2013-09-01,19292.428,184069.0,184069.0
2013-10-01,13259.6,126510.0,126510.0
2013-11-01,22657.139,216172.0,216172.0
2013-12-01,28449.659,271438.0,271438.0
2014-01-01,51711.062,491772.0,491772.0
2014-02-01,19731.134,187643.0,187643.0
2014-03-01,29121.772,276948.0,276948.0
2014-04-01,28824.545,274121.0,274121.0
2014-05-01,16070.534,152831.0,152831.0
2014-06-01,12375.612,117692.0,117692.0
2014-07-01,12872.764,122420.0,122420.0
2014-08-01,15819.126,150440.0,150440.0
2014-09-01,11614.181,110451.0,110451.0
2014-10-01,10225.861,97248.0,97248.0
2014-11-01,10651.452,101295.0,101295.0
2014-12-01,13787.957,131123.0,131123.0
2015-01-01,19073.404,177745.0,177745.0
2015-02-01,12521.182,116685.0,116685.0
2015-03-01,16851.712,157041.0,157041.0
2015-04-01,20650.949,192446.0,192446.0
2015-05-01,13461.504,125448.0,125448.0
2015-06-01,10854.705,101155.0,101155.0
2015-07-01,10648.458,99233.0,99233.0
2015-08-01,10638.228,99138.0,99138.0
2015-09-01,8889.087,82837.0,82837.0
2015-10-01,24005.188,223704.0,223704.0
2015-11-01,48039.745,447682.0,447682.0
2015-12-01,42790.838,398768.0,398768.0
2016-01-01,54745.291,505409.0,505409.0
2016-02-01,24576.927,226894.0,226894.0
2016-03-01,20619.553,190360.0,190360.0
2016-04-01,13402.498,123732.0,123732.0
2016-05-01,15655.762,144534.0,144534.0
2016-06-01,9574.732,88394.0,88394.0
2016-07-01,9763.608,90138.0,90138.0
2016-08-01,8727.337,80571.0,80571.0
2016-09-01,8230.608,75985.0,75985.0
2016-10-01,8943.445,82566.0,82566.0
2016-11-01,6441.308,59466.0,59466.0
2016-12-01,7142.931,65944.0,65944.0
2017-01-01,18152.823,167242.0,167242.0
2017-02-01,15319.595,141139.0,141139.0
2017-03-01,16356.184,150690.0,150690.0
2017-04-01,19919.278,183516.0,183516.0
2017-05-01,20421.375,188142.0,188142.0
2017-06-01,16468.145,151721.0,151721.0
2017-07-01,14184.298,130680.0,130680.0
2017-08-01,11607.77,106942.0,106942.0
2017-09-01,8219.985,75731.0,75731.0
2017-10-01,8327.631,76722.0,76722.0
2017-11-01,12705.698,117058.0,117058.0
2017-12-01,8638.218,79584.0,79584.0
2018-01-01,21193.029,192941.0,192941.0
2018-02-01,25411.564,231347.0,231347.0
2018-03-01,22136.176,201528.0,201528.0
2018-04-01,29632.196,269772.0,269772.0
2018-05-01,29362.18,267313.0,267313.0
2018-06-01,19838.299,180608.0,180608.0
2018-07-01,20382.024,185558.0,185558.0
2018-08-01,30106.221,274087.0,274087.0
2018-09-01,29070.577,264659.0,264659.0
2018-10-01,32325.977,294296.0,294296.0
2018-11-01,35236.095,320789.0,320789.0
2018-12-01,41309.662,376083.0,376083.0
2019-01-01,45557.703,405691.0,405691.0
2019-02-01,32070.029,285584.0,285584.0
2019-03-01,35544.761,316526.0,316526.0
2019-04-01,35146.609,312981.0,312981.0
2019-05-01,31769.001,282903.0,282903.0
2019-06-01,29125.103,259359.0,259359.0
2019-07-01,20579.844,183264.0,183264.0
2019-08-01,16769.221,149330.0,149330.0
2019-09-01,13298.235,118421.0,118421.0
2019-10-01,15567.288,138627.0,138627.0
2019-11-01,16013.319,142599.0,142599.0
2019-12-01,27918.887,248618.0,248618.0
2020-01-01,43694.831,383073.0,383073.0
2020-02-01,48746.793,427363.0,427363.0
2020-03-01,55716.459,488466.0,488466.0
2020-04-01,46264.838,405604.0,405604.0
2020-05-01,42519.051,372765.0,372765.0
2020-06-01,28074.331,246128.0,246128.0
2020-07-01,22298.174,195488.0,195488.0
2020-08-01,23856.625,209151.0,209151.0
2020-09-01,19941.239,174825.0,174825.0
2020-10-01,16540.428,145010.0,145010.0
2020-11-01,23069.702,202252.0,202252.0
2020-12-01,30517.529,267547.0,267547.0
2021-01-01,20104.677,177806.0,177806.0
2021-02-01,13462.769,119065.0,119065.0
2021-03-01,29435.569,260328.0,260328.0
2021-04-01,20960.441,185374.0,185374.0
2021-05-01,20489.512,181209.0,181209.0
2021-06-01,13515.049,119527.0,119527.0
2021-07-01,18862.343,166819.0,166819.0
2021-08-01,16693.156,147634.0,147634.0
2021-09-01,20388.058,180312.0,180312.0
2021-10-01,19602.522,173365.0,173365.0
2021-11-01,20722.424,183269.0,183269.0
2021-12-01,14154.48,125182.0,125182.0
2022-01-01,16497.055,56288.0,56288.0
2022-02-01,19434.231,66310.0,66310.0
2022-03-01,26792.259,91415.0,91415.0
2022-04-01,22949.675,78304.0,78304.0
2022-05-01,16914.67,57713.0,57713.0
2022-06-01,11602.476,39588.0,39588.0
2022-07-01,9550.81,32587.0,32587.0
2022-08-01,11041.958,37675.0,37675.0
2022-09-01,11936.029,40726.0,40726.0
2022-10-01,9172.008,31295.0,31295.0
2022-11-01,11741.656,40063.0,40063.0
2022-12-01,20810.173,71004.0,71004.0
2023-01-01,34214.0,116738.0,116738.0
2023-02-01,27962.0,95406.0,95406.0
2023-03-01,19866.0,67783.0,67783.0
2023-04-01,24641.0,84075.0,84075.0
2023-05-01,17914.0,61123.0,61123.0
2023-06-01,17539.0,59843.0,59843.0
2023-07-01,12371.0,42210.0,42210.0
2023-08-01,10481.0,35761.0,35761.0
2023-09-01,6097.0,20803.0,20803.0
2023-10-01,6233.0,21267.0,21267.0
2023-11-01,5458.0,18623.0,18623.0
2023-12-01,18492.0,63095.0,63095.0
2024-01-01,54641.0,186435.0,186435.0
2024-02-01,23589.0,80486.0,80486.0
2024-03-01,36059.0,123033.0,123033.0
2024-04-01,15149.0,51688.0,51688.0
2024-05-01,24365.0,83133.0,83133.0
2024-06-01,7569.0,25825.0,25825.0
2024-07-01,11140.0,38010.0,38010.0
2024-08-01,21502.0,73365.0,73365.0
2024-09-01,15388.0,52504.0,52504.0
2024-10-01,14540.0,49610.0,49610.0
2024-11-01,11570.0,39477.0,39477.0
2024-12-01,19805.0,67575.0,67575.0
