measured_on,"Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2004-01-01,0.0,0.0,0.0
2004-02-01,0.0,0.0,0.0
2004-03-01,0.0,0.0,0.0
2004-04-01,0.0,0.0,0.0
2004-05-01,0.0,0.0,0.0
2004-06-01,0.0,0.0,0.0
2004-07-01,0.0,0.0,0.0
2004-08-01,0.0,0.0,0.0
2004-09-01,0.0,0.0,0.0
2004-10-01,0.0,0.0,0.0
2004-11-01,0.0,0.0,0.0
2004-12-01,0.0,0.0,0.0
2005-01-01,5797.733,48107.73,137487.16
2005-02-01,5380.633,44646.77,127596.22
2005-03-01,5817.33,48270.34,137951.94
2005-04-01,5001.6,41501.67,118607.81
2005-05-01,5550.635,46057.39,131627.6
2005-06-01,5373.793000000001,44590.01,127433.87
2005-07-01,5951.504,49383.67,141133.66
2005-08-01,6127.523,50844.22,145307.84
2005-09-01,5768.17,47862.42,136786.25
2005-10-01,5498.054,45621.09,130380.65
2005-11-01,5599.436000000001,46462.32,132784.79
2005-12-01,6049.109,50193.57,143448.38
2006-01-01,5978.768,49609.9,150634.26
2006-02-01,5427.75,45037.72,136751.4
2006-03-01,5878.71,48779.65,148113.36
2006-04-01,5433.577,45086.08,136898.28
2006-05-01,5420.569,44978.15,136570.5
2006-06-01,5411.423000000001,44902.25,136340.1
2006-07-01,5814.8820000000005,48250.03,146505.24
2006-08-01,6157.508000000001,51093.02,155137.68
2006-09-01,5762.013,47811.34,145173.24
2006-10-01,5983.825000000001,49651.86,150761.7
2006-11-01,5851.543000000001,48554.23,147428.82
2006-12-01,6065.653,50330.84,152823.42
2007-01-01,3166.148,26316.0,87678.0
2007-02-01,2784.099,23148.0,77094.0
2007-03-01,2358.119,19602.0,65304.0
2007-04-01,3052.1960000000004,25380.0,84528.0
2007-05-01,2919.0240000000003,24264.0,80838.0
2007-06-01,2380.558,19782.0,65916.0
2007-07-01,2654.346,22068.0,73512.0
2007-08-01,3448.386,28674.0,95490.0
2007-09-01,3059.443,25434.0,84726.0
2007-10-01,3569.4750000000004,29682.0,98838.0
2007-11-01,3086.327,25650.0,85464.0
2007-12-01,3089.8790000000004,25686.0,85572.0
2008-01-01,2324.538,19912.0,64098.0
2008-02-01,1716.574,14704.0,47322.0
2008-03-01,2131.187,18256.0,58752.0
2008-04-01,1701.842,14578.0,46908.0
2008-05-01,1535.843,13156.0,42336.0
2008-06-01,991.2510000000001,8491.0,27324.0
2008-07-01,2188.1710000000003,18744.0,60318.0
2008-08-01,2304.107,19737.0,63522.0
2008-09-01,2258.693,19348.0,62262.0
2008-10-01,2421.516,20743.0,66762.0
2008-11-01,2023.837,17336.0,55800.0
2008-12-01,1784.441,15286.0,49194.0
2009-01-01,3328.288,29715.0,63468.0
2009-02-01,3231.3590000000004,28849.0,61578.0
2009-03-01,3248.76,29005.0,61920.0
2009-04-01,2097.592,18727.0,39978.0
2009-05-01,2499.41,22314.0,47628.0
2009-06-01,1954.968,17454.0,37260.0
2009-07-01,3636.373,32465.0,69300.0
2009-08-01,3377.587,30155.0,64368.0
2009-09-01,3350.0910000000003,29909.0,63846.0
2009-10-01,3508.962,31328.0,66870.0
2009-11-01,2715.5460000000003,24244.0,51750.0
2009-12-01,2079.0640000000003,18562.0,39618.0
2010-01-01,1436.795,12335.0,18888.0
2010-02-01,1529.275,13129.0,20120.0
2010-03-01,1641.4370000000001,14092.0,21592.0
2010-04-01,1732.547,14874.0,22792.0
