measured_on,"Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Generation","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Quantity Consumed For Electricity","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Total Fuel Consumed"
2003-01-01,1739.0,18548.0,18548.0,125845.0,1362849.0,1362849.0,0.0,0.0,0.0
2003-02-01,595.0,6107.0,6107.0,79939.0,833213.0,833213.0,36241.0,374485.0,374485.0
2003-03-01,359.0,3608.0,3608.0,92903.0,946543.0,946543.0,152644.0,1541780.0,1541780.0
2003-04-01,0.0,0.0,0.0,22011.0,231851.0,231851.0,0.0,0.0,0.0
2003-05-01,1854.0,31349.0,31349.0,21912.0,381590.0,381590.0,0.0,0.0,0.0
2003-06-01,3193.0,32660.0,32660.0,39445.0,415574.0,415574.0,159094.0,1637830.0,1637830.0
2003-07-01,498.0,5005.0,5005.0,6379.0,65764.0,65764.0,251022.0,2538320.0,2538320.0
2003-08-01,242.0,2401.0,2401.0,5458.0,55192.0,55192.0,286669.0,2868270.0,2868270.0
2003-09-01,0.0,0.0,0.0,1030.0,10620.0,10620.0,127875.0,1304390.0,1304390.0
2003-10-01,657.0,6432.0,6432.0,888.0,8834.0,8834.0,190238.0,1874855.0,1874855.0
2003-11-01,274.0,2680.0,2680.0,927.0,9195.0,9195.0,159963.0,1577016.0,1577016.0
2003-12-01,156.0,1554.0,1554.0,1814.0,18427.0,18427.0,176818.0,1776953.0,1776953.0
2004-01-01,2014.0,20689.0,20689.0,3506.0,36536.0,36536.0,116737.0,1207061.0,1207061.0
2004-02-01,0.0,0.0,0.0,0.0,0.0,0.0,355942.0,3408892.0,3408892.0
2004-03-01,0.0,0.0,0.0,0.0,0.0,0.0,349106.0,3396689.0,3396689.0
2004-04-01,0.0,0.0,0.0,68275.0,781246.0,781246.0,153632.0,1526635.0,1526635.0
2004-05-01,0.0,0.0,0.0,-1221.0,0.0,0.0,0.0,0.0,0.0
2004-06-01,752.0,7639.0,7639.0,11498.0,118476.0,118476.0,247949.0,2535366.0,2535366.0
2004-07-01,388.0,3886.0,3886.0,360.0,3656.0,3656.0,331956.0,3345527.0,3345527.0
2004-08-01,966.0,10133.0,10133.0,2002.0,21075.0,21075.0,121930.0,1287600.0,1287600.0
2004-09-01,1244.0,12482.0,12482.0,1739.0,17634.0,17634.0,210622.0,2127479.0,2127479.0
2004-10-01,1194.0,12795.0,12795.0,1374.0,14971.0,14971.0,64111.0,691324.0,691324.0
2004-11-01,0.0,0.0,0.0,0.0,0.0,0.0,-1472.0,0.0,0.0
2004-12-01,1296.0,13896.0,13896.0,1053.0,10757.0,10757.0,146390.0,1454628.0,1454628.0
2005-01-01,-235.0,10521.2,10521.2,-238.0,10771.38,10771.38,-681.0,30636.9,30636.9
2005-02-01,0.0,0.0,0.0,0.0,0.0,0.0,-1913.0,0.0,0.0
2005-03-01,0.0,0.0,0.0,0.0,0.0,0.0,-1123.0,0.0,0.0
2005-04-01,0.0,0.0,0.0,0.0,0.0,0.0,-1075.0,0.0,0.0
2005-05-01,0.0,0.0,0.0,0.0,0.0,0.0,-1058.0,0.0,0.0
2005-06-01,3067.0,49822.0,49822.0,28235.0,465992.41,465992.41,1455.0,23776.2,23776.2
2005-07-01,2339.0,24238.2,24238.2,21520.0,226597.3,226597.3,134822.0,1405977.3,1405977.3
2005-08-01,1630.0,17260.8,17260.8,85540.0,921421.2,921421.2,100343.0,1069469.1,1069469.1
2005-09-01,0.0,0.0,0.0,157217.0,1675958.95,1675958.95,93797.0,1101378.6,1101378.6
2005-10-01,1461.0,9894.8,9894.8,2523.0,17461.01,17461.01,56769.0,386807.4,386807.4
2005-11-01,0.0,0.0,0.0,0.0,0.0,0.0,-1172.0,0.0,0.0
2005-12-01,308.0,3010.2,3010.2,3885.0,38853.28,38853.28,153599.0,1512535.5,1512535.5
2006-01-01,0.0,0.0,0.0,623.0,6712.0,6712.0,53411.0,562042.0,562042.0
2006-02-01,645.0,6444.0,6444.0,1962.0,19835.0,19835.0,103813.0,1043721.0,1043721.0
2006-03-01,0.0,0.0,0.0,0.0,0.0,0.0,-1356.0,0.0,0.0
2006-04-01,0.0,6525.0,6525.0,0.0,779.0,779.0,-2833.0,0.0,0.0
2006-05-01,611.0,6809.0,6809.0,88859.0,1005318.0,1005318.0,0.0,0.0,0.0
2006-06-01,0.0,0.0,0.0,224424.0,2427288.0,2427288.0,0.0,0.0,0.0
2006-07-01,434.0,4652.0,4652.0,142297.0,1534839.0,1534839.0,31385.0,338896.0,338896.0
2006-08-01,10.0,104.0,104.0,208560.0,2286031.0,2286031.0,0.0,0.0,0.0
2006-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
