measured_on,"Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed"
2003-01-01,,,,888.64,32236.0,32236.0
2003-02-01,,,,784.211,28448.0,28448.0
2003-03-01,,,,806.926,29272.0,29272.0
2003-04-01,,,,724.688,26288.0,26288.0
2003-05-01,,,,739.537,26827.0,26827.0
2003-06-01,,,,784.306,28451.0,28451.0
2003-07-01,,,,907.06,32904.0,32904.0
2003-08-01,,,,961.7,34886.0,34886.0
2003-09-01,,,,805.8820000000001,29234.0,29234.0
2003-10-01,,,,755.941,27422.0,27422.0
2003-11-01,,,,753.416,27330.0,27330.0
2003-12-01,,,,836.192,30333.0,30333.0
2004-01-01,0.0,0.0,0.0,991.145,36790.0,36790.0
2004-02-01,0.0,0.0,0.0,1088.601,40408.0,40408.0
2004-03-01,0.0,0.0,0.0,2204.108,81815.0,81815.0
2004-04-01,0.0,0.0,0.0,1032.44,38323.0,38323.0
2004-05-01,0.0,0.0,0.0,498.54900000000004,18506.0,18506.0
2004-06-01,0.0,0.0,0.0,700.7230000000001,26010.0,26010.0
2004-07-01,0.0,0.0,0.0,506.654,18807.0,18807.0
2004-08-01,0.0,0.0,0.0,685.686,25452.0,25452.0
2004-09-01,0.0,0.0,0.0,602.139,22351.0,22351.0
2004-10-01,0.0,0.0,0.0,669.998,24870.0,24870.0
2004-11-01,0.0,0.0,0.0,372.178,13815.0,13815.0
2004-12-01,0.0,0.0,0.0,439.779,16324.0,16324.0
2005-01-01,0.0,0.0,0.0,361.511,22279.4,22279.4
2005-02-01,0.0,0.0,0.0,320.48900000000003,19751.27,19751.27
2005-03-01,0.0,0.0,0.0,382.44800000000004,23569.68,23569.68
2005-04-01,0.0,0.0,0.0,392.103,24164.7,24164.7
2005-05-01,0.0,0.0,0.0,318.089,19603.36,19603.36
2005-06-01,0.0,0.0,0.0,541.164,33351.1,33351.1
2005-07-01,0.0,0.0,0.0,697.366,42977.58,42977.58
2005-08-01,0.0,0.0,0.0,745.5880000000001,45949.47,45949.47
2005-09-01,0.0,0.0,0.0,493.213,30395.99,30395.99
2005-10-01,0.0,0.0,0.0,341.083,21020.41,21020.41
2005-11-01,0.0,0.0,0.0,306.16,18868.19,18868.19
2005-12-01,0.0,0.0,0.0,330.786,20385.85,20385.85
