measured_on,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Total Fuel Consumed,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Total Fuel Consumed,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Generation,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combined Cycle Steam Part - Natural Gas - Generation,Natural Gas - Combined Cycle Steam Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Steam Part - Natural Gas - Total Fuel Consumed
2003-01-01,195.0,1999.0,1999.0,,,,939.0,9618.0,9618.0,739.0,0.0,0.0
2003-02-01,3131.0,31814.0,31814.0,,,,224.0,2273.0,2273.0,685.0,9956.0,9956.0
2003-03-01,2238.0,24505.0,24505.0,,,,2043.0,22375.0,22375.0,1820.0,16763.0,16763.0
2003-04-01,125.0,1448.0,1448.0,,,,479.0,5576.0,5576.0,383.0,1849.0,1849.0
2003-05-01,0.0,0.0,0.0,,,,120.0,1589.0,1589.0,78.0,376.0,376.0
2003-06-01,0.0,0.0,0.0,,,,2835.0,35699.0,35699.0,2605.0,13086.0,13086.0
2003-07-01,0.0,0.0,0.0,,,,4186.0,51062.0,51062.0,3559.0,16902.0,16902.0
2003-08-01,0.0,0.0,0.0,,,,10864.0,136341.0,136341.0,10247.0,51665.0,51665.0
2003-09-01,0.0,0.0,0.0,,,,5361.0,65295.0,65295.0,4660.0,21962.0,21962.0
2003-10-01,8.0,97.0,97.0,,,,1896.0,23490.0,23490.0,1611.0,7483.0,7483.0
2003-11-01,543.0,6457.0,6457.0,,,,4347.0,51649.0,51649.0,3765.0,18154.0,18154.0
2003-12-01,413.0,5005.0,5005.0,,,,10247.0,124180.0,124180.0,8557.0,42616.0,42616.0
2004-01-01,5538.25714,72590.79,72590.79,2482.80721,0.0,0.0,8436.55686,84465.93,110579.25,5083.28579,38042.73,38042.73
2004-02-01,505.81518,6624.66,6624.66,302.42423,0.0,0.0,8764.83982,105810.57,114793.12,6891.79077,36172.91,36172.91
2004-03-01,714.79336,9362.16,9362.16,444.87876,0.0,0.0,8350.13464,101667.52,109367.72,6968.21224,37273.44,37273.44
2004-04-01,2.34128,30.66,30.66,1.5107000000000002,0.0,0.0,7903.07072,99089.73,103493.8,6779.366300000001,34094.62,34094.62
2004-05-01,0.9766499999999999,12.79,12.79,0.70065,0.0,0.0,10931.22635,143000.09,143148.61,10823.62535,54425.31,54425.31
2004-06-01,0.43257999999999996,5.66,5.66,0.30845,0.0,0.0,9039.74642,117950.89,118378.91,8876.04255,44630.78,44630.78
2004-07-01,0.90084,11.8,11.8,0.65665,0.0,0.0,8568.14316,112203.14,112203.14,8673.27535,43613.01,43613.01
