measured_on,Solar - Photovoltaic - Solar - Generation,Solar - Photovoltaic - Solar - Quantity Consumed For Electricity,Solar - Photovoltaic - Solar - Total Fuel Consumed
2021-11-01,708.733,6268.0,6268.0
2021-12-01,484.267,4283.0,4283.0
2022-01-01,454.942,1552.0,1552.0
2022-02-01,542.654,1852.0,1852.0
2022-03-01,719.445,2455.0,2455.0
2022-04-01,811.558,2769.0,2769.0
2022-05-01,951.17,3245.0,3245.0
2022-06-01,990.406,3379.0,3379.0
2022-07-01,955.233,3259.0,3259.0
2022-08-01,886.926,3026.0,3026.0
2022-09-01,748.492,2554.0,2554.0
2022-10-01,689.578,2353.0,2353.0
2022-11-01,511.206,1744.0,1744.0
2022-12-01,357.39,1219.0,1219.0
2023-01-01,582.0,1986.0,1986.0
2023-02-01,777.0,2651.0,2651.0
2023-03-01,927.0,3163.0,3163.0
2023-04-01,1419.0,4842.0,4842.0
2023-05-01,1340.0,4572.0,4572.0
2023-06-01,1466.0,5002.0,5002.0
2023-07-01,1580.0,5391.0,5391.0
2023-08-01,1424.0,4859.0,4859.0
2023-09-01,1205.0,4111.0,4111.0
2023-10-01,1119.0,3818.0,3818.0
2023-11-01,761.0,2597.0,2597.0
2023-12-01,509.0,1737.0,1737.0
2024-01-01,497.0,1696.0,1696.0
2024-02-01,701.0,2392.0,2392.0
2024-03-01,1005.0,3429.0,3429.0
2024-04-01,1307.0,4459.0,4459.0
2024-05-01,1430.0,4879.0,4879.0
2024-06-01,1638.0,5589.0,5589.0
2024-07-01,1624.0,5541.0,5541.0
2024-08-01,1469.0,5012.0,5012.0
2024-09-01,1163.0,3968.0,3968.0
2024-10-01,1093.0,3729.0,3729.0
2024-11-01,668.0,2279.0,2279.0
2024-12-01,442.0,1508.0,1508.0
