measured_on,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Generation,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Distillate Fuel Oil-Combined Cycle Steam Part Generation,Distillate Fuel Oil-Combined Cycle Steam Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Steam Part Total Fuel Consumed,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,Natural Gas-Combined Cycle Combustion Turbine Part Generation,Natural Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Natural Gas-Combined Cycle Steam Part Generation,Natural Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Steam Part Total Fuel Consumed,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed
2003-01-01,4611.0,38901.0,38901.0,,,,,,,42836.0,361405.0,361405.0,0.0,0.0,0.0,,,
2003-02-01,9462.0,77140.0,77140.0,,,,,,,31021.0,252915.0,252915.0,0.0,0.0,0.0,,,
2003-03-01,6567.0,56944.0,56944.0,,,,,,,30556.0,264949.0,264949.0,0.0,0.0,0.0,,,
2003-04-01,0.0,0.0,0.0,,,,,,,147468.0,1165921.0,1165921.0,0.0,0.0,0.0,,,
2003-05-01,3.0,23.0,23.0,,,,,,,572.0,4891.0,4891.0,0.0,0.0,0.0,,,
2003-06-01,0.0,0.0,0.0,,,,,,,147468.0,1165921.0,1165921.0,0.0,0.0,0.0,,,
2003-07-01,0.0,0.0,0.0,,,,,,,14222.0,127558.0,127558.0,0.0,0.0,0.0,,,
2003-08-01,0.0,0.0,0.0,,,,,,,13795.0,120175.0,120175.0,0.0,0.0,0.0,,,
2003-09-01,7.0,64.0,64.0,,,,,,,10623.0,93789.0,93789.0,0.0,0.0,0.0,,,
2003-10-01,5.0,41.0,41.0,,,,,,,29864.0,254603.0,254603.0,0.0,0.0,0.0,,,
2003-11-01,0.0,0.0,0.0,,,,,,,22251.0,192806.0,192806.0,0.0,0.0,0.0,,,
2003-12-01,8.0,70.0,70.0,,,,,,,41216.0,344278.0,344278.0,0.0,0.0,0.0,,,
2005-01-01,2918.514,24871.53,24871.53,,,,,,,15376.953000000001,131039.17,131039.17,0.0,0.0,0.0,,,
2005-02-01,671.784,5724.94,5724.94,,,,,,,13632.068,116169.63,116169.63,0.0,0.0,0.0,,,
2005-03-01,576.472,4912.68,4912.68,,,,,,,16267.483,138628.08,138628.08,0.0,0.0,0.0,,,
2005-04-01,576.799,4915.47,4915.47,,,,,,,16678.162,142127.8,142127.8,0.0,0.0,0.0,,,
2005-05-01,581.554,4956.0,4956.0,,,,,,,13529.981,115299.67,115299.67,0.0,0.0,0.0,,,
2005-06-01,704.4730000000001,6003.51,6003.51,,,,,,,23018.495,196158.79,196158.79,0.0,0.0,0.0,,,
2005-07-01,1334.192,11369.97,11369.97,,,,,,,29662.569000000003,252778.2,252778.2,0.0,0.0,0.0,,,
2005-08-01,1181.7060000000001,10070.48,10070.48,,,,,,,31713.725,270257.72,270257.72,0.0,0.0,0.0,,,
2005-09-01,657.529,5603.45,5603.45,,,,,,,20978.92,178777.96,178777.96,0.0,0.0,0.0,,,
2005-10-01,921.8660000000001,7856.12,7856.12,,,,,,,14508.016,123634.27,123634.27,0.0,0.0,0.0,,,
2005-11-01,620.7470000000001,5289.99,5289.99,,,,,,,13022.581,110975.7,110975.7,0.0,0.0,0.0,,,
2005-12-01,1700.364,14490.47,14490.47,,,,,,,14070.047,119901.99,119901.99,0.0,0.0,0.0,,,
2006-01-01,45.012,327.0,327.0,,,,,,,3679.545,32123.0,32123.0,0.0,0.0,0.0,,,
2006-02-01,23.553,171.0,171.0,,,,,,,4159.39,36312.0,36312.0,0.0,0.0,0.0,,,
2006-03-01,19.785,144.0,144.0,,,,,,,5481.078,47850.0,47850.0,0.0,0.0,0.0,,,
2006-04-01,37.899,275.0,275.0,,,,,,,4535.786,39598.0,39598.0,0.0,0.0,0.0,,,
2006-05-01,35.426,257.0,257.0,,,,,,,5974.787,52160.0,52160.0,0.0,0.0,0.0,,,
2006-06-01,32.2,234.0,234.0,,,,,,,7696.207,67188.0,67188.0,0.0,0.0,0.0,,,
2006-07-01,46.642,338.0,338.0,,,,,,,13772.101,120231.0,120231.0,0.0,0.0,0.0,,,
2006-08-01,45.243,328.0,328.0,,,,,,,12237.726,106836.0,106836.0,0.0,0.0,0.0,,,
2006-09-01,20.785,151.0,151.0,,,,,,,7198.479,62843.0,62843.0,0.0,0.0,0.0,,,
2006-10-01,21.956,159.0,159.0,,,,,,,7797.381,68072.0,68072.0,0.0,0.0,0.0,,,
2006-11-01,25.854000000000003,188.0,188.0,,,,,,,5242.1140000000005,45764.0,45764.0,0.0,0.0,0.0,,,
2006-12-01,28.646,208.0,208.0,,,,,,,5321.406,46456.0,46456.0,0.0,0.0,0.0,,,
2007-01-01,398.497,3479.0,3479.0,0.0,0.0,0.0,,,,6426.77,56153.0,56153.0,0.0,0.0,0.0,,,
2007-02-01,518.018,4524.0,4524.0,0.0,0.0,0.0,,,,5694.212,49752.0,49752.0,0.0,0.0,0.0,,,
2007-03-01,275.75100000000003,2411.0,2411.0,0.0,0.0,0.0,,,,8037.53,70226.0,70226.0,0.0,0.0,0.0,,,
2007-04-01,163.515,1430.0,1430.0,0.0,0.0,0.0,,,,10215.693,89258.0,89258.0,0.0,0.0,0.0,,,
2007-05-01,127.727,1115.0,1115.0,0.0,0.0,0.0,,,,8355.132,73001.0,73001.0,0.0,0.0,0.0,,,
2007-06-01,203.711,1781.0,1781.0,0.0,0.0,0.0,,,,9646.065,84281.0,84281.0,0.0,0.0,0.0,,,
2007-07-01,172.58700000000002,1506.0,1506.0,0.0,0.0,0.0,,,,12243.556,106976.0,106976.0,0.0,0.0,0.0,,,
2007-08-01,207.318,1810.0,1810.0,0.0,0.0,0.0,,,,12911.412,112812.0,112812.0,0.0,0.0,0.0,,,
2007-09-01,160.418,1401.0,1401.0,0.0,0.0,0.0,,,,10390.094,90782.0,90782.0,0.0,0.0,0.0,,,
2007-10-01,124.113,1086.0,1086.0,0.0,0.0,0.0,,,,10208.733,89197.0,89197.0,0.0,0.0,0.0,,,
2007-11-01,123.018,1074.0,1074.0,0.0,0.0,0.0,,,,9516.674,83151.0,83151.0,0.0,0.0,0.0,,,
2007-12-01,230.062,2008.0,2008.0,0.0,0.0,0.0,,,,8720.394,76193.0,76193.0,0.0,0.0,0.0,,,
2008-01-01,14.116000000000001,223.0,223.0,11.433,0.0,0.0,,,,1961.1940000000002,31009.0,31009.0,1588.567,2.0,2.0,,,
2008-02-01,17.256,273.0,273.0,13.977,0.0,0.0,,,,2464.226,38957.0,38957.0,1996.0230000000001,2.0,2.0,,,
