measured_on,"Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Generation","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Quantity Consumed For Electricity","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Total Fuel Consumed"
2003-01-01,31726.0,350749.0,350749.0,96124.0,1062705.0,1062705.0,0.0,0.0,0.0
2003-02-01,38698.0,436415.0,436415.0,96768.0,1091308.0,1091308.0,0.0,0.0,0.0
2003-03-01,135.0,1566.0,1566.0,103015.0,1194232.0,1194232.0,0.0,0.0,0.0
2003-04-01,0.0,0.0,0.0,152706.0,1656677.0,1656677.0,0.0,0.0,0.0
2003-05-01,0.0,0.0,0.0,187995.0,1992995.0,1992995.0,0.0,0.0,0.0
2003-06-01,7952.0,81616.0,81616.0,193396.0,1985045.0,1985045.0,,,
2003-07-01,7259.0,81700.0,81700.0,227775.0,2563646.0,2563646.0,0.0,0.0,0.0
2003-08-01,7212.0,80347.0,80347.0,210592.0,2346067.0,2346067.0,0.0,0.0,0.0
2003-09-01,7082.0,80347.0,80347.0,63857.0,724528.0,724528.0,0.0,0.0,0.0
2003-10-01,8526.0,81757.0,81757.0,97193.0,932022.0,932022.0,0.0,0.0,0.0
2003-11-01,6281.0,81700.0,81700.0,61654.0,801935.0,801935.0,0.0,0.0,0.0
2003-12-01,0.0,0.0,0.0,28747.0,484030.0,484030.0,0.0,0.0,0.0
2004-01-01,3712.0,43048.0,43048.0,67956.0,744984.0,744984.0,0.0,0.0,0.0
2004-02-01,0.0,0.0,0.0,113012.0,720004.0,720004.0,0.0,0.0,0.0
2004-03-01,27.0,342.0,342.0,53750.0,670102.0,670102.0,0.0,0.0,0.0
2004-04-01,0.0,0.0,0.0,140559.0,1541812.0,1541812.0,0.0,0.0,0.0
2004-05-01,0.0,0.0,0.0,18258.0,226887.0,226887.0,0.0,0.0,0.0
2004-06-01,0.0,0.0,0.0,45098.0,604850.0,604850.0,0.0,0.0,0.0
2004-07-01,0.0,0.0,0.0,107521.0,1272825.0,1272825.0,0.0,0.0,0.0
2004-08-01,0.0,0.0,0.0,162670.0,1842346.0,1842346.0,0.0,0.0,0.0
2004-09-01,0.0,0.0,0.0,32036.0,378202.0,378202.0,0.0,0.0,0.0
2004-10-01,0.0,0.0,0.0,22555.0,279632.0,279632.0,0.0,0.0,0.0
2004-11-01,0.0,0.0,0.0,6855.0,112832.0,112832.0,0.0,0.0,0.0
2004-12-01,0.0,0.0,0.0,3776.0,65257.0,65257.0,0.0,0.0,0.0
2005-01-01,0.0,0.0,0.0,5261.0,94176.26,94176.26,0.0,0.0,0.0
2005-02-01,0.0,0.0,0.0,25124.0,287508.95,287508.95,0.0,0.0,0.0
2005-03-01,0.0,0.0,0.0,19229.0,269032.1,269032.1,0.0,0.0,0.0
2005-04-01,0.0,0.0,0.0,68677.0,847952.32,847952.32,0.0,0.0,0.0
2005-05-01,0.0,0.0,0.0,47950.0,579033.5,579033.5,0.0,0.0,0.0
2005-06-01,0.0,0.0,0.0,110990.0,1304644.04,1304644.04,0.0,0.0,0.0
2005-07-01,0.0,0.0,0.0,71970.0,897353.55,897353.55,0.0,0.0,0.0
2005-08-01,0.0,0.0,0.0,85404.0,1055929.82,1055929.82,0.0,0.0,0.0
2005-09-01,0.0,0.0,0.0,85556.0,1116443.79,1116443.79,924.0,12052.4,12052.4
2005-10-01,0.0,0.0,0.0,44846.0,541710.88,541710.88,0.0,0.0,0.0
2005-11-01,0.0,0.0,0.0,8457.0,120414.29,120414.29,0.0,0.0,0.0
2005-12-01,0.0,0.0,0.0,11822.0,99034.6,99034.6,0.0,0.0,0.0
2006-01-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2006-02-01,,,,8314.0,100639.0,100639.0,3642.0,44092.0,44092.0
2006-03-01,,,,1642.0,48623.0,48623.0,0.0,0.0,0.0
2006-04-01,,,,36331.0,458910.0,458910.0,0.0,0.0,0.0
2006-05-01,,,,55457.0,710319.0,710319.0,0.0,0.0,0.0
2006-06-01,,,,91438.0,1090034.0,1090034.0,0.0,0.0,0.0
2006-07-01,,,,107975.0,1283449.0,1283449.0,0.0,0.0,0.0
2006-08-01,,,,106403.0,1274180.0,1274180.0,0.0,0.0,0.0
2006-09-01,,,,23793.0,323985.0,323985.0,0.0,0.0,0.0
2006-10-01,,,,9036.0,132695.0,132695.0,0.0,0.0,0.0
2006-11-01,,,,34574.0,437950.0,437950.0,0.0,0.0,0.0
2006-12-01,,,,35327.0,450176.0,450176.0,0.0,9164.0,9164.0
2007-01-01,0.0,0.0,0.0,14413.89,170932.0,170932.0,19648.11,233003.0,233003.0
2007-02-01,0.0,0.0,0.0,28488.35,351849.0,351849.0,1187.65,14668.0,14668.0
2007-03-01,0.0,0.0,0.0,22972.0,295369.0,295369.0,0.0,0.0,0.0
2007-04-01,0.0,0.0,0.0,27728.0,351475.0,351475.0,0.0,0.0,0.0
2007-05-01,0.0,0.0,0.0,38646.17,494374.0,494374.0,210.83,2697.0,2697.0
2007-06-01,0.0,0.0,0.0,62783.913,772740.0,772740.0,105.087,1293.0,1293.0
2007-07-01,0.0,0.0,0.0,58216.0,735199.0,735199.0,0.0,0.0,0.0
2007-08-01,0.0,0.0,0.0,138678.0,1582663.0,1582663.0,0.0,0.0,0.0
2007-09-01,0.0,0.0,0.0,72281.0,871575.0,871575.0,0.0,0.0,0.0
2007-10-01,0.0,0.0,0.0,21191.0,261914.0,261914.0,0.0,0.0,0.0
2007-11-01,0.0,0.0,0.0,32494.0,462144.0,462144.0,0.0,0.0,0.0
2007-12-01,0.0,0.0,0.0,32127.0,439713.0,439713.0,0.0,0.0,0.0
2008-01-01,0.0,0.0,0.0,21100.0,285774.0,285774.0,0.0,0.0,0.0
2008-02-01,0.0,0.0,0.0,14145.0,198520.0,198520.0,0.0,0.0,0.0
2008-03-01,0.0,0.0,0.0,47488.0,611023.0,611023.0,0.0,0.0,0.0
2008-04-01,0.0,0.0,0.0,50067.0,636515.0,636515.0,0.0,0.0,0.0
