measured_on,"Electricity used for energy storage - Energy Storage, Battery - Other - Generation","Electricity used for energy storage - Energy Storage, Battery - Other - Quantity Consumed For Electricity","Electricity used for energy storage - Energy Storage, Battery - Other - Total Fuel Consumed",Solar - Photovoltaic - Solar - Generation,Solar - Photovoltaic - Solar - Quantity Consumed For Electricity,Solar - Photovoltaic - Solar - Total Fuel Consumed
2022-01-01,,,,2.402,8.0,8.0
2022-02-01,,,,2.679,9.0,9.0
2022-03-01,,,,3.493,12.0,12.0
2022-04-01,,,,4.535,15.0,15.0
2022-05-01,,,,4.298,15.0,15.0
2022-06-01,,,,4.543,16.0,16.0
2022-07-01,,,,4.044,14.0,14.0
2022-08-01,,,,3.934,13.0,13.0
2022-09-01,,,,3.683,13.0,13.0
2022-10-01,,,,3.088,11.0,11.0
2022-11-01,,,,2.412,8.0,8.0
2022-12-01,-2.0,0.0,0.0,1.889,6.0,6.0
2023-01-01,-2.0,0.0,0.0,54.0,184.0,184.0
2023-02-01,-2.0,0.0,0.0,59.0,201.0,201.0
2023-03-01,-2.0,0.0,0.0,75.0,256.0,256.0
2023-04-01,-1.0,0.0,0.0,49.0,167.0,167.0
2023-05-01,-1.0,0.0,0.0,2.0,7.0,7.0
2023-06-01,-1.0,0.0,0.0,1.0,3.0,3.0
2023-07-01,-1.0,0.0,0.0,4.0,14.0,14.0
2023-08-01,-1.0,0.0,0.0,-1.0,0.0,0.0
2023-09-01,0.0,0.0,0.0,7.0,24.0,24.0
2023-10-01,0.0,0.0,0.0,-1.0,0.0,0.0
2023-11-01,-3.0,0.0,0.0,0.0,0.0,0.0
2023-12-01,-2.0,0.0,0.0,2.0,7.0,7.0
2024-01-01,-3.0,0.0,0.0,5.0,17.0,17.0
2024-02-01,-2.0,0.0,0.0,4.0,14.0,14.0
2024-03-01,-2.0,0.0,0.0,5.0,17.0,17.0
2024-04-01,-2.0,0.0,0.0,5.0,17.0,17.0
2024-05-01,-1.0,0.0,0.0,2.0,7.0,7.0
2024-06-01,-1.0,0.0,0.0,4.0,14.0,14.0
2024-07-01,0.0,0.0,0.0,2.0,7.0,7.0
2024-08-01,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-01,-1.0,0.0,0.0,4.0,14.0,14.0
2024-10-01,-1.0,0.0,0.0,4.0,14.0,14.0
2024-11-01,-1.0,0.0,0.0,0.0,0.0,0.0
2024-12-01,-2.0,0.0,0.0,2.0,7.0,7.0
