measured_on,"Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2011-01-01,0.0,0.0,0.0
2011-02-01,0.0,0.0,0.0
2011-03-01,0.0,0.0,0.0
2011-04-01,0.0,0.0,0.0
2011-05-01,0.0,0.0,0.0
2011-06-01,0.0,0.0,0.0
2011-07-01,0.0,0.0,0.0
2011-08-01,0.0,0.0,0.0
2011-09-01,0.0,0.0,0.0
2011-10-01,0.0,0.0,0.0
2011-11-01,0.0,0.0,0.0
2011-12-01,3431.0,32400.0,32400.0
2012-01-01,3522.3,33444.0,33444.0
2012-02-01,3478.434,33030.0,33030.0
2012-03-01,3022.051,28692.0,28692.0
2012-04-01,3253.578,30888.0,30888.0
2012-05-01,3353.339,31842.0,31842.0
2012-06-01,3430.307,32571.0,32571.0
2012-07-01,3573.727,33930.0,33930.0
2012-08-01,3550.096,33705.0,33705.0
2012-09-01,3532.167,33534.0,33534.0
2012-10-01,2711.984,25749.0,25749.0
2012-11-01,3328.356,31599.0,31599.0
2012-12-01,3564.661,33849.0,33849.0
2013-01-01,37.225,342.0,342.0
2013-02-01,33.558,315.0,315.0
2013-03-01,34.06,324.0,324.0
2013-04-01,33.035,315.0,315.0
2013-05-01,32.987,315.0,315.0
2013-06-01,35.809,342.0,342.0
2013-07-01,38.028,360.0,360.0
2013-08-01,38.104,360.0,360.0
2013-09-01,35.412,333.0,333.0
2013-10-01,27.766,261.0,261.0
2013-11-01,33.003,315.0,315.0
2013-12-01,36.013,342.0,342.0
2014-01-01,2841.75,31698.0,31698.0
2014-02-01,2478.487,27639.0,27639.0
2014-03-01,2456.588,27396.0,27396.0
2014-04-01,2502.397,27909.0,27909.0
2014-05-01,2632.583,29358.0,29358.0
2014-06-01,2729.679,30447.0,30447.0
2014-07-01,2885.847,32184.0,32184.0
2014-08-01,2829.618,31554.0,31554.0
2014-09-01,2515.004,28053.0,28053.0
2014-10-01,2576.623,28737.0,28737.0
2014-11-01,2497.668,27855.0,27855.0
2014-12-01,2848.756,31770.0,31770.0
2015-01-01,3492.973,39727.0,59841.0
2015-02-01,3143.796,35755.0,53856.0
2015-03-01,3171.508,36071.0,54333.0
2015-04-01,3115.329,35432.0,53370.0
2015-05-01,3316.383,37718.0,56817.0
2015-06-01,3024.363,34397.0,51813.0
2015-07-01,3456.931,39317.0,59220.0
2015-08-01,3429.14,39001.0,58752.0
2015-09-01,2984.986,33949.0,51138.0
2015-10-01,3196.972,36360.0,54774.0
2015-11-01,3226.431,36695.0,55278.0
2015-12-01,3444.188,39172.0,59004.0
2016-01-01,3339.123,18677.0,56385.0
2016-02-01,3265.287,18264.0,55143.0
2016-03-01,3193.324,17862.0,53928.0
2016-04-01,2630.765,14715.0,44433.0
2016-05-01,3465.462,19384.0,58527.0
2016-06-01,3542.782,19816.0,59832.0
2016-07-01,3548.776,19850.0,59931.0
2016-08-01,3562.227,19925.0,60156.0
2016-09-01,3303.479,18478.0,55791.0
2016-10-01,3141.462,17572.0,53055.0
2016-11-01,3445.277,19271.0,58185.0
2016-12-01,3353.036,18755.0,56628.0
2017-01-01,2819.394,17277.0,104433.0
2017-02-01,2616.876,16036.0,96934.0
2017-03-01,2575.395,15781.0,95392.0
2017-04-01,2803.89,17182.0,103854.0
2017-05-01,2934.712,17983.0,108705.0
2017-06-01,3017.825,18493.0,111777.0
2017-07-01,3250.613,19919.0,120404.0
2017-08-01,3209.917,19670.0,118894.0
2017-09-01,2924.735,17922.0,108333.0
2017-10-01,2715.215,16638.0,100575.0
2017-11-01,3189.385,19544.0,118139.0
2017-12-01,3136.043,19217.0,116163.0
2018-01-01,3073.515,18760.0,109781.0
2018-02-01,3004.966,18342.0,107319.0
2018-03-01,3140.871,19171.0,112170.0
2018-04-01,2428.131,14821.0,86724.0
2018-05-01,3340.882,20392.0,119318.0
2018-06-01,3380.797,20636.0,120746.0
2018-07-01,3445.47,21031.0,123052.0
2018-08-01,3279.798,20019.0,117135.0
2018-09-01,3194.609,19499.0,114094.0
2018-10-01,3107.84,18970.0,110991.0
2018-11-01,3201.931,19544.0,114353.0
2018-12-01,3220.19,19656.0,115005.0
2019-01-01,2602.034,15747.0,107878.0
2019-02-01,2461.121,14894.0,102033.0
2019-03-01,2540.526,15375.0,105323.0
2019-04-01,2050.917,12412.0,85028.0
2019-05-01,2538.835,15365.0,105250.0
2019-06-01,2382.661,14420.0,98785.0
2019-07-01,2822.123,17079.0,117001.0
2019-08-01,2834.592,17155.0,117518.0
2019-09-01,2814.425,17033.0,116680.0
2019-10-01,2694.749,16308.0,111715.0
2019-11-01,2676.469,16198.0,110960.0
2019-12-01,2521.548,15260.0,104536.0
2020-01-01,2713.442,16679.0,110639.0
2020-02-01,2643.865,16251.0,107795.0
2020-03-01,2892.283,17778.0,117922.0
2020-04-01,2782.764,17105.0,113453.0
2020-05-01,2763.603,16987.0,112677.0
2020-06-01,2631.911,16178.0,107309.0
2020-07-01,2640.616,16231.0,107660.0
2020-08-01,2714.53,16686.0,110670.0
2020-09-01,2503.269,15387.0,102064.0
2020-10-01,2592.993,15939.0,105716.0
2020-11-01,2615.71,16078.0,106647.0
2020-12-01,2749.014,16898.0,112077.0
2021-01-01,2545.401,15599.0,115263.0
2021-02-01,2140.049,13115.0,96913.0
2021-03-01,2375.611,14559.0,107578.0
2021-04-01,2297.797,14082.0,104050.0
2021-05-01,2418.468,14821.0,109522.0
2021-06-01,2345.253,14373.0,106202.0
2021-07-01,2267.998,13899.0,102706.0
2021-08-01,2333.485,14301.0,105674.0
2021-09-01,2174.639,13327.0,98475.0
2021-10-01,2337.424,14325.0,105850.0
2021-11-01,2027.443,12425.0,91813.0
2021-12-01,2149.432,13173.0,97337.0
2022-01-01,3032.892,17666.0,106833.0
2022-02-01,2992.892,17433.0,105426.0
2022-03-01,2967.269,17283.0,104516.0
2022-04-01,3047.826,17753.0,107360.0
2022-05-01,2893.477,16854.0,101919.0
2022-06-01,3212.21,18710.0,113143.0
2022-07-01,3168.442,18455.0,111601.0
2022-08-01,3292.28,19176.0,115967.0
2022-09-01,2979.937,17357.0,104961.0
2022-10-01,2528.827,14730.0,89072.0
2022-11-01,3303.289,19241.0,116360.0
2022-12-01,3206.501,18677.0,112946.0
2023-01-01,2754.854,16046.0,106905.0
2023-02-01,2676.103,15587.0,103843.0
2023-03-01,2495.058,14533.0,96809.0
2023-04-01,2647.951,15423.0,102747.0
2023-05-01,2752.574,16033.0,106802.0
2023-06-01,2673.093,15570.0,103719.0
2023-07-01,2907.448,16935.0,112812.0
2023-08-01,2735.299,15932.0,106140.0
2023-09-01,2660.61,15497.0,103233.0
2023-10-01,2398.269,13969.0,93055.0
2023-11-01,2808.76,16360.0,108984.0
